GenomeID,Fitness,NumberEvolvingFitter,NumberEvolvingEqual,NumberEvolvingLessFit
9d58276d-6c802e6e-54b8d1f5-63067da4-6f39b097,0.000428669,15501,7608,26891
efe345ac-28aff4dd-e862ecd7-dfca37d8-6ee38b2b,0.000541923,8605,12367,29028
2777ecb9-72dbde99-aec072a5-b10cdff2-2f36c58f,0.000749496,8991,2175,38834
579557d3-3db5917b-168b86ae-5d8a9b59-ff130fa8,0.000685871,11393,6937,31670
134c2f16-5d678632-7d4bfec9-35cfb267-789ca805,0.00030899,9957,9416,30627
369231ef-5d41e157-dc04625c-fdc64f10-7b161072,0.000880898,2129,6916,40955
61c32eb6-f887f355-4d05b1ac-c843db35-389d48b4,0.000610352,14902,232,34866
610bf011-abdd9848-b2aa25ba-40711cd1-5e744bcf,0.000530842,11135,9502,29363
222260e7-ee209720-bd0f9591-4c154d52-6e69bb37,0.000530842,11474,10381,28145
752ce7c0-60503f72-9a693e13-f7505fd5-eaa6d00b,0.00173611,2080,1297,46623
3026d17-3f268f85-84abdb72-1901471b-75e7d7a4,0.000541923,11531,12487,25982
fa30b7ad-ac2ae28c-fe78b498-7fbf5b2-2668e2bb,0.00225,4298,1036,44666
eef0f293-66bfb9b1-c4555db4-654bf7a4-3f9672f8,0.000874412,4186,1823,43991
d80d45dc-e4b7ee6e-cffa886d-af89b26d-b77aa455,0.000771605,5782,7159,37059
134b4525-c9e4bf6e-e8f3a329-6d2f1910-95e8e16,0.000743378,2899,2743,44358
a2729fcb-996dd98e-f18ea42c-4ca0c7b3-cdecb81f,0.000514984,13884,4396,31720
e0e5d4f-30fd66ca-84ad4a0-7a6f4bcf-5b2174db,0.00016726,33212,1105,15683
ea73c72-45e2d3de-d88c8a61-3e258ef9-171d0737,0.000825976,5014,3215,41771
523eb21f-b2296d85-2debc7b2-a9216a95-6faee793,0.000411987,12712,8923,28365
4647a3b-f0a75af5-b65c16d9-edf8c219-5ebc1633,0.000758519,5987,1559,42454
21d17dd2-e92caea6-92382373-8ed72778-2cc4e0fb,0.000743378,9750,3511,36739
5fb0b26d-ad5c3256-a8ced0aa-ec6f2146-958a5924,0.000509779,10422,7381,32197
c67512da-af3480aa-7bbaed2f-fab4b080-96c23501,0.000411987,5026,14100,30874
dfc64570-81daef4-b1fd346b-5946af92-e2d3ac2c,0.000428669,18080,7611,24309
ece7dcc7-eba7d1f7-8fed076-651b909b-f1f84b14,0.000411987,17890,10142,21968
c280a27a-f63ecf0f-9665e03e-ec911e11-33351dfc,0.000773886,5341,951,43708
474123ef-b88e20af-6b145125-6e194e5d-86273f97,0.000530842,12338,13005,24657
f954eb49-aeab9b14-6e65a9f4-beb607ff-ef310fa2,0.000353894,8946,8957,32097
b9b04127-c80c3822-2e880345-5e237bdc-a1f68b,0.000603497,11205,5127,33668
d4da6385-c6f93658-bebffa9-5b663a7e-b6cbc643,0.000790357,2821,647,46532
92ea2541-33b4064-abc521af-3afa722a-fe0172d4,0.000685871,5044,6468,38488
2ed4ea57-cfd77d57-d23c7208-1dfee5e5-6a11b7c6,0.000611735,8577,6644,34779
a24ad2a2-a0fc9cd-535cc1cc-4f801afa-ce945e69,0.00023593,24166,7151,18683
dd3c8a45-3046bba7-309c66fa-a63fbc37-c6c0b996,0.000514403,29948,4765,15287
94b380be-fd2b97a8-641e075-45f38f3d-a3ff5770,0.00064373,8132,5548,36320
686e19dc-3cd77431-816c5f0a-43176031-dec9aacb,0.000611735,10791,5635,33574
f4f8dbbd-f287c240-18ffa7b8-6c082ad5-4021c57c,0.000353894,15016,9289,25695
e73961a5-eab1e445-b2e6160f-7b6039db-f724dcc8,0.000864,3368,2190,44442
9b3ee928-165b8874-cb37d6b5-2b782fbc-4d43d994,0.00030899,16866,12231,20903
a8e54ce1-321aeb05-15863483-94204a7-3960f103,0.00082944,4545,2015,43440
5a3c66a3-6a6182fb-d851df5c-e7620149-8e6925c3,0.000732422,6916,7886,35198
18d65c7e-a583bf4d-2235e9a-3844e451-ee43bd6c,0.00195312,5649,7025,37326
b5bb4c65-87f6451d-7b291bec-c2b1f503-40f2555e,0.0003671,18313,4475,27212
f1b7e80a-4267448e-8608f5a8-a7f150a7-315c010a,0.000367041,16788,4656,28556
eeccf3ec-af18dcd4-f5318df-ecc526c7-e7cdbbae,0.000305868,21286,6463,22251
db88a00a-8dffe82d-30480e6-99451496-ad3080cb,0.000440449,10349,7371,32280
fc213b42-4a42cd3e-b668d1a9-ddcb3610-cb26ca14,0.000549316,10577,9264,30159
9fc99955-c9112790-9213baa9-bd4ac25a-413dd5a6,0.000864,2295,2516,45189
fde6076f-712480c5-5299f8e9-70417055-f44ecb6e,0.000685871,6393,5667,37940
6866f66-1e60155d-6541aeb2-ae5b25e8-e3352c73,0.0008205,8350,1309,40341
8a66db7b-89b5d4d9-7eabe069-982a69f9-96aeb54d,0.000541923,8499,13666,27835
54f59a2-66c299a8-6480e0c3-9272e177-a67cfe37,0.000176947,31718,2537,15745
51af8f36-c8e4e09b-9a2eddf7-cc18a300-100a491d,0.00012642,28664,3828,17508
bd44e074-b462c65a-2b9d57f5-be53216b-495bbc13,4.21399e-05,36110,1337,12553
f58317e2-c8af7f9a-6eca9b5b-a8c17cad-4250963,0.000362098,23048,4131,22821
4173f97e-7e4c69a8-11474c17-c1c4d0b4-a38e97af,0.000267918,24516,8222,17262
5b6042ed-656d996c-f4fbc55c-f7b1652c-3d18e097,0.00030899,16660,14493,18847
93595f55-cac015ba-fc951ed6-284d139f-9f7aa85f,0.000411987,21177,10675,18148
48419723-e851c090-69b3f870-14288ec5-10e40f65,0.00076171,7220,1582,41198
31bcef36-8a8a9987-586e732-177e67a2-3e8e43c7,0.000509779,24791,6114,19095
1e6cac72-e6f08551-26cc4844-df0f3176-46bfddf6,0.00072576,5494,2504,42002
548b6e37-5b0deab1-6e42b2ff-41011172-2bfaa998,0.000353894,13276,9448,27276
70d3e94c-fa207c03-8925e714-bd90eabf-a8728bf2,0.00048,22277,4040,23683
caf56ff8-eb044736-8f29e6c0-6989d961-19d7e9f8,0.000530842,21259,8726,20015
f1ebf1ec-27aacf61-8e3bc409-c3867f0b-54585578,0.000864,4376,2305,43319
d076dcb3-391488b2-928ae801-a564a6fa-c4cbc918,0.000600747,14855,376,34769
b20f85a4-e2761b6-42430dda-386e15f5-f1934f64,0.000642426,15597,3704,30699
18795164-6f337657-ee9e5098-c5cebc4e-9be30c7c,0.00231481,1914,4741,43345
71c3f83a-b25fc920-442b0a9e-380c5281-22a1730f,0.000305868,15159,7439,27402
2140d0c8-d5730e53-214e0e3-ab11f909-d70f2833,0.000530842,7693,11029,31278
973cdefa-43dcec48-a3b08481-db7e0a20-1c950ced,0.000880898,2033,7957,40010
d1095773-103c7e26-2e9715a6-8e22141-a80f6508,0.000353894,13018,12629,24353
b5f27b10-1b8910e9-822abe89-cea5d4db-e350699b,0.000411987,13737,14265,21998
22dd3da9-3b04cfdb-7552793b-f51be43e-ead12178,0.000530842,18154,14607,17239
f616aab9-280ac778-2d094a9f-d5c991b0-331b424e,0.000411987,12437,11540,26023
339e19e5-1e7425f6-b7d74459-9419e28f-d188f9e9,0.000804663,3575,4845,41580
e8183123-f26b2559-93df0ea9-40e8670-49b2561c,0.000603497,8349,4762,36889
af66bbf7-aac13746-13dff31-a18b55b7-1084257d,0.000440449,24858,6374,18768
2aac08e9-119b4d69-e6086b99-9c8b341c-c98bd243,0.000267918,27127,4852,18021
f9c74ea8-aeffdd77-a25d7b8f-eef50437-a10b48c5,0.000685871,2864,5349,41787
779e05a4-46aea663-12846936-bdd8f91b-9bc036b1,0.00650307,1390,2638,45972
d0c14f7d-1d446224-3b318ca4-5c55f6a5-260638d0,0.000411987,16020,14990,18990
e44214de-c02d9931-fdfa13db-5043ce0-3a0787d0,0.000541923,3382,14206,32412
75a3826f-9adcc1d6-ba2f55c0-9be2434-44f6fdd1,0.00023593,16948,10368,22684
2d382ac1-8086d2a9-2551dbdb-8b9f5240-78b6402c,0.000449698,16331,2824,30845
e57c1fbb-b45c059-abea4bae-9cc30024-9ed96465,0.000381039,11269,7098,31633
a04c7b2a-dcdf7707-64ebec88-47eb3bbd-4a696c43,0.000754371,7031,4869,38100
ea2bb77-abe4c86f-dee68af2-e6135675-5fb87597,0.000880898,2851,5395,41754
ff6148bb-18210f2-4f2f94f0-6c58c098-17b2605e,0.000530842,4964,12257,32779
ae5ef5f-a9636ef6-27f7c414-ce4da212-87a3603b,0.00010125,24429,2635,22936
86f20f20-cb28a0b3-7820ae38-75aa4abc-80d5f85f,0.00077993,6615,987,42398
28658c6f-9f6f6e35-b3f30f80-26286c3e-152b42a7,0.000367041,22036,6049,21915
55dca6b6-686faa30-99d7e8f5-92bfa30e-2f170578,0.000743378,5479,3507,41014
1ccb5e2b-cb95ce7c-77b4e211-186db38c-a00d1329,0.00030899,13518,10803,25679
14293a4e-3f09a3c6-6ce50416-e3d43102-d7221b3f,0.000305868,13443,4895,31662
6867b087-fb30bc02-2c3f668a-53671d33-a8554616,6.86689e-05,29821,100,20079
6ed7b48e-cdf19b9b-f9c514f0-21048354-9dbd6626,0.000530842,13886,10089,26025
fbdd25da-d68cd5c7-87c2dcbb-cc922595-6f75d00f,0.000541923,8334,8464,33202
6dc891a0-d41e5b95-f00d74be-9e37bd2f-4e6cdb7e,0.000509779,21604,6706,21690
ad7c1a7a-a8a6bfa8-b383f088-8be83763-1b7bbaa6,0.000685871,9733,9790,30477
554e4d3c-c68219b1-5b92a219-57bc09a0-6e067a0f,0.000825976,4875,4292,40833
4213011b-895a7b01-f281d286-e8cdf36e-1a17d836,0.000305868,23631,4925,21444
e7e9716-27c7ee10-a2892375-259e24f8-6a2c9837,0.00093687,2419,1935,45646
6e42c662-9d824bb5-c0d4d4f6-c29913bc-18bba744,0.000825976,5815,3711,40474
d5bf720d-4f39b76d-87f21d14-657e3cf9-b9049fc6,0.00030899,13152,10839,26009
fe11c795-f9b348e-54984931-2ea5309-df995e0e,0.000796262,3194,8870,37936
1f73117a-f66204dc-27824c3c-2c2619d5-e1c0996,0.00081258,5116,812,44072
84496a9c-b352a8ab-34af94de-d22c0fc8-176e9512,0.000797708,6332,1122,42546
3b9e587d-b0eb2155-2163032e-16ef2653-6f0cf174,0.00439453,4236,3921,41843
857c0613-7d21f74-9be523da-e413ae9e-5193ea9e,0.000353894,20720,8702,20578
d79113b4-2a515e1a-f4662153-beb856aa-a7e4a52d,0.00025489,18921,3680,27399
7398e3f3-83896b37-417288bf-b96d2f8-a69b5fad,0.00308642,2590,3693,43717
48c6aa51-75351999-fba63720-d59ff805-6cce4fd5,0.0006615,6301,2766,40933
88c2100c-98be0609-5feaf548-df82cbae-3dda7090,0.000685871,1698,7706,40596
60d3c453-8103f853-54bca2bb-5bdac81d-e540ada8,0.00030899,23711,11521,14768
85cec80f-b05b0dd8-c8cb2e84-3b11e2bb-97d13f76,0.000421496,16960,3914,29126
36a83e38-ade75bc1-9366b96c-345545e4-b49b752b,0.00192,14672,6646,28682
4b3acbe3-6295ba06-d10f705c-f6175ce9-d1aeaf07,0.00064373,16928,4301,28771
d9e75eff-7d28df93-4689d5cd-596c2857-30791aab,0.000452623,17935,4372,27693
9173e046-3042cf7-f8d26fe9-4decb425-83bcd5c9,0.000411987,20064,14570,15366
4df6b5ef-710e1371-a8275e13-bb5b19be-b86b2dc8,0.000353894,14255,3146,32599
96ced5bf-63c61f9b-12d0bcc6-e33192da-a86b0ae,0.000541923,6885,13112,30003
e22ea00e-53bbfb45-ddcb4bcb-8bc1e270-ca863f6a,0.000609663,11622,9884,28494
465f6bda-6811e06f-e0597e7f-552adb24-e747fc40,0.000541923,9959,17326,22715
7cc24240-6022a9ef-58d2dc80-3597534e-b92bcf,0.000428669,17903,9398,22699
b10a6459-534251f-f5a5a853-4f96a486-754eda48,0.00064373,5566,5215,39219
18291919-a36e0a16-279c9e4-4bb9a791-9f8af317,0.000880898,1582,7646,40772
5089de6f-a7f8607b-f1e767e6-494ad994-22310a2b,0.000541923,6785,9952,33263
39cb878c-9283ef4f-94712715-1272d91b-d20a6aa6,0.000530842,12416,13357,24227
563d0ae7-3962e31a-da00d13a-732a4fc5-e54dabc3,0.000734082,10395,5978,33627
7149d7b8-a9813146-55448bb-a9486b9e-87513bc3,0.000734082,9971,6267,33762
a5d12812-c3e943b7-93c834a7-61a470da-ce08bd3e,0.00857339,4772,1491,43737
75de50ae-cd82630a-753e8cfa-fa76fa87-81b806b3,0.000874412,3205,1871,44924
e194c40d-4c4bcc39-c8498a96-e231ac7a-f92b3f79,0.000692297,10985,1149,37866
dea17fac-fe8e85db-2953bd96-50a59f25-cb27a494,0.000104858,31075,1210,17715
247360cd-20a58a17-392a98c3-98998a2c-deb1d75,0.000411987,19802,6238,23960
ae2765c6-bf054eae-cf9e831f-1c5eafdc-8e75545b,0.000541923,14102,8654,27244
b25cb6b2-e5e33a14-f92eac1d-5997757c-af0e3dc8,0.000611735,4048,6086,39866
b10c8ffa-84595594-c387a6bc-2a3ad5f3-40345347,0.000353894,26582,13558,9860
2d489ce8-4c27d83b-b3322524-f5c849e-f06ab8d7,0.000611735,6946,7109,35945
a85094b0-8562c11e-9e5684de-62ed3837-6c9e8add,0.00082944,3610,2799,43591
2b5b2ec7-fde0e8e0-de411bde-3c7bfe00-6927419e,0.000771605,6815,9904,33281
c31c57be-32291c8-715a61a6-f838f0e2-45e96f79,0.000353894,17221,9165,23614
ab8337d9-b453bcf5-c9c9575b-d2c7d954-779e685d,0.000353894,16284,7630,26086
2e8bfcc4-2577527f-29d1fb60-728a2d02-25506219,0.000411987,17994,12888,19118
c67983af-d8109997-af650edd-360236a9-64435bca,0.00144,1941,1875,46184
6b51941c-2cc5f1e7-b56c17b8-b40e2897-e44605b7,0.0059499,6045,2525,41430
dd8de331-40074df4-fa04d198-3d7ee143-89856d10,0.00069953,11841,1444,36715
216bab51-a01671bb-3d5fb46-7e4062cc-aeaa94b7,0.000549316,8642,14600,26758
8a937fbf-3dc30869-a4e267ad-5f393ad5-58eef5ff,0.00023593,23772,12182,14046
b972bed3-ecd13ffd-b9768375-ce803e6a-55240081,0.00035204,14838,5454,29708
636b1181-6d8daace-a249f398-b78ecb95-c08e5c85,0.00030899,11882,16503,21615
6a83c65b-4cb1cb73-45f435f3-b45fdd6-67420f14,0.000796262,10038,7291,32671
86078d70-5a504e0d-3142578-b2196dce-4aafdb7e,0.000381039,20479,6102,23419
3f20a06f-caf5ebe7-7e74c80c-8feae235-8b3b526e,0.000530842,4733,9252,36015
5c46942e-2640c86-6b68bdb5-a621d155-26b8707a,0.000381039,14470,8542,26988
7b49bb08-542c87dc-5f444bcc-f5265cc9-654c332d,0.000860611,7267,584,42149
da0b29b4-508d5ce-85499e4f-73ae7e29-3b18065e,0.00137174,4798,2689,42513
999023ec-95ba745-f8ee9e8e-d5545d64-6cb98d34,0.000541923,15258,12742,22000
6be5b8ba-a9fe7503-a6af053-f8bef642-290a465c,0.000541923,6868,14389,28743
2f97a8f5-aa953b13-7b07736-704fca33-8a7669e8,0.000440449,16108,7295,26597
ddf859c4-9f514dc9-629f776f-2d18f428-d0650ede,0.000411987,18649,12295,19056
299a1798-d2bc374c-d1cbef96-6a6dace6-7165cd33,0.00120486,1150,558,48292
6e254d40-50848d56-2e6ef98e-d08edfa0-59f1c085,0.000609663,10564,9346,30090
cf86bfa1-8826d2d8-acc95932-4bf79490-a9dd0b2d,0.000686646,5585,5367,39048
470e4d4f-bc0e91ab-ab10c9cd-f434e92f-9c6d28fd,0.000602816,16150,1969,31881
f79aae6a-b807ad88-99fc8d5b-223515ef-11678926,0.000530842,13588,11791,24621
c925b626-1b582979-e34578d4-3548dd0d-1b969178,0.000796262,7972,9781,32247
8cde0ce7-161336e9-2fcf4fa2-300ac440-ecc5c232,0.000685871,13057,10212,26731
e38229d3-ff44cbb4-756cccfb-43992c42-c0e99559,0.00556183,3405,3420,43175
ffe7199a-fd214468-958a6495-74c370df-ec31a28f,0.00023593,11845,12511,25644
dc6fbe2d-be2f65d8-eba66d2e-2e546ab6-12e1add3,0.00064373,7339,3916,38745
a02564e1-a3248e3e-a7453234-a4130dd1-6bfd398b,0.000338702,11119,8087,30794
46bccb74-2239ec2d-b1902a35-cb81b641-312366e6,0.000734082,8271,5898,35831
72a11076-fee54dcc-74a44b2f-9343cbca-ae4c2a25,0.000796262,3014,12228,34758
83e475f6-6b03b0ab-db76f4e0-b69c8167-36d395e0,0.000685871,15489,5370,29141
5b769f40-554271f3-55b1fad3-3eddfdd1-ee7c0cd9,0.000353894,17379,14532,18089
d30d1ba9-dbe476dc-89dfddf8-83f3d6a8-2c7a93d1,0.000530842,16220,10107,23673
c8bd3a71-e1e837c8-23fb5de0-fc0e9740-452bf99f,0.000732422,7518,8950,33532
518e1d96-69693bd4-449f52f9-ad193abf-8623ffc7,0.000541923,11949,13026,25025
105898af-b0112e98-a1a0b199-ba04edc2-d28afba0,0.000796262,5381,10147,34472
44cd1605-e954806b-8da6430b-549fb50e-4fccd71,0.000367041,13821,4604,31575
700b4017-e3256aad-94c31b50-1e7eb1f8-8fe266d8,0.000509779,12977,6288,30735
964c58fb-d746abf1-4e21f12f-55ef004b-962d03c7,0.00030899,18813,17255,13932
609fa7fa-9a34b76a-eeadc1c6-7d514f4b-889e9972,0.000549316,16412,10189,23399
314bcac7-378aa819-6e42d273-11d0f4fb-6c2eeb63,0.00308642,2434,11686,35880
91683d46-a6229ae-296a60c4-9488bc9d-8918ba8,0.000353894,15503,14634,19863
9d707199-77a4807a-2835a3a5-3f045052-f76405bb,0.000530842,10836,9697,29467
dd88eaa-d4229a09-9dccc9d8-6c7110b3-d8f68cc6,0.000541923,9508,12960,27532
4413319f-8b1f821b-da86fa6d-87e90423-29c0fa05,0.00030899,18647,11689,19664
5a3bc7e5-d47dbd55-6b03411d-91bdbb8a-2c3d8401,0.000449698,15919,2748,31333
cda72c30-f422e439-472d50cf-b0e05b63-2cb17f91,0.000180845,21454,1374,27172
5f797d7f-33489760-2370f6d2-b1b0257f-b2652f2f,0.00023593,24372,12260,13368
d81f9ba2-55034388-326e18e3-b80bb2bd-884f5e2e,0.000488281,13015,1439,35546
8f6f7db1-fe2fc81e-4be7b1b8-88ca7529-c1e5c1a1,0.00030899,9579,9312,31109
6e05b4a9-69b4748a-27feefec-4b33c46c-49007f4e,0.000549316,8228,19044,22728
23634d68-1f947f20-ab17a59c-a9790da7-66e43d0e,0.000424816,20204,3947,25849
42cac89b-7d08c8a5-cb70730b-619e82d4-8d73dffa,0.000976562,920,15609,33471
f00c68d5-bd65bdde-39f198af-64b89d63-766a0dfd,0.00439453,4421,4654,40925
807b2de8-f88a2e9-1fcc11b5-7da9eaac-c38bdc13,0.00365798,5177,3404,41419
dc8676e6-9e629d3b-87254948-238f717d-e7444ce0,0.000818927,3767,1021,45212
9bc0674f-9b4e7e5a-ac4a447-cef5bfe0-64c3737d,0.000652894,12032,2115,35853
8c71e87f-2b1e1e00-274709a5-acf0096c-7cbe7a7d,0.000482798,15609,4748,29643
75d47aac-36f061e8-2a538fea-8fa24e65-619e5841,0.000428669,13940,6019,30041
3593d302-de7e2358-db60fe3e-6ca47c07-7f081b7b,0.000509779,10448,6106,33446
634329d1-875247ef-c21546f7-6902c475-3a81af76,0.000411987,22216,12052,15732
c1118fa3-f113e3a2-a852b35a-3e101f46-30601ec2,0.00023593,16754,13898,19348
38b1c00d-1bfe4f53-ed5222f-8607c72a-f72065f5,0.000686646,9936,5432,34632
7d93ed59-35953765-dc8a0377-808df442-e9ec31e5,0.000686646,9205,5574,35221
b74cd2f6-797cf968-1baf42a1-af77b64-4b5a5a6d,0.000549316,6402,15837,27761
c24537bf-c486e1fd-7750c5dc-90379a62-4ecfb560,0.000541923,19738,8162,22100
1959d71d-632a5140-4e8d429a-97c0a197-5ab7e02d,0.000291471,12696,1847,35457
3a80ebf3-d833a213-5e193490-92512798-1d881784,0.000771605,8487,7002,34511
75e20e00-9c94c40f-a6b74e2-2c7b0847-7286348a,0.000514984,10403,4897,34700
