k,m,h(m)
80,23,1.43838e-06
80,24,7.57491e-07
80,25,3.96781e-07
80,26,2.06706e-07
80,27,1.07089e-07
80,28,5.51669e-08
80,29,2.82562e-08
80,30,1.43881e-08
80,31,7.28289e-09
80,32,3.66406e-09
80,33,1.83203e-09
80,34,9.10254e-10
80,35,4.49366e-10
80,36,2.2039e-10
80,37,1.07369e-10
80,38,5.19529e-11
80,39,2.49644e-11
80,40,1.19111e-11
80,41,5.64211e-12
80,42,2.65291e-12
80,43,1.23802e-12
80,44,5.73314e-13
80,45,2.63414e-13
80,46,1.2006e-13
80,47,5.42735e-14
80,48,2.43295e-14
80,49,1.08131e-14
80,50,4.76382e-15
80,51,2.07998e-15
80,52,8.99848e-16
80,53,3.85649e-16
80,54,1.63693e-16
80,55,6.87985e-17
80,56,2.86242e-17
80,57,1.17864e-17
80,58,4.80188e-18
80,59,1.93508e-18
80,60,7.71124e-19
80,61,3.03776e-19
80,62,1.18264e-19
80,63,4.54861e-20
80,64,1.72777e-20
80,65,6.47913e-21
80,66,2.39779e-21
80,67,8.75383e-22
80,68,3.15138e-22
80,69,1.11823e-22
80,70,3.90926e-23
80,71,1.34581e-23
80,72,4.56019e-24
80,73,1.52006e-24
80,74,4.98172e-25
80,75,1.60428e-25
80,76,5.07337e-26
80,77,1.5745e-26
80,78,4.79194e-27
80,79,1.42918e-27
80,80,4.1737e-28
80,81,1.19249e-28
80,82,3.33036e-29
80,83,9.08281e-30
80,84,2.41653e-30
80,85,6.26507e-31
80,86,1.58091e-31
80,87,3.87769e-32
80,88,9.23261e-33
80,89,2.1306e-33
80,90,4.75765e-34
80,91,1.02616e-34
80,92,2.1336e-35
80,93,4.2672e-36
80,94,8.18958e-37
80,95,1.50421e-37
80,96,2.63624e-38
81,1,0.578125
81,2,0.332952
81,3,0.191009
81,4,0.109148
81,5,0.0621215
81,6,0.0352132
81,7,0.0198784
81,8,0.0111749
81,9,0.00625552
81,10,0.00348668
81,11,0.00193492
81,12,0.00106902
81,13,0.000587958
81,14,0.000321899
81,15,0.000175417
81,16,9.51414e-05
81,17,5.13547e-05
81,18,2.75848e-05
81,19,1.47436e-05
81,20,7.84053e-06
81,21,4.14819e-06
81,22,2.18326e-06
81,23,1.143e-06
81,24,5.95171e-07
81,25,3.08214e-07
81,26,1.58721e-07
81,27,8.12727e-08
81,28,4.13752e-08
81,29,2.09399e-08
81,30,1.05342e-08
81,31,5.26709e-09
81,32,2.61719e-09
81,33,1.29224e-09
81,34,6.33927e-10
81,35,3.08939e-10
81,36,1.4955e-10
81,37,7.18991e-11
81,38,3.4326e-11
81,39,1.62714e-11
81,40,7.65714e-12
81,41,3.57669e-12
81,42,1.65807e-12
81,43,7.62712e-13
81,44,3.48083e-13
81,45,1.57578e-13
81,46,7.07494e-14
81,47,3.1498e-14
81,48,1.39026e-14
81,49,6.08238e-15
81,50,2.63711e-15
81,51,1.13284e-15
81,52,4.82062e-16
81,53,2.03155e-16
81,54,8.47695e-17
81,55,3.50135e-17
81,56,1.43121e-17
81,57,5.78798e-18
81,58,2.31519e-18
81,59,9.1571e-19
81,60,3.58022e-19
81,61,1.38327e-19
81,62,5.27964e-20
81,63,1.99002e-20
81,64,7.40472e-21
81,65,2.71892e-21
81,66,9.84806e-22
81,67,3.51716e-22
81,68,1.23804e-22
81,69,4.29321e-23
81,70,1.46597e-23
81,71,4.92663e-24
81,72,1.62864e-24
81,73,5.29308e-25
81,74,1.69023e-25
81,75,5.29986e-26
81,76,1.63073e-26
81,77,4.9203e-27
81,78,1.4547e-27
81,79,4.21096e-28
81,80,1.19249e-28
81,81,3.30063e-29
81,82,8.92062e-30
81,83,2.3518e-30
81,84,6.04132e-31
81,85,1.51033e-31
81,86,3.66996e-32
81,87,8.65557e-33
81,88,1.97842e-33
81,89,4.37534e-34
81,90,9.34539e-35
81,91,1.92405e-35
81,92,3.81e-36
81,93,7.239e-37
81,94,1.31618e-37
81,95,2.28317e-38
81,96,3.76606e-39
82,1,0.572917
82,2,0.326952
82,3,0.185847
82,4,0.105215
82,5,0.0593232
82,6,0.0333098
82,7,0.0186249
82,8,0.0103695
82,9,0.00574832
82,10,0.00317257
82,11,0.00174317
82,12,0.000953446
82,13,0.000519098
82,14,0.000281299
82,15,0.000151712
82,16,8.14273e-05
82,17,4.34896e-05
82,18,2.31116e-05
82,19,1.22199e-05
82,20,6.42782e-06
82,21,3.3634e-06
82,22,1.75054e-06
82,23,9.06162e-07
82,24,4.66486e-07
82,25,2.38796e-07
82,26,1.21543e-07
82,27,6.15037e-08
82,28,3.09382e-08
82,29,1.54691e-08
82,30,7.6871e-09
82,31,3.7961e-09
82,32,1.86268e-09
82,33,9.08058e-10
82,34,4.39751e-10
82,35,2.11526e-10
82,36,1.01047e-10
82,37,4.79327e-11
82,38,2.25748e-11
82,39,1.05544e-11
82,40,4.89781e-12
82,41,2.25557e-12
82,42,1.03069e-12
82,43,4.67247e-13
82,44,2.10104e-13
82,45,9.36952e-14
82,46,4.14298e-14
82,47,1.8161e-14
82,48,7.89065e-15
82,49,3.39736e-15
82,50,1.44922e-15
82,51,6.12349e-16
82,52,2.56231e-16
82,53,1.06153e-16
82,54,4.35303e-17
82,55,1.76645e-17
82,56,7.09157e-18
82,57,2.81577e-18
82,58,1.10545e-18
82,59,4.28981e-19
82,60,1.64497e-19
82,61,6.23093e-20
82,62,2.33065e-20
82,63,8.60549e-21
82,64,3.13533e-21
82,65,1.12676e-21
82,66,3.99246e-22
82,67,1.39419e-22
82,68,4.79602e-23
82,69,1.62446e-23
82,70,5.41486e-24
82,71,1.77536e-24
82,72,5.72225e-25
82,73,1.81204e-25
82,74,5.63409e-26
82,75,1.71887e-26
82,76,5.14193e-27
82,77,1.50712e-27
82,78,4.32477e-28
82,79,1.21397e-28
82,80,3.33036e-29
82,81,8.92062e-30
82,82,2.33061e-30
82,83,5.93247e-31
82,84,1.46951e-31
82,85,3.53771e-32
82,86,8.26568e-33
82,87,1.87147e-33
82,88,4.09942e-34
82,89,8.67185e-35
82,90,1.76805e-35
82,91,3.46676e-36
82,92,6.52163e-37
82,93,1.17389e-37
82,94,2.01578e-38
82,95,3.29106e-39
82,96,5.08927e-40
83,1,0.567708
83,2,0.321008
83,3,0.180778
83,4,0.101389
83,5,0.0566267
83,6,0.0314929
83,7,0.0174396
83,8,0.00961537
83,9,0.005278
83,10,0.00288415
83,11,0.00156885
83,12,0.000849434
83,13,0.00045775
83,14,0.000245497
83,15,0.000131024
83,16,6.95833e-05
83,17,3.67685e-05
83,18,1.93297e-05
83,19,1.01092e-05
83,20,5.25913e-06
83,21,2.72129e-06
83,22,1.40043e-06
83,23,7.16692e-07
83,24,3.64707e-07
83,25,1.84524e-07
83,26,9.28146e-08
83,27,4.64073e-08
83,28,2.3063e-08
83,29,1.13909e-08
83,30,5.59062e-09
83,31,2.72629e-09
83,32,1.32081e-09
83,33,6.3564e-10
83,34,3.03828e-10
83,35,1.44222e-10
83,36,6.79773e-11
83,37,3.18099e-11
83,38,1.47762e-11
83,39,6.81241e-12
83,40,3.11679e-12
83,41,1.41486e-12
83,42,6.37155e-13
83,43,2.84596e-13
83,44,1.26063e-13
83,45,5.53653e-14
83,46,2.41046e-14
83,47,1.04013e-14
83,48,4.44746e-15
83,49,1.88399e-15
83,50,7.90486e-16
83,51,3.28442e-16
83,52,1.35104e-16
83,53,5.50065e-17
83,54,2.21609e-17
83,55,8.83223e-18
83,56,3.48132e-18
83,57,1.35669e-18
83,58,5.22577e-19
83,59,1.98891e-19
83,60,7.47711e-20
83,61,2.7756e-20
83,62,1.01701e-20
83,63,3.67689e-21
83,64,1.31114e-21
83,65,4.60947e-22
83,66,1.59698e-22
83,67,5.45002e-23
83,68,1.83121e-23
83,69,6.0548e-24
83,70,1.96904e-24
83,71,6.29447e-25
83,72,1.97678e-25
83,73,6.09506e-26
83,74,1.84388e-26
83,75,5.46915e-27
83,76,1.58932e-27
83,77,4.52135e-28
83,78,1.25812e-28
83,79,3.42119e-29
83,80,9.08281e-30
83,81,2.3518e-30
83,82,5.93247e-31
83,83,1.45615e-31
83,84,3.47339e-32
83,85,8.04025e-33
83,86,1.80342e-33
83,87,3.91308e-34
83,88,8.19884e-35
83,89,1.65553e-35
83,90,3.21463e-36
83,91,5.98804e-37
83,92,1.06718e-37
83,93,1.8142e-38
83,94,2.93204e-39
83,95,4.48781e-40
83,96,6.47725e-41
84,1,0.5625
84,2,0.315118
84,3,0.175803
84,4,0.0976681
84,5,0.0540292
84,6,0.0297594
84,7,0.0163197
84,8,0.00890965
84,9,0.0048422
84,10,0.00261955
84,11,0.00141053
84,12,0.000755918
84,13,0.000403156
84,14,0.000213966
84,15,0.000112993
84,16,5.93693e-05
84,17,3.10339e-05
84,18,1.61376e-05
84,19,8.34706e-06
84,20,4.29415e-06
84,21,2.19701e-06
84,22,1.11778e-06
84,23,5.65463e-07
84,24,2.84404e-07
84,25,1.42202e-07
84,26,7.06754e-08
84,27,3.49119e-08
84,28,1.71386e-08
84,29,8.36028e-09
84,30,4.05192e-09
84,31,1.95092e-09
84,32,9.3305e-10
84,33,4.43199e-10
84,34,2.09056e-10
84,35,9.79123e-11
84,36,4.55261e-11
84,37,2.10121e-11
84,38,9.62487e-12
84,39,4.37494e-12
84,40,1.97301e-12
84,41,8.82664e-13
84,42,3.91646e-13
84,43,1.72324e-13
84,44,7.51749e-14
84,45,3.25081e-14
84,46,1.3932e-14
84,47,5.91634e-15
84,48,2.48894e-15
84,49,1.03706e-15
84,50,4.27878e-16
84,51,1.74767e-16
84,52,7.06505e-17
84,53,2.82602e-17
84,54,1.11821e-17
84,55,4.3756e-18
84,56,1.69275e-18
84,57,6.47228e-19
84,58,2.44509e-19
84,59,9.12345e-20
84,60,3.36127e-20
84,61,1.22228e-20
84,62,4.38528e-21
84,63,1.55172e-21
84,64,5.41296e-22
84,65,1.8607e-22
84,66,6.30002e-23
84,67,2.10001e-23
84,68,6.88803e-24
84,69,2.22194e-24
84,70,7.04519e-25
84,71,2.1944e-25
84,72,6.71016e-26
84,73,2.01305e-26
84,74,5.92073e-27
84,75,1.70597e-27
84,76,4.81172e-28
84,77,1.32737e-28
84,78,3.57813e-29
84,79,9.41613e-30
84,80,2.41653e-30
84,81,6.04132e-31
84,82,1.46951e-31
84,83,3.47339e-32
84,84,7.96649e-33
84,85,1.77033e-33
84,86,3.80538e-34
84,87,7.89796e-35
84,88,1.57959e-35
84,89,3.03768e-36
84,90,5.60348e-37
84,91,9.8885e-38
84,92,1.6644e-38
84,93,2.66304e-39
84,94,4.03491e-40
84,95,5.76416e-41
84,96,7.72516e-42
85,1,0.557292
85,2,0.309282
85,3,0.170919
85,4,0.0940508
85,5,0.0515278
85,6,0.0281061
85,7,0.0152619
85,8,0.00824968
85,9,0.00443868
85,10,0.002377
85,11,0.00126686
85,12,0.000671927
85,13,0.000354628
85,14,0.000186229
85,15,9.72996e-05
85,16,5.05738e-05
85,17,2.6149e-05
85,18,1.3448e-05
85,19,6.87859e-06
85,20,3.49894e-06
85,21,1.76981e-06
85,22,8.90081e-07
85,23,4.4504e-07
85,24,2.21203e-07
85,25,1.09285e-07
85,26,5.36609e-08
85,27,2.61839e-08
85,28,1.26952e-08
85,29,6.11539e-09
85,30,2.92638e-09
85,31,1.39094e-09
85,32,6.56591e-10
85,33,3.07777e-10
85,34,1.43242e-10
85,35,6.61815e-11
85,36,3.03507e-11
85,37,1.38135e-11
85,38,6.23834e-12
85,39,2.7951e-12
85,40,1.24227e-12
85,41,5.47579e-13
85,42,2.39339e-13
85,43,1.03714e-13
85,44,4.45481e-14
85,45,1.8963e-14
85,46,7.99802e-15
85,47,3.34164e-15
85,48,1.38275e-15
85,49,5.66542e-16
85,50,2.29786e-16
85,51,9.22382e-17
85,52,3.66336e-17
85,53,1.43918e-17
85,54,5.59105e-18
85,55,2.14729e-18
85,56,8.15028e-19
85,57,3.05636e-19
85,58,1.13198e-19
85,59,4.13934e-20
85,60,1.4939e-20
85,61,5.31918e-21
85,62,1.86781e-21
85,63,6.46548e-22
85,64,2.20528e-22
85,65,7.40836e-23
85,66,2.45001e-23
85,67,7.97225e-24
85,68,2.55112e-24
85,69,8.02369e-25
85,70,2.47886e-25
85,71,7.51786e-26
85,72,2.23672e-26
85,73,6.52376e-27
85,74,1.86393e-27
85,75,5.21269e-28
85,76,1.42569e-28
85,77,3.81004e-29
85,78,9.93925e-30
85,79,2.5284e-30
85,80,6.26507e-31
85,81,1.51033e-31
85,82,3.53771e-32
85,83,8.04025e-33
85,84,1.77033e-33
85,85,3.77015e-34
85,86,7.75171e-35
85,87,1.53572e-35
85,88,2.92517e-36
85,89,5.34406e-37
85,90,9.33914e-38
85,91,1.55652e-38
85,92,2.46578e-39
85,93,3.69867e-40
85,94,5.23044e-41
85,95,6.93834e-42
85,96,8.58352e-43
86,1,0.552083
86,2,0.303501
86,3,0.166127
86,4,0.0905348
86,5,0.04912
86,6,0.02653
86,7,0.0142635
86,8,0.00763288
86,9,0.00406534
86,10,0.00215485
86,11,0.00113662
86,12,0.000596571
86,13,0.000311543
86,14,0.000161863
86,15,8.36595e-05
86,16,4.30114e-05
86,17,2.19945e-05
86,18,1.11858e-05
86,19,5.65716e-06
86,20,2.84493e-06
86,21,1.42247e-06
86,22,7.07073e-07
86,23,3.49377e-07
86,24,1.71588e-07
86,25,8.37512e-08
86,26,4.06218e-08
86,27,1.95768e-08
86,28,9.37313e-09
86,29,4.45795e-09
86,30,2.1059e-09
86,31,9.87954e-10
86,32,4.60227e-10
86,33,2.12855e-10
86,34,9.77259e-11
86,35,4.45333e-11
86,36,2.01393e-11
86,37,9.03685e-12
86,38,4.02286e-12
86,39,1.77633e-12
86,40,7.77869e-13
86,41,3.37759e-13
86,42,1.45393e-13
86,43,6.20343e-14
86,44,2.62293e-14
86,45,1.09879e-14
86,46,4.55962e-15
86,47,1.87382e-15
86,48,7.62449e-16
86,49,3.07098e-16
86,50,1.2241e-16
86,51,4.82742e-17
86,52,1.88304e-17
86,53,7.26314e-18
86,54,2.7694e-18
86,55,1.04354e-18
86,56,3.88471e-19
86,57,1.4282e-19
86,58,5.18385e-20
86,59,1.8569e-20
86,60,6.56198e-21
86,61,2.28675e-21
86,62,7.85526e-22
86,63,2.6587e-22
86,64,8.86234e-23
86,65,2.90796e-23
86,66,9.38789e-24
86,67,2.98028e-24
86,68,9.29848e-25
86,69,2.84953e-25
86,70,8.57177e-26
86,71,2.52937e-26
86,72,7.31637e-27
86,73,2.07297e-27
86,74,5.74858e-28
86,75,1.55894e-28
86,76,4.13051e-29
86,77,1.06824e-29
86,78,2.69381e-30
86,79,6.61639e-31
86,80,1.58091e-31
86,81,3.66996e-32
86,82,8.26568e-33
86,83,1.80342e-33
86,84,3.80538e-34
86,85,7.75171e-35
86,86,1.52136e-35
86,87,2.8705e-36
86,88,5.19423e-37
86,89,8.99001e-38
86,90,1.48379e-38
86,91,2.32751e-39
86,92,3.4567e-40
86,93,4.83938e-41
86,94,6.35474e-42
86,95,7.78132e-43
86,96,8.82418e-44
87,1,0.546875
87,2,0.297775
87,3,0.161425
87,4,0.0871184
87,5,0.046803
87,6,0.0250283
87,7,0.0133215
87,8,0.00705681
87,9,0.00372017
87,10,0.00195156
87,11,0.00101867
87,12,0.000529035
87,13,0.000273335
87,14,0.000140485
87,15,7.18209e-05
87,16,3.65191e-05
87,17,1.8467e-05
87,18,9.28628e-06
87,19,4.64314e-06
87,20,2.30815e-06
87,21,1.14066e-06
87,22,5.60322e-07
87,23,2.73569e-07
87,24,1.32738e-07
87,25,6.39985e-08
87,26,3.0658e-08
87,27,1.45902e-08
87,28,6.89721e-09
87,29,3.23832e-09
87,30,1.50989e-09
87,31,6.99024e-10
87,32,3.21291e-10
87,33,1.46589e-10
87,34,6.63799e-11
87,35,2.98289e-11
87,36,1.32995e-11
87,37,5.88248e-12
87,38,2.5807e-12
87,39,1.12277e-12
87,40,4.84333e-13
87,41,2.07116e-13
87,42,8.77844e-14
87,43,3.68694e-14
87,44,1.53416e-14
87,45,6.32324e-15
87,46,2.58092e-15
87,47,1.04297e-15
87,48,4.17189e-16
87,49,1.65137e-16
87,50,6.46692e-17
87,51,2.50479e-17
87,52,9.59282e-18
87,53,3.63157e-18
87,54,1.35857e-18
87,55,5.02081e-19
87,56,1.83241e-19
87,57,6.60207e-20
87,58,2.3474e-20
87,59,8.23343e-21
87,60,2.84765e-21
87,61,9.70791e-22
87,62,3.26067e-22
87,63,1.07853e-22
87,64,3.51149e-23
87,65,1.12478e-23
87,66,3.5426e-24
87,67,1.09652e-24
87,68,3.33342e-25
87,69,9.94649e-26
87,70,2.91117e-26
87,71,8.35171e-27
87,72,2.34676e-27
87,73,6.45359e-28
87,74,1.73542e-28
87,75,4.55915e-29
87,76,1.16901e-29
87,77,2.92253e-30
87,78,7.11574e-31
87,79,1.68531e-31
87,80,3.87769e-32
87,81,8.65557e-33
87,82,1.87147e-33
87,83,3.91308e-34
87,84,7.89796e-35
87,85,1.53572e-35
87,86,2.8705e-36
87,87,5.14523e-37
87,88,8.82039e-38
87,89,1.44179e-38
87,90,2.23968e-39
87,91,3.29365e-40
87,92,4.56545e-41
87,93,5.93509e-42
87,94,7.19405e-43
87,95,8.07495e-44
87,96,8.32469e-45
88,1,0.541667
88,2,0.292103
88,3,0.156813
88,4,0.0837996
88,5,0.0445743
88,6,0.0235981
88,7,0.0124334
88,8,0.00651915
88,9,0.0034013
88,10,0.0017657
88,11,0.000911955
88,12,0.000468574
88,13,0.000239493
88,14,0.000121753
88,15,6.15608e-05
88,16,3.09543e-05
88,17,1.54771e-05
88,18,7.69435e-06
88,19,3.80295e-06
88,20,1.8685e-06
88,21,9.12525e-07
88,22,4.42921e-07
88,23,2.13644e-07
88,24,1.02398e-07
88,25,4.87608e-08
88,26,2.30665e-08
88,27,1.08385e-08
88,28,5.05795e-09
88,29,2.34393e-09
88,30,1.07849e-09
88,31,4.92646e-10
88,32,2.23374e-10
88,33,1.00518e-10
88,34,4.48854e-11
88,35,1.9886e-11
88,36,8.73969e-12
88,37,3.80961e-12
88,38,1.64673e-12
88,39,7.05743e-13
88,40,2.99825e-13
88,41,1.26242e-13
88,42,5.26706e-14
88,43,2.17705e-14
88,44,8.91276e-15
88,45,3.61328e-15
88,46,1.45023e-15
88,47,5.76118e-16
88,48,2.26474e-16
88,49,8.80733e-17
88,50,3.38743e-17
88,51,1.28818e-17
88,52,4.84209e-18
88,53,1.79849e-18
88,54,6.59878e-19
88,55,2.39086e-19
88,56,8.55126e-20
88,57,3.01809e-20
88,58,1.05074e-20
88,59,3.60703e-21
88,60,1.22042e-21
88,61,4.06808e-22
88,62,1.33532e-22
88,63,4.31412e-23
88,64,1.37115e-23
88,65,4.28486e-24
88,66,1.31582e-24
88,67,3.96835e-25
88,68,1.17463e-25
88,69,3.41022e-26
88,70,9.70389e-27
88,71,2.70436e-27
88,72,7.37553e-28
88,73,1.96681e-28
88,74,5.12362e-29
88,75,1.30262e-29
88,76,3.2287e-30
88,77,7.79342e-31
88,78,1.82976e-31
88,79,4.17314e-32
88,80,9.23261e-33
88,81,1.97842e-33
88,82,4.09942e-34
88,83,8.19884e-35
88,84,1.57959e-35
88,85,2.92517e-36
88,86,5.19423e-37
88,87,8.82039e-38
88,88,1.42806e-38
88,89,2.19702e-39
88,90,3.19954e-40
88,91,4.39153e-41
88,92,5.65247e-42
88,93,6.78296e-43
88,94,7.53662e-44
88,95,7.69043e-45
88,96,7.13545e-46
89,1,0.536458
89,2,0.286486
89,3,0.15229
89,4,0.0805766
89,5,0.0424313
89,6,0.0222367
89,7,0.0115966
89,8,0.00601768
89,9,0.00310695
89,10,0.00159592
89,11,0.000815498
89,12,0.000414507
89,13,0.000209556
89,14,0.000105364
89,15,5.26818e-05
89,16,2.61921e-05
89,17,1.29472e-05
89,18,6.36263e-06
89,19,3.10818e-06
89,20,1.50918e-06
89,21,7.28265e-07
89,22,3.49227e-07
89,23,1.66396e-07
89,24,7.87674e-08
89,25,3.70394e-08
89,26,1.72999e-08
89,27,8.02463e-09
89,28,3.69619e-09
89,29,1.69033e-09
89,30,7.6739e-10
89,31,3.45799e-10
89,32,1.54643e-10
89,33,6.86229e-11
89,34,3.02114e-11
89,35,1.31936e-11
89,36,5.71441e-12
89,37,2.45427e-12
89,38,1.04504e-12
89,39,4.41089e-13
89,40,1.84508e-13
89,41,7.64737e-14
89,42,3.13998e-14
89,43,1.27692e-14
89,44,5.14198e-15
89,45,2.04984e-15
89,46,8.08782e-16
89,47,3.15757e-16
89,48,1.21948e-16
89,49,4.65772e-17
89,50,1.75886e-17
89,51,6.56476e-18
89,52,2.42105e-18
89,53,8.81952e-19
89,54,3.17249e-19
89,55,1.12646e-19
89,56,3.94673e-20
89,57,1.36395e-20
89,58,4.64752e-21
89,59,1.56073e-21
89,60,5.16333e-22
89,61,1.68199e-22
89,62,5.39265e-23
89,63,1.70076e-23
89,64,5.27367e-24
89,65,1.60682e-24
89,66,4.80781e-25
89,67,1.41182e-25
89,68,4.06604e-26
89,69,1.14767e-26
89,70,3.17242e-27
89,71,8.58115e-28
89,72,2.26939e-28
89,73,5.8626e-29
89,74,1.47797e-29
89,75,3.63229e-30
89,76,8.69267e-31
89,77,2.02329e-31
89,78,4.5744e-32
89,79,1.00316e-32
89,80,2.1306e-33
89,81,4.37534e-34
89,82,8.67185e-35
89,83,1.65553e-35
89,84,3.03768e-36
89,85,5.34406e-37
89,86,8.99001e-38
89,87,1.44179e-38
89,88,2.19702e-39
89,89,3.16878e-40
89,90,4.30708e-41
89,91,5.48941e-42
89,92,6.52208e-43
89,93,7.17428e-44
89,94,7.24675e-45
89,95,6.65518e-46
89,96,5.48881e-47
90,1,0.53125
90,2,0.280923
90,3,0.147854
90,4,0.0774474
90,5,0.0403715
90,6,0.0209414
90,7,0.0108084
90,8,0.00555028
90,9,0.00283547
90,10,0.00144098
90,11,0.000728406
90,12,0.000366215
90,13,0.000183108
90,14,9.10423e-05
90,15,4.50097e-05
90,16,2.21234e-05
90,17,1.08103e-05
90,18,5.25072e-06
90,19,2.53483e-06
90,20,1.21613e-06
90,21,5.79784e-07
90,22,2.74634e-07
90,23,1.2924e-07
90,24,6.04138e-08
90,25,2.80493e-08
90,26,1.29329e-08
90,27,5.92109e-09
90,28,2.6914e-09
90,29,1.21441e-09
90,30,5.43879e-10
90,31,2.41724e-10
90,32,1.06599e-10
90,33,4.66369e-11
90,34,2.02387e-11
90,35,8.71031e-12
90,36,3.71714e-12
90,37,1.57264e-12
90,38,6.59493e-13
90,39,2.74075e-13
90,40,1.12854e-13
90,41,4.60327e-14
90,42,1.8596e-14
90,43,7.4384e-15
90,44,2.94541e-15
90,45,1.15428e-15
90,46,4.47578e-16
90,47,1.71674e-16
90,48,6.51177e-17
90,49,2.44191e-17
90,50,9.05044e-18
90,51,3.31425e-18
90,52,1.19877e-18
90,53,4.28132e-19
90,54,1.50924e-19
90,55,5.24954e-20
90,56,1.80094e-20
90,57,6.09141e-21
90,58,2.03047e-21
90,59,6.66721e-22
90,60,2.15556e-22
90,61,6.85861e-23
90,62,2.14659e-23
90,63,6.60489e-24
90,64,1.99683e-24
90,65,5.92808e-25
90,66,1.72708e-25
90,67,4.93451e-26
90,68,1.38166e-26
90,69,3.78843e-27
90,70,1.01641e-27
90,71,2.66599e-28
90,72,6.83022e-29
90,73,1.70755e-29
90,74,4.16127e-30
90,75,9.87419e-31
90,76,2.27866e-31
90,77,5.10734e-32
90,78,1.11029e-32
90,79,2.33746e-33
90,80,4.75765e-34
90,81,9.34539e-35
90,82,1.76805e-35
90,83,3.21463e-36
90,84,5.60348e-37
90,85,9.33914e-38
90,86,1.48379e-38
90,87,2.23968e-39
90,88,3.19954e-40
90,89,4.30708e-41
90,90,5.43612e-42
90,91,6.39543e-43
90,92,6.96533e-44
90,93,6.96533e-45
90,94,6.33211e-46
90,95,5.16907e-47
90,96,3.73026e-48
91,1,0.526042
91,2,0.275414
91,3,0.143505
91,4,0.0744102
91,5,0.0383925
91,6,0.0197095
91,7,0.0100667
91,8,0.00511497
91,9,0.00258528
91,10,0.00129971
91,11,0.000649853
91,12,0.000323131
91,13,0.00015977
91,14,7.85463e-05
91,15,3.83906e-05
91,16,1.86531e-05
91,17,9.00858e-06
91,18,4.32412e-06
91,19,2.06266e-06
91,20,9.77675e-07
91,21,4.60417e-07
91,22,2.154e-07
91,23,1.00097e-07
91,24,4.61988e-08
91,25,2.11745e-08
91,26,9.63628e-09
91,27,4.35374e-09
91,28,1.95259e-09
91,29,8.69139e-10
91,30,3.83914e-10
91,31,1.68259e-10
91,32,7.3156e-11
91,33,3.15485e-11
91,34,1.34924e-11
91,35,5.72148e-12
91,36,2.40521e-12
91,37,1.00217e-12
91,38,4.13799e-13
91,39,1.69282e-13
91,40,6.85977e-14
91,41,2.75294e-14
91,42,1.09388e-14
91,43,4.3026e-15
91,44,1.67484e-15
91,45,6.45039e-16
91,46,2.45729e-16
91,47,9.25692e-17
91,48,3.44741e-17
91,49,1.26884e-17
91,50,4.61395e-18
91,51,1.65712e-18
91,52,5.87632e-19
91,53,2.05671e-19
91,54,7.10232e-20
91,55,2.41891e-20
91,56,8.12187e-21
91,57,2.68738e-21
91,58,8.75888e-22
91,59,2.81069e-22
91,60,8.87585e-23
91,61,2.75689e-23
91,62,8.418e-24
91,63,2.5254e-24
91,64,7.43916e-25
91,65,2.15038e-25
91,66,6.09557e-26
91,67,1.69321e-26
91,68,4.60554e-27
91,69,1.22567e-27
91,70,3.18873e-28
91,71,8.10251e-29
91,72,2.00889e-29
91,73,4.85481e-30
91,74,1.14231e-30
91,75,2.61376e-31
91,76,5.80835e-32
91,77,1.2518e-32
91,78,2.61245e-33
91,79,5.27073e-34
91,80,1.02616e-34
91,81,1.92405e-35
91,82,3.46676e-36
91,83,5.98804e-37
91,84,9.8885e-38
91,85,1.55652e-38
91,86,2.32751e-39
91,87,3.29365e-40
91,88,4.39153e-41
91,89,5.48941e-42
91,90,6.39543e-43
91,91,6.89704e-44
91,92,6.82875e-45
91,93,6.14588e-46
91,94,4.96636e-47
91,95,3.5474e-48
91,96,2.19427e-49
92,1,0.520833
92,2,0.269961
92,3,0.139243
92,4,0.0714633
92,5,0.0364919
92,6,0.0185387
92,7,0.009369
92,8,0.00470982
92,9,0.00235491
92,10,0.00117102
92,11,0.000579077
92,12,0.000284739
92,13,0.000139206
92,14,6.76587e-05
92,15,3.2689e-05
92,16,1.56981e-05
92,17,7.49229e-06
92,18,3.55349e-06
92,19,1.67463e-06
92,20,7.84076e-07
92,21,3.64686e-07
92,22,1.68481e-07
92,23,7.7303e-08
92,24,3.52209e-08
92,25,1.59333e-08
92,26,7.15565e-09
92,27,3.18987e-09
92,28,1.41128e-09
92,29,6.19585e-10
92,30,2.6988e-10
92,31,1.16615e-10
92,32,4.99778e-11
92,33,2.12406e-11
92,34,8.95044e-12
92,35,3.73879e-12
92,36,1.54791e-12
92,37,6.35039e-13
92,38,2.58112e-13
92,39,1.03915e-13
92,40,4.14303e-14
92,41,1.63541e-14
92,42,6.39e-15
92,43,2.4708e-15
92,44,9.45206e-16
92,45,3.57645e-16
92,46,1.33813e-16
92,47,4.94924e-17
92,48,1.80903e-17
92,49,6.53262e-18
92,50,2.32982e-18
92,51,8.20358e-19
92,52,2.85089e-19
92,53,9.77448e-20
92,54,3.30504e-20
92,55,1.10168e-20
92,56,3.61866e-21
92,57,1.17074e-21
92,58,3.72903e-22
92,59,1.1688e-22
92,60,3.60307e-23
92,61,1.09184e-23
92,62,3.25051e-24
92,63,9.5015e-25
92,64,2.72524e-25
92,65,7.66473e-26
92,66,2.11233e-26
92,67,5.69993e-27
92,68,1.50478e-27
