k,m,h(m)
40,51,7.43864e-07
40,52,5.32839e-07
40,53,3.80599e-07
40,54,2.71074e-07
40,55,1.92502e-07
40,56,1.36297e-07
40,57,9.62097e-08
40,58,6.77031e-08
40,59,4.74932e-08
40,60,3.32095e-08
40,61,2.3146e-08
40,62,1.60786e-08
40,63,1.11313e-08
40,64,7.67974e-09
40,65,5.27982e-09
40,66,3.61688e-09
40,67,2.46867e-09
40,68,1.67869e-09
40,69,1.13718e-09
40,70,7.67365e-10
40,71,5.1577e-10
40,72,3.45267e-10
40,73,2.30178e-10
40,74,1.52807e-10
40,75,1.01008e-10
40,76,6.64756e-11
40,77,4.35529e-11
40,78,2.84041e-11
40,79,1.84377e-11
40,80,1.19111e-11
40,81,7.65714e-12
40,82,4.89781e-12
40,83,3.11679e-12
40,84,1.97301e-12
40,85,1.24227e-12
40,86,7.77869e-13
40,87,4.84333e-13
40,88,2.99825e-13
40,89,1.84508e-13
40,90,1.12854e-13
40,91,6.85977e-14
40,92,4.14303e-14
40,93,2.48582e-14
40,94,1.48145e-14
40,95,8.76775e-15
40,96,5.15218e-15
41,1,0.786458
41,2,0.617637
41,3,0.484358
41,4,0.379285
41,5,0.296569
41,6,0.231546
41,7,0.180506
41,8,0.140502
41,9,0.109195
41,10,0.0847302
41,11,0.0656426
41,12,0.0507733
41,13,0.0392083
41,14,0.0302276
41,15,0.0232651
41,16,0.017876
41,17,0.0137117
41,18,0.0104992
41,19,0.00802528
41,20,0.00612334
41,21,0.0046637
41,22,0.00354551
41,23,0.00269041
41,24,0.00203771
41,25,0.00154041
41,26,0.00116223
41,27,0.00087517
41,28,0.000657704
41,29,0.000493278
41,30,0.000369202
41,31,0.000275762
41,32,0.000205537
41,33,0.000152868
41,34,0.000113449
41,35,8.40098e-05
41,36,6.2071e-05
41,37,4.57574e-05
41,38,3.36539e-05
41,39,2.46941e-05
41,40,1.80767e-05
41,41,1.32008e-05
41,42,9.61644e-06
41,43,6.98795e-06
41,44,5.06509e-06
41,45,3.66192e-06
41,46,2.64057e-06
41,47,1.89904e-06
41,48,1.36207e-06
41,49,9.74259e-07
41,50,6.94926e-07
41,51,4.94278e-07
41,52,3.50552e-07
41,53,2.4789e-07
41,54,1.74772e-07
41,55,1.22847e-07
41,56,8.60823e-08
41,57,6.0131e-08
41,58,4.1869e-08
41,59,2.90583e-08
41,60,2.01005e-08
41,61,1.38572e-08
41,62,9.52019e-09
41,63,6.51767e-09
41,64,4.44616e-09
41,65,3.022e-09
41,66,2.04639e-09
41,67,1.3805e-09
41,68,9.27699e-10
41,69,6.2096e-10
41,70,4.13973e-10
41,71,2.74851e-10
41,72,1.8172e-10
41,73,1.19632e-10
41,74,7.84143e-11
41,75,5.11687e-11
41,76,3.32378e-11
41,77,2.14899e-11
41,78,1.38283e-11
41,79,8.85497e-12
41,80,5.64211e-12
41,81,3.57669e-12
41,82,2.25557e-12
41,83,1.41486e-12
41,84,8.82664e-13
41,85,5.47579e-13
41,86,3.37759e-13
41,87,2.07116e-13
41,88,1.26242e-13
41,89,7.64737e-14
41,90,4.60327e-14
41,91,2.75294e-14
41,92,1.63541e-14
41,93,9.6489e-15
41,94,5.65289e-15
41,95,3.28791e-15
41,96,1.89817e-15
42,1,0.78125
42,2,0.609457
42,3,0.474735
42,4,0.369238
42,5,0.286749
42,6,0.222345
42,7,0.172138
42,8,0.133058
42,9,0.102686
42,10,0.0791189
42,11,0.0608607
42,12,0.0467383
42,13,0.0358327
42,14,0.027425
42,15,0.020954
42,16,0.0159818
42,17,0.012168
42,18,0.00924767
42,19,0.00701548
42,20,0.0053123
42,21,0.00401511
42,22,0.00302894
42,23,0.00228061
42,24,0.00171383
42,25,0.00128538
42,26,0.000962108
42,27,0.000718683
42,28,0.000535745
42,29,0.000398542
42,30,0.00029585
42,31,0.000219148
42,32,0.000161979
42,33,0.00011946
42,34,8.79043e-05
42,35,6.45374e-05
42,36,4.72726e-05
42,37,3.45454e-05
42,38,2.51847e-05
42,39,1.83161e-05
42,40,1.32882e-05
42,41,9.61644e-06
42,42,6.94167e-06
42,43,4.998e-06
42,44,3.58917e-06
42,45,2.57062e-06
42,46,1.83616e-06
42,47,1.30795e-06
42,48,9.29094e-07
42,49,6.58108e-07
42,50,4.64818e-07
42,51,3.27336e-07
42,52,2.29832e-07
42,53,1.60882e-07
42,54,1.1227e-07
42,55,7.81012e-08
42,56,5.41578e-08
42,57,3.74326e-08
42,58,2.57869e-08
42,59,1.77044e-08
42,60,1.21136e-08
42,61,8.25924e-09
42,62,5.61124e-09
42,63,3.79838e-09
42,64,2.5617e-09
42,65,1.72114e-09
42,66,1.15194e-09
42,67,7.67963e-10
42,68,5.09927e-10
42,69,3.3721e-10
42,70,2.22065e-10
42,71,1.45616e-10
42,72,9.50719e-11
42,73,6.17967e-11
42,74,3.99861e-11
42,75,2.57538e-11
42,76,1.65088e-11
42,77,1.05315e-11
42,78,6.68521e-12
42,79,4.22224e-12
42,80,2.65291e-12
42,81,1.65807e-12
42,82,1.03069e-12
42,83,6.37155e-13
42,84,3.91646e-13
42,85,2.39339e-13
42,86,1.45393e-13
42,87,8.77844e-14
42,88,5.26706e-14
42,89,3.13998e-14
42,90,1.8596e-14
42,91,1.09388e-14
42,92,6.39e-15
42,93,3.7062e-15
42,94,2.13387e-15
42,95,1.21936e-15
42,96,6.91388e-16
43,1,0.776042
43,2,0.601331
43,3,0.46524
43,4,0.359392
43,5,0.27719
43,6,0.213452
43,7,0.164105
43,8,0.125962
43,9,0.0965251
43,10,0.0738443
43,11,0.0563976
43,12,0.0429993
43,13,0.0327272
43,14,0.0248654
43,15,0.0188586
43,16,0.0142771
43,17,0.010789
43,18,0.00813795
43,19,0.00612685
43,20,0.00460399
43,21,0.00345299
43,22,0.0025847
43,23,0.00193092
43,24,0.00143962
43,25,0.00107115
43,26,0.000795342
43,27,0.00058932
43,28,0.00043574
43,29,0.000321491
43,30,0.00023668
43,31,0.000173858
43,32,0.000127424
43,33,9.31786e-05
43,34,6.79794e-05
43,35,4.94786e-05
43,36,3.59272e-05
43,37,2.60242e-05
43,38,1.88046e-05
43,39,1.35539e-05
43,40,9.74466e-06
43,41,6.98795e-06
43,42,4.998e-06
43,43,3.56524e-06
43,44,2.53635e-06
43,45,1.79943e-06
43,46,1.27307e-06
43,47,8.98124e-07
43,48,6.31784e-07
43,49,4.43126e-07
43,50,3.09879e-07
43,51,2.16042e-07
43,52,1.50157e-07
43,53,1.04037e-07
43,54,7.18531e-08
43,55,4.94641e-08
43,56,3.39389e-08
43,57,2.32082e-08
43,58,1.5816e-08
43,59,1.07407e-08
43,60,7.26813e-09
43,61,4.90048e-09
43,62,3.29193e-09
43,63,2.20306e-09
43,64,1.46871e-09
43,65,9.75313e-10
43,66,6.45089e-10
43,67,4.24939e-10
43,68,2.7876e-10
43,69,1.82093e-10
43,70,1.18435e-10
43,71,7.66913e-11
43,72,4.94374e-11
43,73,3.17223e-11
43,74,2.02596e-11
43,75,1.28769e-11
43,76,8.14436e-12
43,77,5.12533e-12
43,78,3.2089e-12
43,79,1.99853e-12
43,80,1.23802e-12
43,81,7.62712e-13
43,82,4.67247e-13
43,83,2.84596e-13
43,84,1.72324e-13
43,85,1.03714e-13
43,86,6.20343e-14
43,87,3.68694e-14
43,88,2.17705e-14
43,89,1.27692e-14
43,90,7.4384e-15
43,91,4.3026e-15
43,92,2.4708e-15
43,93,1.40836e-15
43,94,7.96646e-16
43,95,4.47097e-16
43,96,2.489e-16
44,1,0.770833
44,2,0.593259
44,3,0.455873
44,4,0.349744
44,5,0.267889
44,6,0.204856
44,7,0.156396
44,8,0.119199
44,9,0.0906947
44,10,0.0688883
44,11,0.052234
44,12,0.0395362
44,13,0.0298718
44,14,0.022529
44,15,0.0169601
44,16,0.012744
44,17,0.009558
44,18,0.00715484
44,19,0.00534557
44,20,0.00398601
44,21,0.00296633
44,22,0.00220306
44,23,0.00163286
44,24,0.00120774
44,25,0.000891424
44,26,0.000656558
44,27,0.00048253
44,28,0.000353856
44,29,0.000258919
44,30,0.000189027
44,31,0.000137686
44,32,0.000100058
44,33,7.25417e-05
44,34,5.24673e-05
44,35,3.78561e-05
44,36,2.72468e-05
44,37,1.95618e-05
44,38,1.40088e-05
44,39,1.00063e-05
44,40,7.12864e-06
44,41,5.06509e-06
44,42,3.58917e-06
44,43,2.53635e-06
44,44,1.78736e-06
44,45,1.25598e-06
44,46,8.80041e-07
44,47,6.14823e-07
44,48,4.28256e-07
44,49,2.974e-07
44,50,2.05892e-07
44,51,1.42095e-07
44,52,9.77532e-08
44,53,6.70307e-08
44,54,4.58124e-08
44,55,3.12055e-08
44,56,2.11833e-08
44,57,1.43299e-08
44,58,9.65941e-09
44,59,6.48766e-09
44,60,4.34137e-09
44,61,2.89425e-09
44,62,1.92213e-09
44,63,1.27156e-09
44,64,8.37853e-10
44,65,5.49841e-10
44,66,3.59345e-10
44,67,2.33859e-10
44,68,1.51541e-10
44,69,9.77683e-11
44,70,6.27942e-11
44,71,4.01471e-11
44,72,2.55482e-11
44,73,1.61805e-11
44,74,1.01978e-11
44,75,6.39523e-12
44,76,3.99019e-12
44,77,2.47667e-12
44,78,1.52907e-12
44,79,9.38905e-13
44,80,5.73314e-13
44,81,3.48083e-13
44,82,2.10104e-13
44,83,1.26063e-13
44,84,7.51749e-14
44,85,4.45481e-14
44,86,2.62293e-14
44,87,1.53416e-14
44,88,8.91276e-15
44,89,5.14198e-15
44,90,2.94541e-15
44,91,1.67484e-15
44,92,9.45206e-16
44,93,5.29315e-16
44,94,2.94064e-16
44,95,1.62035e-16
44,96,8.85347e-17
45,1,0.765625
45,2,0.585242
45,3,0.446632
45,4,0.340291
45,5,0.258838
45,6,0.196551
45,7,0.148998
45,8,0.112756
45,9,0.0851795
45,10,0.0642337
45,11,0.0483518
45,12,0.0363306
45,13,0.027248
45,14,0.0203979
45,15,0.0152411
45,16,0.0113663
45,17,0.00846012
45,18,0.00628466
45,19,0.00465932
45,20,0.00344736
45,21,0.00254543
45,22,0.00187558
45,23,0.0013791
45,24,0.00101189
45,25,0.000740846
45,26,0.000541217
45,27,0.000394501
45,28,0.00028691
45,29,0.000208185
45,30,0.00015071
45,31,0.000108846
45,32,7.84235e-05
45,33,5.63669e-05
45,34,4.0414e-05
45,35,2.89037e-05
45,36,2.06192e-05
45,37,1.46713e-05
45,38,1.04119e-05
45,39,7.36948e-06
45,40,5.20198e-06
45,41,3.66192e-06
45,42,2.57062e-06
45,43,1.79943e-06
45,44,1.25598e-06
45,45,8.74095e-07
45,46,6.06515e-07
45,47,4.19575e-07
45,48,2.89362e-07
45,49,1.98937e-07
45,50,1.36334e-07
45,51,9.31297e-08
45,52,6.34075e-08
45,53,4.30265e-08
45,54,2.9097e-08
45,55,1.96089e-08
45,56,1.3168e-08
45,57,8.81095e-09
45,58,5.87396e-09
45,59,3.90136e-09
45,60,2.58135e-09
45,61,1.70135e-09
45,62,1.11691e-09
45,63,7.3029e-10
45,64,4.75538e-10
45,65,3.08357e-10
45,66,1.99096e-10
45,67,1.27991e-10
45,68,8.19139e-11
45,69,5.21871e-11
45,70,3.30943e-11
45,71,2.08874e-11
45,72,1.31193e-11
45,73,8.19959e-12
45,74,5.0989e-12
45,75,3.15441e-12
45,76,1.94117e-12
45,77,1.18813e-12
45,78,7.2321e-13
45,79,4.37733e-13
45,80,2.63414e-13
45,81,1.57578e-13
45,82,9.36952e-14
45,83,5.53653e-14
45,84,3.25081e-14
45,85,1.8963e-14
45,86,1.09879e-14
45,87,6.32324e-15
45,88,3.61328e-15
45,89,2.04984e-15
45,90,1.15428e-15
45,91,6.45039e-16
45,92,3.57645e-16
45,93,1.96705e-16
45,94,1.07294e-16
45,95,5.80261e-17
45,96,3.11068e-17
46,1,0.760417
46,2,0.57728
46,3,0.437517
46,4,0.331032
46,5,0.250034
46,6,0.188529
46,7,0.141903
46,8,0.106619
46,9,0.0799644
46,10,0.0598641
46,11,0.0447336
46,12,0.0333648
46,13,0.0248383
46,14,0.0184552
46,15,0.0136859
46,16,0.0101291
46,17,0.00748174
46,18,0.00551511
46,19,0.00405709
46,20,0.00297833
46,21,0.0021818
46,22,0.00159488
46,23,0.00116333
46,24,0.000846681
46,25,0.000614852
46,26,0.000445491
46,27,0.000322042
46,28,0.00023226
46,29,0.000167114
46,30,0.000119953
46,31,8.58924e-05
46,32,6.13517e-05
46,33,4.37131e-05
46,34,3.10665e-05
46,35,2.20219e-05
46,36,1.55696e-05
46,37,1.09786e-05
46,38,7.7204e-06
46,39,5.41431e-06
46,40,3.78648e-06
46,41,2.64057e-06
46,42,1.83616e-06
46,43,1.27307e-06
46,44,8.80041e-07
46,45,6.06515e-07
46,46,4.16721e-07
46,47,2.85425e-07
46,48,1.94877e-07
46,49,1.32624e-07
46,50,8.9962e-08
46,51,6.08194e-08
46,52,4.09776e-08
46,53,2.75135e-08
46,54,1.84083e-08
46,55,1.22722e-08
46,56,8.15162e-09
46,57,5.39446e-09
46,58,3.55635e-09
46,59,2.33551e-09
46,60,1.52774e-09
46,61,9.95346e-10
46,62,6.45835e-10
46,63,4.17309e-10
46,64,2.68501e-10
46,65,1.72008e-10
46,66,1.09706e-10
46,67,6.96547e-11
46,68,4.40218e-11
46,69,2.76911e-11
46,70,1.73351e-11
46,71,1.07989e-11
46,72,6.69354e-12
46,73,4.12768e-12
46,74,2.53211e-12
46,75,1.54501e-12
46,76,9.37573e-13
46,77,5.65777e-13
46,78,3.39466e-13
46,79,2.02489e-13
46,80,1.2006e-13
46,81,7.07494e-14
46,82,4.14298e-14
46,83,2.41046e-14
46,84,1.3932e-14
46,85,7.99802e-15
46,86,4.55962e-15
46,87,2.58092e-15
46,88,1.45023e-15
46,89,8.08782e-16
46,90,4.47578e-16
46,91,2.45729e-16
46,92,1.33813e-16
46,93,7.2259e-17
46,94,3.86841e-17
46,95,2.05263e-17
46,96,1.07922e-17
47,1,0.755208
47,2,0.569372
47,3,0.428527
47,4,0.321962
47,5,0.241472
47,6,0.180781
47,7,0.1351
47,8,0.100777
47,9,0.0750351
47,10,0.0557638
47,11,0.0413633
47,12,0.0306225
47,13,0.0226266
47,14,0.0166856
47,15,0.0122798
47,16,0.00901908
47,17,0.00661058
47,18,0.00483517
47,19,0.00352911
47,20,0.00257034
47,21,0.00186798
47,22,0.00135456
47,23,0.000980062
47,24,0.0007075
47,25,0.000509569
47,26,0.000366157
47,27,0.000262486
47,28,0.000187717
47,29,0.00013392
47,30,9.53053e-05
47,31,6.7655e-05
47,32,4.79048e-05
47,33,3.38327e-05
47,34,2.38319e-05
47,35,1.67426e-05
47,36,1.17305e-05
47,37,8.19632e-06
47,38,5.71098e-06
47,39,3.96802e-06
47,40,2.74909e-06
47,41,1.89904e-06
47,42,1.30795e-06
47,43,8.98124e-07
47,44,6.14823e-07
47,45,4.19575e-07
47,46,2.85425e-07
47,47,1.93542e-07
47,48,1.30808e-07
47,49,8.81135e-08
47,50,5.91531e-08
47,51,3.95743e-08
47,52,2.63828e-08
47,53,1.75257e-08
47,54,1.15998e-08
47,55,7.64913e-09
47,56,5.02497e-09
47,57,3.2884e-09
47,58,2.14355e-09
47,59,1.39171e-09
47,60,8.99902e-10
47,61,5.79482e-10
47,62,3.71576e-10
47,63,2.37237e-10
47,64,1.50802e-10
47,65,9.54293e-11
47,66,6.0113e-11
47,67,3.76899e-11
47,68,2.35185e-11
47,69,1.46042e-11
47,70,9.02375e-12
47,71,5.54738e-12
47,72,3.39262e-12
47,73,2.06384e-12
47,74,1.24871e-12
47,75,7.51343e-13
47,76,4.49521e-13
47,77,2.67388e-13
47,78,1.58108e-13
47,79,9.29228e-14
47,80,5.42735e-14
47,81,3.1498e-14
47,82,1.8161e-14
47,83,1.04013e-14
47,84,5.91634e-15
47,85,3.34164e-15
47,86,1.87382e-15
47,87,1.04297e-15
47,88,5.76118e-16
47,89,3.15757e-16
47,90,1.71674e-16
47,91,9.25692e-17
47,92,4.94924e-17
47,93,2.6231e-17
47,94,1.37779e-17
47,95,7.17013e-18
47,96,3.69594e-18
48,1,0.75
48,2,0.561518
48,3,0.419661
48,4,0.31308
48,5,0.233145
48,6,0.1733
48,7,0.128578
48,8,0.095217
48,9,0.0703778
48,10,0.051918
48,11,0.0382254
48,12,0.0280882
48,13,0.020598
48,14,0.0150745
48,15,0.0110095
48,16,0.00802387
48,17,0.00583554
48,18,0.00423494
48,19,0.00306668
48,20,0.00221581
48,21,0.00159744
48,22,0.00114904
48,23,0.000824604
48,24,0.000590397
48,25,0.000421712
48,26,0.000300501
48,27,0.000213609
48,28,0.000151469
48,29,0.000107136
48,30,7.55869e-05
48,31,5.31908e-05
48,32,3.73327e-05
48,33,2.61329e-05
48,34,1.82437e-05
48,35,1.27013e-05
48,36,8.81811e-06
48,37,6.10484e-06
48,38,4.21431e-06
48,39,2.90076e-06
48,40,1.99072e-06
48,41,1.36207e-06
48,42,9.29094e-07
48,43,6.31784e-07
48,44,4.28256e-07
48,45,2.89362e-07
48,46,1.94877e-07
48,47,1.30808e-07
48,48,8.75058e-08
48,49,5.83372e-08
48,50,3.87555e-08
48,51,2.5655e-08
48,52,1.69214e-08
48,53,1.11198e-08
48,54,7.27986e-09
48,55,4.74773e-09
48,56,3.08429e-09
48,57,1.99572e-09
48,58,1.28613e-09
48,59,8.25427e-10
48,60,5.27529e-10
48,61,3.357e-10
48,62,2.12695e-10
48,63,1.34162e-10
48,64,8.42411e-11
48,65,5.26507e-11
48,66,3.27512e-11
48,67,2.02746e-11
48,68,1.24891e-11
48,69,7.65463e-12
48,70,4.66745e-12
48,71,2.83108e-12
48,72,1.70801e-12
48,73,1.0248e-12
48,74,6.11438e-13
48,75,3.62717e-13
48,76,2.1391e-13
48,77,1.25396e-13
48,78,7.30566e-14
48,79,4.22959e-14
48,80,2.43295e-14
48,81,1.39026e-14
48,82,7.89065e-15
48,83,4.44746e-15
48,84,2.48894e-15
48,85,1.38275e-15
48,86,7.62449e-16
48,87,4.17189e-16
48,88,2.26474e-16
48,89,1.21948e-16
48,90,6.51177e-17
48,91,3.44741e-17
48,92,1.80903e-17
48,93,9.40698e-18
48,94,4.84602e-18
48,95,2.47246e-18
48,96,1.24897e-18
49,1,0.744792
49,2,0.553719
49,3,0.410918
49,4,0.304384
49,5,0.22505
49,6,0.166079
49,7,0.122327
49,8,0.0899271
49,9,0.0659791
49,10,0.0483126
49,11,0.0353054
49,12,0.0257476
49,13,0.0187385
49,14,0.013609
49,15,0.00986268
49,16,0.00713233
49,17,0.00514663
49,18,0.00370557
49,19,0.00266205
49,20,0.00190806
49,21,0.00136448
49,22,0.000973491
49,23,0.000692896
49,24,0.000491997
49,25,0.000348498
49,26,0.000246244
49,27,0.000173558
49,28,0.000122016
49,29,8.55602e-05
49,30,5.98397e-05
49,31,4.174e-05
49,32,2.90365e-05
49,33,2.01441e-05
49,34,1.39362e-05
49,35,9.61419e-06
49,36,6.61358e-06
49,37,4.53624e-06
49,38,3.1022e-06
49,39,2.11514e-06
49,40,1.43774e-06
49,41,9.74259e-07
49,42,6.58108e-07
49,43,4.43126e-07
49,44,2.974e-07
49,45,1.98937e-07
49,46,1.32624e-07
49,47,8.81135e-08
49,48,5.83372e-08
49,49,3.84863e-08
49,50,2.52987e-08
49,51,1.65689e-08
49,52,1.08109e-08
49,53,7.02709e-09
49,54,4.54991e-09
49,55,2.93436e-09
49,56,1.88485e-09
49,57,1.20575e-09
49,58,7.68106e-10
49,59,4.87231e-10
49,60,3.07725e-10
49,61,1.93494e-10
49,62,1.21118e-10
49,63,7.5466e-11
49,64,4.68006e-11
49,65,2.88847e-11
49,66,1.77402e-11
49,67,1.08413e-11
49,68,6.59148e-12
49,69,3.98678e-12
49,70,2.39855e-12
49,71,1.4352e-12
49,72,8.54003e-13
49,73,5.05285e-13
49,74,2.97227e-13
49,75,1.73802e-13
49,76,1.01013e-13
49,77,5.83438e-14
49,78,3.34843e-14
49,79,1.90919e-14
49,80,1.08131e-14
49,81,6.08238e-15
49,82,3.39736e-15
49,83,1.88399e-15
49,84,1.03706e-15
49,85,5.66542e-16
49,86,3.07098e-16
49,87,1.65137e-16
49,88,8.80733e-17
49,89,4.65772e-17
49,90,2.44191e-17
49,91,1.26884e-17
49,92,6.53262e-18
49,93,3.33164e-18
49,94,1.68265e-18
49,95,8.41323e-19
49,96,4.16325e-19
50,1,0.739583
50,2,0.545975
50,3,0.402297
50,4,0.29587
50,5,0.217181
50,6,0.159111
50,7,0.116339
50,8,0.0848962
50,9,0.0618266
50,10,0.0449341
50,11,0.0325896
50,12,0.0235869
50,13,0.017035
50,14,0.0122766
50,15,0.00882813
50,16,0.00633431
50,17,0.00453479
50,18,0.00323914
50,19,0.00230835
50,20,0.0016412
50,21,0.0011641
50,22,0.000823723
50,23,0.000581451
50,24,0.000409424
50,25,0.000287572
50,26,0.000201473
50,27,0.000140788
50,28,9.8125e-05
50,29,6.82088e-05
50,30,4.72859e-05
50,31,3.26915e-05
50,32,2.25388e-05
50,33,1.54955e-05
50,34,1.06227e-05
50,35,7.26107e-06
50,36,4.94862e-06
50,37,3.36253e-06
50,38,2.27784e-06
50,39,1.53828e-06
50,40,1.03558e-06
50,41,6.94926e-07
50,42,4.64818e-07
50,43,3.09879e-07
50,44,2.05892e-07
50,45,1.36334e-07
50,46,8.9962e-08
50,47,5.91531e-08
50,48,3.87555e-08
50,49,2.52987e-08
50,50,1.6453e-08
50,51,1.06597e-08
50,52,6.87966e-09
50,53,4.42264e-09
50,54,2.83176e-09
50,55,1.80576e-09
50,56,1.14672e-09
50,57,7.25135e-10
50,58,4.56566e-10
50,59,2.86206e-10
50,60,1.7861e-10
50,61,1.10954e-10
50,62,6.86054e-11
50,63,4.22187e-11
50,64,2.58549e-11
50,65,1.57553e-11
50,66,9.55244e-12
50,67,5.76179e-12
50,68,3.45707e-12
50,69,2.06309e-12
50,70,1.22444e-12
50,71,7.22618e-13
50,72,4.24016e-13
50,73,2.47342e-13
50,74,1.43417e-13
50,75,8.26471e-14
50,76,4.73278e-14
50,77,2.69279e-14
50,78,1.52201e-14
50,79,8.54463e-15
50,80,4.76382e-15
50,81,2.63711e-15
50,82,1.44922e-15
50,83,7.90486e-16
50,84,4.27878e-16
50,85,2.29786e-16
50,86,1.2241e-16
50,87,6.46692e-17
50,88,3.38743e-17
50,89,1.75886e-17
50,90,9.05044e-18
50,91,4.61395e-18
50,92,2.32982e-18
50,93,1.16491e-18
50,94,5.76571e-19
50,95,2.82402e-19
50,96,1.36834e-19
51,1,0.734375
51,2,0.538285
51,3,0.393798
51,4,0.287535
51,5,0.209534
51,6,0.152388
51,7,0.110604
51,8,0.0801134
51,9,0.057908
51,10,0.0417697
51,11,0.030065
51,12,0.0215937
51,13,0.0154755
51,14,0.0110662
51,15,0.00789558
51,16,0.00562058
51,17,0.00399189
51,18,0.00282854
51,19,0.00199949
51,20,0.00141004
51,21,0.000991948
51,22,0.000696104
51,23,0.000487273
51,24,0.000340226
51,25,0.000236943
51,26,0.000164583
51,27,0.000114018
51,28,7.87764e-05
51,29,5.42789e-05
51,30,3.72959e-05
51,31,2.55546e-05
51,32,1.74597e-05
51,33,1.18944e-05
51,34,8.07921e-06
51,35,5.47137e-06
51,36,3.69404e-06
51,37,2.48638e-06
51,38,1.66828e-06
51,39,1.1158e-06
51,40,7.43864e-07
51,41,4.94278e-07
51,42,3.27336e-07
51,43,2.16042e-07
51,44,1.42095e-07
51,45,9.31297e-08
51,46,6.08194e-08
51,47,3.95743e-08
51,48,2.5655e-08
51,49,1.65689e-08
51,50,1.06597e-08
51,51,6.83122e-09
51,52,4.36035e-09
51,53,2.77194e-09
51,54,1.7549e-09
51,55,1.10635e-09
51,56,6.94495e-10
51,57,4.3406e-10
51,58,2.70081e-10
51,59,1.67289e-10
51,60,1.03141e-10
51,61,6.32909e-11
51,62,3.86509e-11
51,63,2.34879e-11
51,64,1.4202e-11
51,65,8.54338e-12
51,66,5.11257e-12
51,67,3.0432e-12
51,68,1.80157e-12
51,69,1.0606e-12
51,70,6.20841e-13
51,71,3.61309e-13
51,72,2.09022e-13
51,73,1.20188e-13
51,74,6.86786e-14
51,75,3.89955e-14
51,76,2.19974e-14
51,77,1.23262e-14
51,78,6.85977e-15
51,79,3.79093e-15
51,80,2.07998e-15
51,81,1.13284e-15
51,82,6.12349e-16
51,83,3.28442e-16
51,84,1.74767e-16
51,85,9.22382e-17
51,86,4.82742e-17
51,87,2.50479e-17
51,88,1.28818e-17
51,89,6.56476e-18
51,90,3.31425e-18
51,91,1.65712e-18
51,92,8.20358e-19
51,93,4.01975e-19
51,94,1.94897e-19
51,95,9.34711e-20
51,96,4.43265e-20
52,1,0.729167
52,2,0.53065
52,3,0.38542
52,4,0.279378
52,5,0.202103
52,6,0.145903
52,7,0.105113
52,8,0.0755679
52,9,0.0542118
52,10,0.0388073
52,11,0.0277195
52,12,0.0197559
52,13,0.0140486
52,14,0.00996747
52,15,0.00705563
52,16,0.00498279
52,17,0.0035106
52,18,0.00246745
52,19,0.00173005
52,20,0.00121004
52,21,0.000844211
52,22,0.000587492
52,23,0.000407789
52,24,0.000282315
52,25,0.000194932
52,26,0.000134235
52,27,9.21852e-05
52,28,6.31329e-05
52,29,4.31151e-05
52,30,2.93606e-05
52,31,1.99362e-05
52,32,1.34972e-05
52,33,9.1106e-06
52,34,6.13103e-06
52,35,4.11323e-06
52,36,2.75088e-06
52,37,1.83392e-06
52,38,1.21867e-06
52,39,8.07172e-07
52,40,5.32839e-07
52,41,3.50552e-07
52,42,2.29832e-07
52,43,1.50157e-07
52,44,9.77532e-08
52,45,6.34075e-08
52,46,4.09776e-08
52,47,2.63828e-08
52,48,1.69214e-08
52,49,1.08109e-08
52,50,6.87966e-09
52,51,4.36035e-09
52,52,2.75228e-09
52,53,1.73e-09
52,54,1.08281e-09
52,55,6.74793e-10
52,56,4.18667e-10
52,57,2.58589e-10
52,58,1.58984e-10
52,59,9.72888e-11
52,60,5.92511e-11
52,61,3.59097e-11
52,62,2.16555e-11
52,63,1.29933e-11
52,64,7.75569e-12
52,65,4.60494e-12
52,66,2.71945e-12
52,67,1.59714e-12
52,68,9.32729e-13
52,69,5.41585e-13
52,70,3.12622e-13
52,71,1.79373e-13
52,72,1.02287e-13
52,73,5.79628e-14
52,74,3.26345e-14
52,75,1.82532e-14
52,76,1.01407e-14
52,77,5.59485e-15
52,78,3.065e-15
52,79,1.66693e-15
52,80,8.99848e-16
52,81,4.82062e-16
52,82,2.56231e-16
52,83,1.35104e-16
52,84,7.06505e-17
52,85,3.66336e-17
52,86,1.88304e-17
52,87,9.59282e-18
52,88,4.84209e-18
52,89,2.42105e-18
52,90,1.19877e-18
52,91,5.87632e-19
52,92,2.85089e-19
52,93,1.36843e-19
52,94,6.49657e-20
52,95,3.04941e-20
52,96,1.41468e-20
53,1,0.723958
53,2,0.523069
53,3,0.377161
53,4,0.271396
53,5,0.194885
53,6,0.13965
53,7,0.0998576
53,8,0.0712498
53,9,0.0507267
53,10,0.0360354
53,11,0.0255416
53,12,0.0180625
53,13,0.0127441
53,14,0.00897073
53,15,0.00629967
53,16,0.00441333
53,17,0.00308431
53,18,0.00215021
53,19,0.00149526
53,20,0.00103717
53,21,0.000717579
53,22,0.000495172
53,23,0.000340795
53,24,0.000233918
53,25,0.000160123
53,26,0.000109305
53,27,7.44066e-05
53,28,5.05063e-05
53,29,3.41841e-05
53,30,2.3069e-05
53,31,1.55218e-05
53,32,1.04121e-05
53,33,6.9631e-06
53,34,4.64207e-06
53,35,3.08492e-06
53,36,2.04351e-06
53,37,1.34924e-06
53,38,8.87889e-07
53,39,5.82317e-07
53,40,3.80599e-07
53,41,2.4789e-07
53,42,1.60882e-07
