GenomeID,Fitness,NumberEvolvingFitter,NumberEvolvingEqual,NumberEvolvingLessFit
f89a168e-55ca69ea-a00f2d4-9aceabab-a74b2988,0.000652894,11460,1657521965
ac8005ef-241b11d2-b02c33ba-89f6ffc8-120449f9,0.00030899,25553,1292011527
f59927ff-4061a7cb-462b2c59-17b96d49-b87b4537,0.000305868,20186,218307984
e5a02f29-c5de48ce-bf7ee298-3fa3f75d-61b60c09,0.000411987,5890,3180112309
e89e1694-d7c528e6-e45b7b4a-1680ff7-5dd7a20c,0.000743378,5448,1941225140
37e1bb7b-68baf30-148edf6b-d04f0b8d-e14f69ec,0.000530842,5389,2742417187
5df2f957-1964370d-6158ea8a-4ceff7a6-a98e16c8,0.00030899,6468,2956913963
4b158cb0-de36fa8-8efff41a-51c5a09c-d34ee18f,0.000541923,4250,2769518055
afeece93-ca095fb-c15799cc-55f7ce3c-8fe780f1,0.000609663,5905,2558818507
a21fd44d-fdd4ac79-e076aefa-97d8a2cf-bf105958,0.000732422,4995,3004214963
50304d1f-62923bd1-8746cc3-3d339395-12066f74,0.0009,4706,1752227772
51ad17f1-68857463-13cdcc19-9ae962be-c7e996fd,0.000609663,11027,2524113732
42948b9e-ef71c7d2-e7cb786b-52b4548-f55a51ee,0.00030899,7887,3115110962
d3f6fe24-dc54e4fc-51361456-9fe4ffa8-a421c09b,0.00025489,14176,2189813926
6d74fd1c-6b190a0d-2cabb603-a5948939-2e99bd3a,0.000771605,6146,2371120143
cd133b6d-9a11bbb1-c0270971-ca01eaa6-5bfc898c,0.000611735,6493,2393419573
86edd0fb-18779cb4-9057e9e3-3cd4a6f1-6b7b5aee,0.000541923,16296,260597645
79c7e0d-fae05e51-91b283b7-a9598818-d014753c,0.000375509,10451,2115118398
510f38d9-efc43567-e76c7645-f4bcebe8-4baefa1b,0.00023593,12216,298227962
43a97ec5-5656d84b-e458d113-8ce50b8-db0ef558,0.000756,5044,1628828668
18433e82-aa162909-c225bf59-b19ea376-c5df6aee,0.000611735,4519,2316322318
e90cd34c-360ea0ef-aa8d8c1d-7e39f301-103b2cc,0.000428669,16293,2212411583
82280b03-86ab469f-a5c133ff-972c1d9e-91aa912a,0.00173611,3155,1601230833
bc4198e8-3f989575-50f45f10-8e50a621-d92127d4,0.00030899,5160,2930615534
17404270-9e27e5c9-8526f9e1-31f43a96-d3943da2,0.000864,3401,1709329506
683a6f0b-aa012295-9169da0f-1819e805-87556c17,0.000185934,17149,1657716274
96da51e4-c03b72b6-6e5f126c-76f7c0d3-2324a9f4,0.000530842,5956,2880115243
db8fec9f-2938ac11-f8147e3e-cf650d45-f0968cc4,0.000411987,10421,2484714732
e28ea688-800115a5-ca386c5b-2166d7e1-9f7ccbf3,0.000530842,4302,2929016408
31653718-3b5137fb-b7c9ca6-c9cc9b92-49b23d15,0.00081258,6639,1193031431
cc865aa-1a7c14d1-c4637fe0-aad4ae34-f85cf12c,0.000411987,12484,2151815998
b3f370c8-39de2767-3be8bc52-9ac7dbcb-726abf74,0.000353894,15559,281736268
34a98093-97dc7f1d-f0c4bbd9-834560b8-628bd86b,0.00030899,12167,293798454
66892c94-5c9510b3-896145d2-b9122f03-9ea3279,0.000609663,6653,2434319004
c0643756-6a7c20ef-dec441f2-69462ef4-3592f3a9,0.000549316,7881,2709815021
8693aada-320ea546-a5f9eaa9-20f746ed-fd054b1c,0.00030899,15601,2203812361
ebee4d3b-9d111981-fe3a0612-170097f3-7dc97a93,0.000152934,9354,2372116925
757bb7e8-dae56d49-d177ffc9-2701b578-a20592d0,0.000157286,11652,2342214926
994de54b-3a16cab8-832e306f-b6cd79f5-a77ec777,0.000609663,2175,2640721418
57136083-1ad9a18d-1468f987-bdf04b89-8e05a548,0.000530842,13432,2358812980
f1984b32-7d2e71ed-5144d6bb-62978c72-777a95d7,0.000367041,15108,2436910523
cf019a15-6092ed13-9f075f0a-69c1cb35-47f4be6e,0.000669041,7609,1677225619
fdcc2ef6-d80d741-22802757-87b2e62d-e3faf865,0.000192901,26795,169236282
cab6d987-a00c988c-a3ef17ea-a49877dc-a29a5987,0.000411987,8928,3061010462
53933a7d-cb54bffc-8db6f666-ab5a5bea-f5751460,0.000689063,8025,1735424621
362a7461-e527ea70-3e587b24-c3fd3605-214e2381,0.000353894,10047,2814311810
be94fa0a-33a4de81-712771f8-76f97165-1db896f7,0.000796262,488,3142218090
52444654-c80d68f9-ecf0ccc8-46b6504c-2e0110a2,0.000424816,8790,2526215948
6249d457-add89135-807db8e-8a922752-984fe56e,0.000530842,11861,2493113208
4700d7bd-6f91b7ba-3f24cce5-27a51e69-fef0343d,0.000743378,6283,2006023657
8b03348c-c9947b1d-8900ca5e-75e3f587-61b259e,0.000709074,7139,1523527626
5cb2c6b0-36d65a4e-2ee5299c-5c8d7b2d-f3b46b,0.000541923,16464,294044132
ac477efe-ff1365b2-e7026f9-be72074d-a3f86c63,0.000804663,6874,1918923937
41612d38-6472671d-f77eb2c-3c0ca0c5-ca886530,0.000353894,18062,260295909
98a18709-e55ebeac-4a331c0-b435d712-d7849524,0.000530842,1944,3159516461
317698b8-61b220b0-3bd9b4d2-2d35aca2-50cda01f,0.000353894,11854,2700111145
13b1edb8-dbaf253a-71f477df-69437887-329d04c9,0.000685871,1484,2266225854
b026a588-6798e61e-2d0e7404-40f8131b-1eb86ab1,0.000411987,9224,315599217
b6d85d71-d8aa97ee-64454808-769ec383-30e27b6b,0.000353894,6126,2809215782
1b6c91a8-2509a844-44b363cc-654e2897-ebd67038,0.000157286,12467,2508512448
78fe6741-f6e09b6e-a1612025-b16ca443-20c31c65,0.000642426,8232,1762624142
