GenomeID,Fitness,NumberEvolvingFitter,NumberEvolvingEqual,NumberEvolvingLessFit
9e584e55-7f082317-9423324d-a07438b6-6feab8e0,0.000734082,5330,14703,29967
aca3f446-819dde3f-bcc9d82e-3d573c8c-6c72b51f,0.00118519,6129,7917,35954
eada71f3-4485ad42-ad400bc9-65391f64-7e57fbca,0.000353894,6024,19792,24184
727af65-14b81950-e872a64b-f83a8ba0-cf8b0be5,0.000211689,9751,22024,18225
6dcd390-34d31a56-9c9f07a9-d80f75f4-e713386c,0.000920944,3978,3922,42100
a7ccf6ee-f3fa5f47-875751b9-30c602a1-9966c30e,0.000530842,6161,25434,18405
18c56f8f-9e8a6d4b-f47ceef1-d957de1f-dec1e899,0.000771605,4680,15417,29903
8cecbf43-ca5090d5-e403c1a6-bb61f4ca-91c9f0f6,0.00030899,9760,26340,13900
f3d1ea54-efbe8f24-85c10555-291b6f3f-dbff7540,0.000530842,8475,21820,19705
e23337a5-197ac78d-6731b0da-9dc23cdd-6f704948,0.000743378,7493,10604,31903
42fb5ab7-267c96ec-94683f1b-c4401d45-fea653b8,6.77404e-05,21305,14880,13815
e0214fb1-da48ee06-24957eeb-6eae6bcc-f85681ea,0.000305868,19072,15818,15110
71dde6f-9ef2a0ed-9ba5cc65-31ce1718-eda0ff1e,0.00109863,3775,20846,25379
51d59d9e-c1ceb16e-e059308e-3d288162-5ad79859,0.000530842,8094,12539,29367
608e0357-966e73ac-caf1b78d-60c0fa2b-1c1a7aae,0.000796262,7040,20060,22900
3655f87f-e82fdcae-929841af-365b566c-903d58e5,0.000816118,5788,9456,34756
bb7032b0-d1a3f443-7897e51a-90fb540-22f6ad1c,0.000509779,13772,14173,22055
34529312-33e29771-9a9d71de-e4f308d-225301fe,0.00178497,4988,5307,39705
704f3a6a-8953b17b-ba222f19-87cf2fd8-6c254adf,0.000732422,6655,17102,26243
5882c959-9ae68d93-3c5dc957-e31dc24c-3ececc76,0.000611735,7118,18952,23930
8ad92596-6eb58cc1-1f840527-dbfe102e-5b7e7c51,0.000362098,8038,14680,27282
8de9738e-134ed1be-2d2bbf4b-9a0cd1cd-a35b98a2,0.00113778,4082,9801,36117
d1a6ff21-ad9d0b94-239c4f83-2d5d8965-1c8383e3,0.000611735,14291,12095,23614
7eb20abb-86f5bdac-9da6b5ab-625b4c11-3d74b46c,0.000381039,10453,17786,21761
b503ec50-9dd9ab6d-1d151e81-116c9a01-ff892996,0.000411987,7559,28468,13973
d767dab8-95f046d8-442a0bef-4e258ed2-19119d98,0.000353894,14519,21966,13515
1d83571c-3c8572cb-bd6f5cfa-8cc547eb-284f0642,0.000353894,10532,20501,18967
5f4c18fe-71c9b430-b6b09386-7dec907-5519db87,0.000211689,19343,16961,13696
4bbde89f-957fbb44-b2047d6b-6c0ab5f1-7c193c6,0.00231481,7788,13169,29043
3413d987-a7708c50-af74c9ed-254002c2-9867b9b5,0.000530842,2792,23269,23939
eadfbf29-a1096363-87de7bce-ff1ebea0-4b704443,0.000411987,6585,23417,19998
30359f8-56c901b7-36ca8e40-e832d161-641f7bad,0.0113778,2776,9823,37401
b882bf1a-685b9a79-6602b8e0-905fac90-12988327,0.000541923,3857,28773,17370
9109cd95-c3f684d7-8697451f-20ca38bc-9feba253,9.84375e-05,27472,4556,17972
4b1da646-c583c9f3-f36f8f54-e833c3f7-e6213dde,0.00030899,11980,22866,15154
485aa70-190740b8-b63f3ce8-20340e37-33cb7715,0.000642426,5952,13574,30474
20d3eb3b-9e6b3301-2c1690bb-50b3919d-b4964077,0.000353894,17396,15811,16793
6ca41c1a-2d1abd3e-225c343f-1ddd3bd9-c44ac3aa,0.000874412,4282,9928,35790
ba2a6c3e-52988af3-6f5c87d4-4f75fa83-a5983db8,0.000514403,23304,11331,15365
60a6e06f-27bc5e46-a8997c88-78d09224-57e3a17a,0.000743378,3164,13786,33050
28886866-7cd2b1d0-2dbcdf08-ab2a7797-f424927c,0.000609663,9450,17252,23298
1b31ef04-c9f1a21b-a4b35f28-62c376a5-3d6ff56,0.000603497,13144,15006,21850
c372c7a-8e12f4ce-a5e64a07-d205a01b-f34e0537,0.000541923,9510,24159,16331
e5eac525-68230409-2577381b-30f4d0e-7e036c27,0.000611735,4777,15425,29798
791f5b7b-81dfcbd3-5e9ede01-80f78ad5-261f130b,0.00030899,14884,24612,10504
ea2ffa6d-2ba49457-6895cda0-174cf525-316c97aa,0.000353894,12357,15532,22111
142b164c-35d1773b-479ed356-361db0ab-d9ce910a,0.000734082,9483,19036,21481
5bb9e231-d211ecd1-5bad38f7-807377b2-4b25cc38,0.000796262,9160,20628,20212
ce962fd9-5cd0c6b1-c6b3a021-e25654b9-4c6337bb,0.00023815,10538,17544,21918
ad23be2d-ee792f1e-1a0725ac-7614e824-8b9f0b88,0.000541923,4478,23794,21728
11f2459d-5fe502db-47ab1e43-853d0ae1-1da93dd0,0.00024,15380,12642,21978
6e04fe16-d3dd61a3-7e81b15c-dda159a8-450e67a1,0.00018963,32830,3521,13649
c5d438e0-46cbd1b8-19b07ac7-4c76addb-28a9e6a4,0.000816118,6867,9675,33458
74afbade-9b26bc8-fe2a31a4-7b601cae-c8d8ce27,0.000976562,1333,26532,22135
582c8735-6f54843c-98c4b046-17c97f83-1c4fdd11,0.0329218,142,12086,37772
2b2afe47-3b00f0e5-5b651e73-1cfeda6a-f6c7a856,0.00033039,17323,11324,21353
b8217a08-e10df998-e01e349f-b2ab1a3e-685c08df,0.000541923,8950,31909,9141
909f4eef-759187ad-7bacb405-3903adbd-6f29be0b,0.000771605,4244,18917,26839
7891cb4b-3c79a691-ef853493-b53ef6b7-92b06722,0.000734082,2953,18520,28527
13c95e77-b707d30b-e3d4a75f-60a04b9f-576fb441,0.000353894,19593,23109,7298
a12f2ced-6906db24-fe5160dc-e62a6f6a-51297a2d,0.000796262,2650,21809,25541
6e5c5720-ef61eac0-2b0fe901-31e1d039-1e77e64e,0.000452623,7989,15527,26484
aa3097c5-db0fb271-b6207b42-cca4cf1e-eeea485f,9.48148e-05,28596,4949,16455
b2a44b21-364afe42-58de4246-7e423090-e4ee94c8,0.00023593,17730,24377,7893
9d028d75-5d9d24e1-5d222021-df1ff3f8-b7b15249,0.000381039,9350,19355,21295
9da354e6-c0885609-5a7a4393-5901397e-b044f265,0.000428669,11062,18590,20348
38b9eea-2b029614-420175b4-d5a38f92-212c447,0.000411987,12685,24216,13099
70f5b5cc-68b40ee-1c4b94a5-efee7fd1-3aeec718,0.000541923,5951,33206,10843
8b413ae9-4b409bb7-1c4b127c-1f60922e-556e4748,0.00030899,15499,22354,12147
78ebf757-e2878e10-7ab5f98d-564a52e1-a772a450,0.000464486,14122,11388,24490
30de4a7-fab1dd49-686a6443-8d54f6f2-4e811fb,0.000367041,24658,12746,12596
355e88fe-7c3c2afe-239978a9-2eae49-cb8f9e49,0.000428669,8677,17693,23630
7684f9dc-59c0a219-f81100e0-12cdfdd-eae12b15,0.000270961,24674,13425,11901
603e417d-70644a8e-c8d4f3c5-3618f803-e15ccb6f,5.64776e-05,28737,4003,17260
bff226f0-e6107be7-9729ac6e-6a46ac8-dddbe38d,0.0006,8717,10775,30508
47b3d1b2-a37ba61f-200eba1f-58a331d9-3c7c904,0.00023815,26867,13721,9412
d9a0649a-62f697b4-c879ac5d-6986235e-5c06a187,0.00925926,2906,18600,28494
7cf6d303-31d3f978-a491b705-7e01353c-486d18e8,0.000530842,10148,24337,15515
58542e2f-67a0e87e-a2ecc5c6-526fd57-3501dbd5,0.00146484,4241,7304,38455
ca2223f3-3d86e2c3-2a98f39b-92c6efa5-88de195b,0.000734082,10863,17631,21506
3093183d-a3a22156-d5bba35e-a314490a-ed605d01,0.000353894,6107,23218,20675
1f572f21-5002fc5b-82cbf673-f1424e55-7961ee5a,0.000880898,2027,17386,30587
699c76e5-615560dc-c3ac5e90-b084c3f5-b442cd17,0.0115741,5409,5269,39322
63e3880a-4d71dff7-8e02be00-40cd5d7f-73df8dd,0.000685871,5952,17524,26524
23c35304-17712ed2-acd33a86-16769f63-1ccbbd45,0.00030899,14048,23422,12530
6fbad026-61cf0a42-d14e6ab6-fb041717-53300484,0.000330037,5746,15911,28343
8a759a34-d072db84-72e9b387-863ab5a6-a2c100b2,0.000476299,12587,4228,33185
877e9a88-177233ae-a53cb1e4-da01a477-cc32f18e,0.000530842,16763,18669,14568
1f295f28-6f549c06-6229c9fc-24e79c61-57101bc7,0.000685871,4190,20701,25109
a8530e7b-e51e4f9b-29775863-8b38ba8d-d84f3d57,0.000541923,6762,27597,15641
cd09cdc5-7aea6713-6eb9d045-644116ec-3b418dd6,0.000183521,14769,16443,18788
9320513-61a7339d-f504c9f8-c6c1258a-a5498482,0.000330037,9465,15928,24607
2a2b5e2f-6d2c5977-8d0060f5-9c599625-7af4cc5c,0.00109863,5073,15754,29173
b84b23bb-a14e4be2-224df59f-16034e0-da0abde2,0.000663534,13872,7597,28531
9ac63d40-cfe34cd1-e62bc5e0-db1c71c-b0521297,0.000428669,12892,15710,21398
2736f43a-ab49aa43-32f59763-532c163-fcda5384,0.000737034,8682,6776,34542
5c562525-6892b1e-63b81d74-4c46b5bf-3f37fe9f,0.00072338,3788,8840,37372
dbde7485-ab508dee-28989ec5-a57aa9d-41993713,0.000482253,9297,20434,20269
b798cfe5-50218710-f238e992-5b664638-63a93ed1,0.000530842,6588,8749,34663
60ce2304-f846fddc-27dd25c2-cd797a94-d635999f,0.000609663,3137,14805,32058
821160bc-2d543dbe-67531d6d-284bc3f8-3164dbd2,0.00925926,488,11453,38059
82ca397e-1842fd84-553227ce-f440ab47-86c2eed3,0.000353894,17696,24245,8059
d420ac71-7b343858-a7021e44-6c13aaa8-6338c5a9,0.000603497,14683,12751,22566
11b67f3f-a860936f-f412c357-63c32e27-667c7900,0.000509779,18199,13043,18758
fed4c2dd-40e42d19-6cd51971-23bd195a-7738ad9f,0.000411987,11681,25263,13056
ebeeab7a-6e310209-eaf58d40-9b745a-8463c0e,0.000305868,3891,19104,27005
e5c62602-2525b8d7-8146fe3e-639d490d-2f7884e,0.000411987,21967,18806,9227
f81c169e-14f38839-2b187a93-e442cf11-b938683f,0.000452623,12305,14278,23417
4c295e3f-ca779508-ac6c77cc-43e56b3f-bb041175,0.000858307,4962,14259,30779
f6c3f7a2-1e890b8a-50153153-bbc522c3-74f5dde,0.00209176,3069,3423,43508
1486705a-263cb098-1da3eccd-9887bd42-cacbbaaa,0.000549316,9202,19340,21458
2418bb98-d3216025-48c0a8f7-8e3c2c66-999c0c8a,0.00030899,9828,21675,18497
9e136be1-ab26d59e-c1a12ab0-2067e08e-1e54026f,0.000411987,14033,14687,21280
4ebc9bd8-38f63c38-146e4e63-9ed26248-9c16a90b,0.000818927,5590,6606,37804
7b06a911-aee6d442-b2674538-30bbd651-d23c94ef,0.00195312,5027,10143,34830
cf2c35b0-781e380d-bbe9779d-934d3540-a70581d,0.000211689,14648,20530,14822
b8011c54-5b143388-b15c0956-deb204e3-2921ec3e,0.000686646,9981,14794,25225
b917d829-749c8858-f4707e10-11af3519-6985e701,0.000732422,6251,20180,23569
f0e15226-c829b30b-5b6b2c1-2d889631-3dd29371,0.00128,7421,8095,34484
3c67290f-617d3bd3-2812e4f8-958e18f5-9f35c89c,0.000428669,7270,18384,24346
d1dfd984-1777f5dc-2cbdbf8f-6a6506c7-7a260ee7,0.0008205,5162,8033,36805
91032665-4d4cc0dd-2d9f9dd5-3cde6288-554b97bf,0.00023593,9752,20184,20064
2e2a47f5-a886d4ed-f760a184-ca9646db-3ce89a78,0.000440449,19000,19126,11874
83b6b32b-39208b35-8e2e8c92-21880770-db00c2eb,0.000541923,6791,28070,15139
d003a575-ea5ca07c-6fd5b823-a50630f9-f2c0ab66,0.000611735,11546,19472,18982
2833143-f62671ce-d2fe6f20-57823eb5-a319c979,0.000379259,18174,13070,18756
1535514d-abf99119-c51e3566-5a1df37a-db7631d9,0.000611735,8488,16335,25177
246d68dd-78810d5-b2b3177c-57a1fcf5-51500792,0.00030899,7494,29317,13189
7d5c3364-5166974d-36eb757d-2f95fcea-6ad407b6,0.000231743,17068,22865,10067
c9e05c05-1e938c15-b90890d6-fee7ed07-33cdd5eb,0.000353894,5647,20841,23512
2c41bcec-d963acba-2d489cb4-3d577a4-8ff4caaf,0.000743378,8442,10722,30836
c16b91ab-33011cba-75e8f12e-c829a8df-fd8c21fa,0.000902867,2923,5881,41196
a7365c27-70a0b661-e937e7c0-27e9c3a8-f7e80ad7,0.000353894,10120,20675,19205
8d3ee426-1c1d66a9-296f1333-ef8ed4f8-8a5156bf,0.000231743,12752,25397,11851
deccea2a-21c87cb-810a43a-fddfecf5-31d28755,0.000541923,2069,31291,16640
3836afb2-9f9c1a01-7bca3852-1cd07021-4467ba12,0.000541923,3808,26207,19985
22c9583c-88cf1bb7-15965e03-3f40deac-cf7124c3,0.000816148,9594,1364,39042
5636f859-88079717-66d1b079-8fd7280a-a3ce9395,0.000549316,5554,31097,13349
9470cf27-e9fa4723-31395b7c-12192337-b7403e66,0.000734082,8495,13743,27762
e40f8420-a9f99e05-e613d663-9fb382ab-7db1cdd7,0.000411987,6698,22361,20941
807187c0-3e933ed7-28e92d3f-93f9bf46-b758c097,0.00030899,19905,20887,9208
e75e1436-fa759ee2-cf68e457-fee2feb1-f734135a,0.000732422,5650,20187,24163
42335f57-a2622067-27f0817f-4bc56b8f-e77d5150,0.000305868,23554,15920,10526
483ce767-19e68b3c-e92e2cf9-6bdab452-e707569,0.000771605,8453,19440,22107
895f2d66-5b152a1c-7adf042f-43d40c4a-eb8b2690,0.000338702,13464,16501,20035
6626cd3c-68a5fdbb-f1efcf4a-90a39e25-ed3388d5,0.000375509,19272,14697,16031
734f9374-6418d764-575d656b-13a2710-1daf1204,0.000609663,3828,22673,23499
73fc2a4e-f824bc51-11983994-5330e582-a4149f6f,0.00227556,7423,13493,29084
f8d7ae10-dd223a3b-21138548-7398d49e-22f45692,0.000541923,4760,26751,18489
f25e1b1-d16ea443-efb1059f-41d6512a-ea236d82,0.000381039,10609,21228,18163
c61eab1c-8edbc85a-29359802-3caa326d-a2beb78c,0.000411987,12205,20595,17200
720c5d4-816fcb09-f570bda2-b34470ec-f5b05a1b,0.000732422,2947,21866,25187
d7a2b421-263984ee-ec91a915-a20adb3e-5559d825,0.000611735,7599,17073,25328
3e6984d-4c136779-c2b157e8-e7dbdb33-c75400d3,0.000796262,5221,20880,23899
f7543b63-723c85f2-5f292400-b8f9a7b4-8c33d62,0.0003671,10698,13692,25610
835787da-82af7b0b-c27ace33-a23f89d0-33d569af,0.000541923,5394,27447,17159
e5d67913-afd0a397-b404d888-8bb03ea-ea77878c,0.000411987,4370,24366,21264
7c9485b-92a5ea44-bde3b28f-c6c4e4f4-45c5a887,0.000530842,5524,20979,23497
9f948643-49a08109-316a5909-75219310-a1c821cd,0.000428669,10498,19894,19608
d0300346-bfd19245-24c9b2a7-671b7c17-a9548c67,0.000267918,11917,19597,18486
53caf0e2-5405d226-b246b7b3-e0936159-9419e74d,0.000541923,7993,22165,19842
6b885932-342984ac-792ea372-51a7573-4b7b4ea6,0.000825842,4814,4010,41176
9a964b1f-993ae2c1-776f1533-ff9faf9e-67f747cc,0.000362098,7989,11383,30628
c10288b8-de997145-cc8d962b-39215c45-d2cbcdd6,0.000367041,13782,17596,18622
1c796233-9f742cfb-109ef04-9dd87cd8-55044c5a,0.000411987,8493,27522,13985
87fae044-5dc049be-b884a552-336cf7c5-c5482ba7,0.000549316,10587,21625,17788
1831d121-40b32638-c6949332-6a3e29ad-3346478f,0.000211689,14570,20122,15308
51b58297-df103d0b-b163de30-9a1e7597-79cde97e,0.000976562,2629,25053,22318
635d0c0e-9596cff-6a56e244-eef9620c-95857064,0.000305868,20493,16049,13458
5e2dd0ad-4c5f2837-a0da4ee3-f475981f-8b541e50,0.00023815,15078,20079,14843
f40ba3fc-98232837-9a15844b-be863b82-9d6b2d7,0.000541923,6065,28160,15775
e6386abe-95314c36-5d4267c3-44d52d68-715fdf7,0.000509779,12971,16295,20734
d6660b8c-24b98a8a-2787df4e-fd184a4d-2ede3874,0.000530842,16747,20448,12805
30048f0f-bca2aee4-86e70f03-f04bce36-29f55e1c,0.000734082,6526,16737,26737
47f2bd74-6016beb5-2f601ec0-a26a6424-3d80bf4b,0.00219727,5853,10389,33758
2f5ef99a-d87d5f21-ad623e0e-2983dba-ec9f1c5a,0.000157286,15480,17434,17086
217fe9ed-ed051e27-76907ce3-4c8a9ea9-8296762a,0.000353894,18597,13808,17595
56579f57-cb2179da-e93a3c6-b0c9e380-91e76a7b,0.00102881,3220,10716,36064
a2258bff-2802d7fc-18ac8bf2-8854c177-2a98e49,0.000381039,33911,4939,11150
1436dc9a-1f82f869-4e8ff301-7cc9b9b9-b96248c5,0.000353894,12319,24217,13464
4ee6ea6e-9fb4a876-3b4763a7-a4174099-2e96282f,0.00069953,5091,8253,36656
f82a5511-cabcc1e7-66ed725a-653b7027-64c708c6,0.000541923,3359,27335,19306
444e93b7-d544ac64-54c6d734-f9e7ba59-57d9c2af,0.000468328,12812,13046,24142
e6623e99-6f561d9f-e053d8d2-b6ba60d2-fd6aca27,0.000743378,5262,13108,31630
b307473e-225acc6-731addc8-2980cbdd-9fabbe60,0.000754371,5785,14703,29512
d2c809a0-a9156a1e-8efcc6cd-4bdbf6e1-d0248ba1,0.000367041,9015,18359,22626
d10adac2-896128b9-bfb1a025-fc1d8300-c4a6c196,0.000305868,4129,18697,27174
5125bc10-3895c15e-35ecb25f-8714aae3-6633c47b,0.000514984,10648,14026,25326
709e9aee-222606a8-8131fa1a-a91309c1-6dba7d4f,0.000514403,18379,14591,17030
3aa81a01-e4792f6d-c0e10241-609ad6ec-52194fed,0.00064373,12380,12940,24680
6d20b2d5-1294b8d8-365e80df-4ba63a9a-20ad7eff,0.00030899,19083,21930,8987
4ea76ed-4ac89609-1f16494e-90cdacd0-48a2b6c2,0.000611735,9428,18240,22332
1d2a7bea-7bd84054-ab0b9d6e-8a654dcd-90eff005,0.000231743,24603,11284,14113
d5af9723-fb3c8ce5-9c025fb7-5f5e3d19-cc9bc2b,0.00048384,15488,11109,23403
b30b0d3a-d481fc18-6ba6aaf9-3b8917fe-f5b48f42,0.000541923,7389,22596,20015
bda207c6-41b7adf7-2af45c80-eded1b7e-77f1074f,0.000602136,7938,10982,31080
746f1cea-180d6bcf-2b801b8c-6c847375-23981be2,0.000729333,12936,8271,28793
a1557118-67f3da3a-2dc407f7-e0b31650-54045ed4,0.000976562,1932,30192,17876
3a97f98-8c077e3-eb1965e5-a826541f-2753dcfc,0.000270961,27668,8379,13953
85524b-f398a193-8f01ffa5-4d058ae8-aee0b897,0.000428669,20057,18048,11895
a307db3a-184cceaa-54a92f1e-efc8487-42adda1d,0.00094801,1786,6026,42188
88fc627c-61026396-966f1b71-5555d363-ad00395b,0.000530842,8490,19100,22410
3755d85c-a6aec913-29241ffa-dd0dd1d8-86314fae,0.000530842,15446,19377,15177
985751b0-193f0f00-607ce091-5786bf9c-e99126c1,0.000411987,7714,21700,20586
68188a75-bb525762-d6c7565d-65460eb-4409c06d,0.000541923,4477,29728,15795
525467a1-5c316661-3ed51a34-11a9ae44-c7729b63,0.000685871,2046,22028,25926
c510ff13-f6b8969c-8ad35dca-4a6e7f0e-a7fac97c,0.000976562,32,20770,29198
2aebaf9a-22b6b51e-31853787-948513b0-cd2482fa,0.000858307,4182,12646,33172
e2b978c8-b632dc81-5777107f-57ac24a3-ddc1123,0.00731763,10526,4360,35114
509c6243-e64dbe12-17be8-d2e31a2a-7f849f19,0.000602136,7399,10895,31706
d655376a-75c9dcda-8fdfe986-9a6147ee-7b5fbbf9,0.000353894,20177,17546,12277
3eabfe49-a55eb758-a089fa23-ba838954-966575b,0.000771605,7364,18124,24512
4527410-b51c06a8-dd3cf924-25f53b8b-f6317017,0.000825976,3448,14182,32370
99b7dfba-7706d29a-fa00bc27-1c5589c-10a013f0,0.000602136,7774,13808,28418
63450c5d-a7e3c33a-820fec98-2c860bb6-684b227,0.000734082,3632,15115,31253
2764c622-7b69cbf2-9db93abc-5f81a229-bf946729,0.000549316,13518,22949,13533
490592e2-c0f799ed-17d76000-34e6badb-c78293a1,0.000756,2245,10742,37013
c39ff946-5872ddaf-8fd77fbb-9845e761-ebfd21a4,0.000530842,9614,16542,23844
f2df6171-242f7d8a-7e001363-bc1007fa-74b4fdd2,0.000903641,5512,6160,38328
b6658c35-6b8e38a6-1ff3bbb9-1e3833af-75ef3aca,0.000754371,4573,16264,29163
8e706f6-7ba9e559-bca19be3-32fd71f2-d0951392,0.000211224,21037,13083,15880
4c94576c-e6f4e2f-8cec1e29-c6d89d9d-c48e2c8a,0.00227556,1428,15306,33266
b7ea240c-b0cb7a08-798cbf65-d3834a5e-4f1786b6,0.000669041,10189,11147,28664
7607e2f8-263652b3-8d04c7c1-3747442b-da7d35e1,0.000541923,12383,17222,20395
1814cb31-c763c8cb-42781c11-d2e616ca-a2d142d0,0.000509779,10912,17983,21105
8c569adf-4e2681f8-22cc9261-51d14531-1d5a85a9,0.000541923,7161,29907,12932
687de1ce-cf92bfa8-6043e216-f64d8bd2-b0136649,0.000796262,2527,23269,24204
fb238b74-a840a5eb-6e1aecd-7891db52-7f28c066,0.000917751,1998,12973,35029
1d83ade5-32462b48-34965e6e-6ec2d9de-d7b779de,0.000549316,6659,27782,15559
84943106-85894adc-84e1f16f-e7071807-33354184,0.00219727,4450,14099,31451
8a1f85a6-508059fc-3f4bfabd-475585f3-20ecf6ea,0.0008205,7526,7840,34634
7685504f-476b85f7-d02a56da-a9fb9831-782d7cdb,0.000541923,4669,27748,17583
986f4b10-a5885df9-9d51b410-57f5c7-337ec38e,0.000367041,20838,15108,14054
7e7db2f7-4be2afc1-91d3a2c6-580d93ef-d2a1ccd1,0.000530842,5624,26225,18151
3888a107-5d3a329d-11faf3d2-947eb12-a4c01e23,0.000338702,21263,17336,11401
c82f5dc1-e6e062ee-5bc7570d-b3f0c2ca-838b66b1,0.000603497,6762,13140,30098
