l,p(!0),p(0)
1,0.0625,0.9375
2,0.333333333333333333,0.666666666666666667
3,0.642857142857142857,0.357142857142857143
4,0.849450549450549451,0.150549450549450549
5,0.948717948717948718,0.051282051282051282
6,0.986013986013986014,0.0139860139860139861
7,0.997202797202797203,0.0027972027972027972
8,0.999689199689199689,0.0003108003108003108
9,1,0
