GenomeID,Fitness,NumberEvolvingFitter,NumberEvolvingEqual,NumberEvolvingLessFit
1cce86d-bd6f740c-4c75ebd6-4c11ce9e-7c22f2f4,0.000734082,7541,136541094
8c2d5ccc-c5b19fa2-fee5b514-40b6b3d7-70ab33f,0.000549316,17239,544727314
8b4e60f8-6b7bc5d9-3a2c7c99-3c914f1d-4792a8b6,0.000611735,7419,148941092
e0196393-878797c9-8a194670-ad958e5d-aae5f0aa,0.0001125,26476,3323491
4c9b29bd-d6f8cd7b-8b2c238e-c3266f59-8269b455,0.000530842,15840,350130659
71d64f47-5ab52ba7-1eb0011d-8f020b7b-8501513,0.000771605,6680,323240088
160dbe7c-94b533d-29489e67-86fb21ee-1dedeb18,0.000685871,12860,153535605
8bdbc5e2-301fe32-59c7ab88-70053464-a204b7eb,0.000743378,4740,35244908
3a067728-f2d02740-310659e4-652e4a49-e1940a39,0.000685871,5650,189542455
e6e00c94-3918a46a-42f2341d-7e47d7a2-a22f8ddc,0.000411987,14149,607029781
4f05326-1ba5fb83-766664e-c790221e-c9c71917,0.000868056,2701,131445985
28bb213e-eb2504c-4ee4fa10-410059f9-1118a6da,0.000530842,16524,433329143
94e5bfff-5906d470-d108aad4-b1b11f5-6b8fe163,0.000611735,10888,151637596
343d57cf-b69850fb-2c7938af-3e7e5377-e16475be,0.000669041,11750,43637814
de9bfc0f-124b5322-80a2ef67-372b7cef-54a054b2,0.00128,3246,61846136
5bb528e8-f599254-4123266f-ccdc4ee6-94f5f042,0.000367041,20092,105828850
7797864e-93e4ca60-cd82e578-161c7c3f-aaf9a7d1,0.000796262,6111,356140328
6f6c67d7-899ac793-d746fa85-f0a0e28e-c633687,0.000685871,7582,196340455
760435eb-a971f3ab-15842be8-e9dc81a8-8ecf3d60,0.000603497,10493,91438593
5b78dbbd-8a3cfe65-c575b645-a6de1153-8b2c1c2f,0.000541923,12294,962328083
a0ae57df-322516f4-902d697b-d2a7effe-d5241a52,0.000823975,4413,51345074
1b7b4496-6c38464e-92478371-fb58ff6e-6e585574,0.000734082,4895,122043885
ce250ce7-7f8cd2a7-e4fb087-70b88927-99890e9,0.000603497,7840,85241308
617d01bc-7cac36c7-853dc09a-d6e8f8a0-d0407d1e,0.000685871,7938,208039982
1520ae50-cb6841bb-470a693-b1f24c12-934957fa,0.000530842,13678,329333029
be091951-1d705547-49a9c728-7092ba62-3a25d2da,0.000353894,27920,337418706
3ac8d83e-1a017d26-1183f175-e18391f0-6f3057c1,0.00102881,3702,249043808
aaa8421c-1d5dfb73-a52c9b6d-32ed4dad-9a8a8f88,0.000771605,5050,206342887
96972c11-dfa02c5-71c8b4e4-54e2d2be-f218cb1,0.000530842,16627,303630337
1aed241c-c2f5824c-e562f4fa-136aeff8-49730bd1,0.000609638,8662,24541093
9b8e5e9d-ef9c6dd-dae64c6b-f0a0e91e-2b9b5b44,0.000611735,11718,111137171
dd4f93fc-c0663424-e42b04b6-9d7994c9-885521d2,0.00025489,14509,137834113
6ec0f0d0-cc5ed0c4-fb319cf8-731993b1-6e092562,0.000411987,20134,503724829
f79d158d-b68d5f64-f4d6f97f-af6ea1bc-a5e2566f,0.000530842,8643,311638241
3d5b2e21-ae5f7cf5-985fa656-bd03c98b-474a5f51,0.00030899,23037,538721576
d2483124-14ca09ce-f9dac6ce-a0436516-dd1b6de5,0.00072576,6676,19843126
5ae5dcae-5f02620a-5eb0114b-be3ed9e7-c728ab45,0.00023593,19384,258128035
1554c4fd-97b938db-e79ab82d-26192585-17c60d73,0.000452623,19141,77430085
39a9bcf4-f0628e72-796a7785-bd4e4802-ce0b705b,0.00077993,4302,7345625
e1b975b6-3d0c9bbe-19e3b73c-7774163f-1f6f3d7d,0.000952599,6971,16942860
172db420-30ef27d8-66b0025a-9edf0c5d-a0a9a773,0.000549316,7901,283739262
3e26ba18-9c83a03-61ec0897-c6d67866-889061c9,0.000669041,8389,43841173
3d30802e-ad2f5edd-84b686c3-dccdfdf3-243232f9,0.000541923,11274,835430372
2e958c8e-868e1984-48362c75-fb69ff47-61410764,0.000530842,13879,359932522
565157ae-e491df88-e6908413-45c33e1c-899566f9,0.000880898,3147,186044993
d457e1b3-8e9eca6e-a1a1e363-c66a28a3-5a9e71d3,0.000353894,19510,392326567
ae6790db-10258c34-5e618cf-eccab54f-78c00f2a,0.000338702,21491,155726952
