GenomeID,Fitness,NumberEvolvingFitter,NumberEvolvingEqual,NumberEvolvingLessFit
15b9e21c-c17c3d77-98db5b1e-f6c27299-16c5fab0,0.000820313,3123,246875
fc07ad5b-5dfec7e1-f977b0e2-e5bd9dd4-928ed612,0.000183521,18774,2331203
268ade50-778b8c04-28b1d70e-4c11e106-8d9547cd,0.00106667,1488,148511
f7b3833a-86b8e61f-fd040aa0-2f892654-e61a1d83,0.000915527,1986,3147983
e9eaf0f4-38442bbb-13d189a2-3b1bf43f-d42bb5e9,0.000858307,2601,9447305
424f3672-ee6e2313-737f9cba-6c846e4e-10e96407,0.000530842,10790,100438206
51d45dfc-38756992-462be259-504883e8-486ccb91,0.000796262,3430,46846102
73ce9fa1-e0d725fe-302e2deb-fb2616e5-380ecf26,0.00081258,3287,146712
2e87753e-958f9fe6-c04f3d10-6bbedcc3-263a32b2,0.000135481,18952,331045
ac011a6f-aee49fe7-ddd35be6-5d404932-3da14203,0.000530842,10938,105038012
8288e3b3-e96fcf6c-a9ffa4db-5fd5f9c9-1c2c7109,0.000732422,5257,26944474
65fc3125-203edd1-8686fb6-40e2f77d-904b8ea4,0.000419718,13703,236295
c0f2a2c9-d7bec01c-fdb005f6-eda04bae-2be267c7,0.000509779,11998,6937933
44e43cba-42c13b74-9fe23d1c-71d2d67f-56d479f1,0.000663534,6649,243349
d24ac74a-71c497a0-d9288f1b-328da474-46633adc,0.00203451,1112,048888
d0d1d2bd-cb28f0d6-547d2e78-6115cd02-26c54b1f,0.000796262,3437,46346100
fb288ae8-cc6f384a-5bc13d0d-be46a1df-4250deb5,0.000541923,9379,138339238
925a5d51-b7207b0f-e1e48a2c-3a07b0e3-6dabbd94,0.000796262,3497,45646047
53d67b97-2c2ab4a3-88354502-639656a8-ed69f411,0.000897422,2223,447773
5b21acc7-9bc77c25-d8ad94ce-2fc0dacc-8d9043f4,0.000734082,4845,20444951
e1dd600b-b2040893-5248b23e-4639f736-a3928057,0.000353894,15587,72133692
c378cf0f-256c57e5-8126d58d-73456d19-f39ff69e,0.0007875,3874,1746109
d84da6d8-4fcf9291-3707617-f0516365-8c908144,0.00347222,738,1149251
4e8aa110-9062d45b-b32585a3-1d97ad59-5e0b8f47,0.000183521,18858,2631116
ba062150-1b6b6265-bd2274b8-e8a0135a-d33fd220,0.000530842,10859,104138100
248163f9-32392999-9d2dce97-8f31f4a7-4144c87c,0.000541923,9260,139439346
baabff7a-734161ff-67180d46-f0f6d3bf-f2753290,0.00023593,18074,19231734
49f965b3-4fb89c56-5d95350d-f180dca9-b87ad89,0.000734082,4793,20245005
76e038bc-c2c8a338-4dbc850-8b54e3f-d0624e80,0.00072576,5702,4644252
cd551abc-14d90fb2-ac817f99-7cb47aba-f7567ebc,0.000603497,7898,19441908
be0682d5-2f1b4fcc-55ea86e-d0298c6-ab9d3dda,0.000482798,12489,12737384
5e5998e0-6ba0ab06-3133a287-4d103902-bd59f7fa,0.000732422,5331,27344396
629c4750-8f2a2aeb-8f1f03ef-19257180-f856fdcb,0.000642426,6884,3343083
830ac048-b7a1e542-58213133-4dcdc0bf-522361ad,0.000754371,4237,10145662
e364c131-13190f5b-8d9c4690-78b03cd7-914aa748,0.000541923,9263,142939308
b5bc149d-d9dd89e1-b94b332-c4196ab9-56141a9a,0.00025489,17613,2232365
95befabc-c18853b0-b9ba6131-825995e1-b979d0ea,0.000353894,15581,70833711
69118808-d58b635f-4f9b9003-b4798ab5-1d9262b5,0.000104858,19037,430959
b4179f26-1c2bea64-860822d8-4aa9bc96-a4d5e1a9,0.000514984,12005,7337922
187f1c9a-2097b590-7dcfa1af-b72fa724-8ff60ac6,0.000367041,15257,12834615
c96796cf-c03bfcaf-a6695802-9c66019b-8c3c92f0,0.000652894,6714,1443272
4e0eed0-44d8ad2d-43c3994-6a590a18-a8a189d6,0.000541923,9302,143539263
25cd1407-5a09aa1f-cb7ca056-4976b01c-93577a9f,0.000353894,16004,21533781
26312183-3ea51242-60aeb881-291de522-67aec49b,0.000212408,18662,131337
193c05bc-965cf07a-74aa4ba5-d101d0fc-be22146a,0.000764987,4315,045685
1fde9ac2-267e171e-9a7944cd-f34f64e6-f396cc7d,0.000367041,15198,13834664
611d753a-37db5091-bfa976ee-2222e9d4-8e8abc0c,0.000353894,15293,70334004
f666921b-be6f948d-f1611a2e-a99d6b3b-51c7cbd5,0.000257202,17668,832324
de929a5b-f887eaa3-a6f36ba1-1d578430-8c1937e0,0.000520365,11773,7238155
829c7293-9b48536e-8e37867-9f3391ef-f536fd67,0.000541923,9152,137339475
bf6af208-9285dfb3-3c158c51-5765fec1-da46e3a2,0.000541923,9278,139139331
57600f59-81c500a7-c98827a-a2e92256-dc177683,0.000520365,11776,1538209
1bc956e5-24454852-3a686036-2da83dee-5e7ecf21,0.000549316,8512,70140787
f056d280-fe54a93c-f64258f3-fd821bc3-10912b86,0.000411987,13559,85335588
cac371b6-271c603c-a20bc803-2901b905-d1a71177,0.000685871,6054,39043556
39a41a0d-44b20bb4-e416868f-b3486ce3-6097600d,0.000541923,9435,142939136
737fecee-63a958dd-6063e4d6-e7ddfd61-22b661d8,0.000428669,13270,24136489
27e56ab9-47701932-454dd53f-a7a2a706-1cf616a5,0.000743378,4658,10445238
42b00051-82c96c36-6c52513d-26e7b5f4-bfa39487,0.00023593,17966,21731817
438735c0-11ca52bd-18a4762c-5d60e57d-55b81fe5,0.00892485,311,049689
a5f97f8a-72bb1506-59c15e99-3023e962-dda59582,0.00030899,16525,50532970
ad0c206e-d7081a1d-ada61d97-47d16638-e29b1e17,0.000734082,5057,24244701
6646c377-d794b750-385b491b-cb60e02e-1e324d40,0.000541923,9206,143339361
31bd9979-e5b95893-94c2dc38-a1d8b3d2-948030bd,0.00023593,18345,20731448
1a38d953-680143ca-c32737c6-3b85ff07-3efcde8b,0.000353894,15545,70833747
67d90bf0-c53162ef-c46f3b27-715fda8-2d24be88,0.00940231,311,049689
64cb0eaa-863e3720-76817e0c-974a5444-22f57d23,0.00023593,18142,21031648
cdb52cf6-2bf9a21c-e7f91a32-35d3f37b-451e8679,9.17603e-05,19191,130808
ea33dfbb-c9cc6410-7b74e3c5-91beb21e-c3fd97ff,0.00076171,4290,445706
a6494a4e-292198c6-e497e60b-d69719b7-b2bab57d,0.000386238,14585,2635389
1eefae73-23e04d03-1850f1a2-df7a4b1d-7b0ca4ee,0.000541923,9335,140339262
823987fa-4a866cd7-5c18fb87-ef6002d3-d38dd810,0.0045,594,049406
f3d5a379-416f547b-dcf1d380-5df1d411-c250092b,0.000330037,16568,2133411
bee48f4e-99cf2848-e6b60c03-df12d407-51cbd141,0.000482798,12204,11537681
c2bcc437-fe15b631-241f49db-1b819d0d-94b156f7,0.000734082,4792,21444994
8f0c0d7e-28bc31c1-d27794b4-2d5d2464-dee4e569,0.00251658,943,049057
ccfcf115-a6d533d9-131d972d-35dc87f3-4b8c0465,0.000734082,4899,18944912
93787f62-d2048c90-1f70caa1-783214f6-8049b3ff,0.000541923,9475,139239133
2502ceb9-f5d6592-4d20ed2c-29802b0d-c0368d1c,0.000385802,14730,1135259
