GenomeID,Fitness,NumberEvolvingFitter,NumberEvolvingEqual,NumberEvolvingLessFit
2b5051e9-4180cff2-f71b4991-62807e84-1d5a5aac,0.00048384,15830,14345,19825
711ea1f8-28572ee9-1e151913-ca23ac97-e85f9dcb,0.00113778,3284,20363,26353
9edaf7a1-3d2056fd-7baa4e79-e53f5148-d52b437c,0.000549316,4109,28147,17744
60b009ae-238481c7-8b5c20f8-8398da06-87f6fd35,0.00023815,13266,24575,12159
6e7a523d-6885c8b5-69c38d9f-8ce4d7fb-88b5b3ad,0.000864,6489,17158,26353
e1a7dabe-9a486fe-bcc608cc-3ce6c133-ebd1c061,0.000816118,4886,13780,31334
32561906-427fd919-14ffa6cb-440a1362-290c7c09,0.000381039,13371,19476,17153
2d67638f-b57bb84c-55795421-da2a5b37-e2ef20af,0.000440449,12044,19077,18879
6af27c-b3bfb90a-20224979-f08190f2-1b7260e4,0.000734082,5348,21038,23614
42a545f2-a7f8b1df-7f648db9-96b498d2-cc6acc9b,0.00023593,7933,24475,17592
812982b2-1275d32c-71ebffd7-54120cd2-5cc5c296,0.000353894,8188,30500,11312
7e38fe61-ffbc8d94-e3424898-c8509e87-9c14018e,0.000520365,8918,15873,25209
dae87bbf-5882bf6f-aa95d3c7-4f3385f-ddafe0bf,0.000796262,3701,27333,18966
5934fd43-6e28c1ca-66da90e1-ce032aa4-62288f28,0.000603497,6412,20468,23120
5d797e3c-3dc2873d-b30435da-149c6b4e-6fba69d5,0.000541923,8601,30853,10546
747c8e95-444927c8-db767f30-36a2fcf8-a5a6e83a,0.000576,13343,15633,21024
fc46099f-b4e3181c-efa5e4c8-ecf42c3a-222244c,0.000509779,9598,22678,17724
983d9049-63abeb2c-a4c5dce8-c1f69115-6081fa0d,0.00035204,19657,16393,13950
3cc2fc3e-532d5ec9-941a2b7e-92657188-63cba87e,0.000411987,17295,26657,6048
8c303e52-41f170e8-a4090de6-4445633d-b769c92b,0.0030899,11509,10236,28255
983bd435-b07ab2a7-e54d010f-ed1514a8-c48d4755,0.000541923,5354,23610,21036
ab137c91-157ed77c-b3ae80e4-afc8fb6c-73b403f7,6.10352e-05,28786,18446,2768
ffa103a1-e3980528-13f7ab92-45aea744-bdc92133,0.000530842,6162,28595,15243
7ab08d03-9e1d28b-a844f4f4-30edb2a4-53d14d6b,0.000482253,9222,26464,14314
a565b0dd-1993e6d9-adaacafe-6241f9f8-ce7a4f57,0.000549316,9536,30176,10288
d0568d0b-af8bb3cf-bc3d9fb6-b894f12a-77044f69,0.000411987,10449,25087,14464
7017961-93251c7c-a2ad8275-290c48c6-af1ae665,0.000530842,16034,25624,8342
cf0b06d9-1ec0eba-4e952c4b-21259515-73e230e5,0.000732422,3475,30792,15733
63fdb37c-bee1e555-9145c9a-12b3cff7-e465e70d,0.000603497,7476,20111,22413
da6192ad-b3c50619-f28ea939-c46b6e24-b88bf1d7,0.000578183,8707,15292,26001
4693bc33-7972d55e-a25079ee-32345107-930f568d,0.000611735,14431,22464,13105
a292c86d-d7980efd-84e8ba1-2f720723-a59d1dc7,0.000220225,19218,20971,9811
91e28c59-cbe7ffbd-acf8af6d-c9177c20-49075ad6,0.000758519,13264,11121,25615
74e2fc58-77beada5-26d1eaea-7b924e68-71d21e7,0.000915527,1343,21474,27183
d5635fc5-9b1bba18-2b7fcb04-9ebd5af4-bdbbdfa4,0.000530842,9560,27526,12914
d7c73ff0-78a683af-6d56eeda-ab252279-5f82405f,0.000167449,14291,18555,17154
a9f0b758-c7780e36-587a78c6-7f04526e-407c0067,0.000367041,11255,23070,15675
46a2588a-b7d53292-a1dad8a1-98725916-ac132fd1,0.00025489,8938,23722,17340
b77bda58-a3122378-a5769f67-af60c6a2-36f40d80,0.0411523,5397,20791,23812
a442d732-911e98b4-a5924c37-341c70d8-89de5338,0.000541923,10751,27532,11717
922b40fb-18ef1311-3b936ee8-3b071864-977ccf4e,0.000449698,11933,17253,20814
395e343f-899bc772-189919d1-701c497-6ac4252d,0.00076171,10241,13860,25899
c243f9dc-d55c4bdc-e0f83ff0-174b8753-39d121ce,0.000868056,6251,22310,21439
461a286-54b41d41-45f96e7b-26347ba6-45888b7a,0.000106667,30304,10172,9524
cc9a79d4-136c46a3-749f47f6-93d18ec6-e92e7aba,0.000366211,7338,18550,24112
2e070aa7-b85cf182-95c25bb8-4d140203-c33affd1,0.00205761,1275,22072,26653
4dd6e2f0-bc6ae3ad-d5523d21-58a8a379-ffd0525e,0.000381039,14087,25044,10869
eb488ac0-3195ea0f-d27ae0e3-8e949cd2-2708eae7,0.00072576,11413,15823,22764
43998494-4eb0d952-fcd52d70-c76d21f-a40a0425,0.000734082,2160,18782,29058
2a57e6c5-c1792eb5-8443bad1-c102227c-91765733,0.000804663,3226,19886,26888
128052ad-b9349b8e-41e3783d-d088e2ab-45844083,0.000734082,10536,18458,21006
57c3dd2d-eab361b4-4790ccce-7d1e6c3d-83891744,0.000520365,10055,17375,22570
1ccc6227-2912947e-793e7eef-b703d879-136f1e93,0.00064373,7271,20979,21750
8a909126-eb38966c-96ad54f-a6a6638d-2f8cacf0,0.000428669,12976,25452,11572
a05816f5-ad523bb6-7931373b-dfd1fff0-3c95dcc6,0.000541923,8253,30907,10840
a596a621-4c78d41c-c4262a6-9ebce918-b9f6ff38,0.000541923,7439,26194,16367
cfbf22e7-eb93df95-3b516e7d-bd285e4e-e6bd0075,0.00069953,6499,13464,30037
bfd90d47-8fefac59-d264730b-5bded4c-ec594b92,0.000164285,13830,19586,16584
bc0f7c2e-979002c9-aecf3eae-6858b8ea-193ba423,0.000509779,10331,23764,15905
8dfc1f9b-62378afb-6be450a7-e4362734-e80d33e9,0.000411987,12316,29980,7704
502a1726-3ff8a441-2cff6582-41d78e3a-338ec9d9,0.00064373,10873,21177,17950
c552c272-bd6e1205-74713a89-5f28686e-c69bdd33,0.000530842,5783,27940,16277
950d1564-cb89b6f7-becb936b-ca09caef-ea5265fb,0.000796262,3443,24388,22169
82824746-b8cedb8f-5c53b66f-395732ff-412593a2,0.000816118,4820,14476,30704
e29299ad-a54bf1bd-5b970aae-5ae05316-74ff92c4,0.000440449,13389,17019,19592
a7971af7-e6dde69b-a8440f3a-d60f25e0-567e42c2,0.000353894,7799,29207,12994
8b86073f-503027b4-f07ff583-69d7100b-a6aff4f4,0.000428669,8018,26263,15719
3ae8b4dd-e6a4f7f4-b7a51e75-5747b823-92a449f1,0.000304832,22263,18357,9380
5bd03f28-4d85763-20f4b44d-2edff318-f9f9ccb6,0.000440449,15471,22813,11716
3c612228-8dc0a576-b3f31091-eb91d493-2887ea3d,0.00023814,17969,11941,20090
a1c14345-7758f2f2-a9f97a4f-bd4cef22-fd4158b7,4.82253e-05,24420,15768,9812
5d867451-702b2a3d-da2980ab-a9030ca3-4165adaf,0.000549316,8810,27722,13468
45b72f99-e2131248-ec131574-527f2d85-362bfdc1,0.000411987,7462,32141,10397
c4f4fdb8-6c25efe9-23c2c03f-9fc5886c-21cade2b,0.000732422,9454,28423,12123
4ce5d750-b3f1c756-8f34e94a-a11654b7-c3cb15e,0.000743378,5556,18641,25803
be458a6b-9f0d4c62-68e582d2-7c7b9aef-9fd3b283,0.000611735,3187,20375,26438
bff0ea5b-3a7d5c99-26c32475-ba4d9e79-20d2a5b8,0.00064373,11934,19871,18195
712e3809-e60ecc51-c35a4f65-79dbd9ec-a901c85b,0.000353894,16629,21824,11547
8efe6d1c-bbcdb1e6-1dcee16e-53c7bdee-f5e8c83,0.000549316,3873,29690,16437
898272ba-388485e0-929c13a7-78ebeb0f-85ebf806,0.000652894,8190,12464,29346
9fe35931-84530010-d23413c7-d1816581-6c0d4f39,0.000482253,6569,25895,17536
51617e60-e9677dc6-90407a9c-de84bed2-e989d9f,0.000880898,1071,24746,24183
6b6e1749-6db21729-9371f8ad-6c123c61-65a3d58e,0.00025489,9785,19609,20606
6d673265-75c0e680-148a70a7-b592dee4-27f1958f,0.00064373,6147,20725,23128
a7337d84-f96d5967-f9d7e96d-7b25f992-17a9d420,0.000482253,14586,20665,14749
c076b364-20a9b62a-c2f0a33d-52e4d3f2-775005df,0.0023625,5663,12119,32218
ab8d6e2-6a1ab3d1-2f8e6636-d452f52d-dee0179,0.000874412,6618,14031,29351
2b76d87b-6419fe09-9451cd6c-450be54e-eca1d4b9,0.000530842,15237,24212,10551
1fe92999-883d13-fbe1fcad-7c09e855-1e0c4e7f,0.000440449,11185,24906,13909
3da7fb31-2e3e5ff6-9438fef9-36f41246-4bc8a507,0.00214335,3385,13631,32984
d72b0e82-5b402d7c-84a44374-1ce66652-f0125925,0.000917751,1583,19161,29256
281bfefc-eb76a53e-4885c9ef-d6004cf1-d3f0dc2,0.000381039,16712,24973,8315
e96bffda-38921862-7340ef68-cdb8d97f-a2133bf3,0.000611735,7139,24396,18465
73ca6233-4a1dda5b-ad9e87a7-85023d09-7eecc1df,0.000858307,3056,19950,26994
2167677a-f607e32e-a33cf457-1dda54c0-cb906c2,0.000509779,11628,20675,17697
ee1daa33-921aa8ed-c824b78a-50f02e64-638f8936,0.000530842,21199,18838,9963
dc032bf-192d4df3-edb82499-882217c4-90a6ca11,0.000424816,12822,21183,15995
78b98afa-540b98ad-197b9a22-700a26be-d228e14f,0.000541923,8463,33983,7554
9b46d193-f2e9f288-97f21f7c-4f2dc79e-5701473b,0.00023815,6778,27899,15323
114f90f3-bb85e9a2-76187ad9-1a263c7f-c827d064,0.000411987,10953,28406,10641
6aa8dd91-876e946e-1856e59d-96f8b96d-a6a39f93,0.000541923,8643,26875,14482
ab87837e-1cea3b0a-435177ed-12231eb5-1a7294df,0.000541923,3957,26262,19781
124ea007-916585bf-e2bec00e-c8fc5bac-2e4d99f7,0.0138889,1993,18917,29090
ea02f695-d3cc65b4-df42af08-6c02163a-a67ae490,0.000611735,4840,22178,22982
67ce0e8c-d1fca916-b4a56bf0-6a423ed4-a22a914b,0.00055566,11675,16423,21902
fcc4f072-3612dec6-b8b8a25f-44a9721d-625b6110,0.000816118,8133,13654,28213
f500b92c-19e178f7-b39ea037-7576c1e4-f1597c7e,0.000541923,3591,29110,17299
ae7de31-d8c0d0c0-d086d04c-70dbf19e-77e0799a,0.000611735,2871,21511,25618
fa4eac90-a437ec95-f296a722-a29c5af9-19572f5b,0.000734082,3045,23739,23216
c6fe43b4-9f7b04c0-2382e659-be44a434-dd0c4d12,0.000530842,5840,28960,15200
ceecaef7-dfb57fd1-253a8cee-c6f34c5c-103bffe4,0.000353894,8183,28200,13617
c63e7256-49c25e54-75511554-89cc781c-fdbf39d5,0.000603497,9392,18650,21958
e30f86c7-8344ad62-6d02737b-b56b88b6-3362899b,0.000381039,13211,21626,15163
312483f8-11e6fbd2-f3727007-1e5bfff1-faebed8a,0.000406426,10097,16483,23420
d93d8d8b-1975ebc3-5b6f5484-628a67f4-38c43bae,0.00347222,4485,19115,26400
2a26eece-6afb8aa5-fc1212d9-965fcec3-2a209c3f,0.000391737,14347,13654,21999
1c8eeba2-b6e39453-3842cc65-6055528a-c791bfb5,0.000530842,6006,25550,18444
b72d1af5-aaeda38e-e22ec37f-874aa7cf-a278a316,0.000864,5833,14137,30030
555cf77a-f43c8ee3-b9cbef9d-7ec2db59-15bf1a67,0.00076171,3622,11630,34748
ea083a52-5146fc1b-b4a2fd59-f018a99d-59ddc2d6,0.000734082,3396,21573,25031
a4a8c86f-f4842d3-265c8d9a-89cf3902-cfc2268d,0.000541923,5593,31797,12610
f6334c73-3e803bc3-e790b60f-9fb587d6-be4aae3e,0.000602136,9584,15863,24553
6deecc09-91882aa2-f7764998-8e82e036-241b13,0.000381039,11068,26872,12060
c36b8a4e-b8dd2e85-581f2fcc-97d99a3e-99f2418d,0.00076171,4379,13577,32044
2ce9bba3-afa6534b-5224839b-fcb0106f-2a1b390e,0.000611735,7330,22415,20255
246ca96f-9cff6bfd-f9047fbc-721970a3-2fdf8c05,0.000976562,2358,23280,24362
bfff48b5-d94afe8a-fe3b286-dd9ed4fd-550a8abd,0.000428669,4583,26600,18817
f282b4e2-6f569b0b-7887a0d0-ecba663f-8b537ffc,0.000685871,2508,23244,24248
8dec07f6-d358c07b-38742d36-7b80876d-9e6c5a1,0.000825976,3459,17588,28953
4ce89cba-4074f5a4-10191135-e8b976d1-f9761933,0.000411987,13527,26802,9671
7090c34e-35d8766d-394b7dea-18c6483f-23f5ee5c,0.0547653,5614,10596,33790
a9c36010-d9a1af0b-477781cd-495258f4-dee6a639,0.000428669,6221,21912,21867
79908e28-352e25a1-639ca38f-f0576a47-3272fc77,0.000428669,10404,27183,12413
98d5c629-7635f042-def1bf8b-2840aaed-9cae35d,0.000541923,10999,23449,15552
60931bf-f44bb39c-9b7c8af8-d329d42e-eca1a798,0.000504,12854,14129,23017
c2746a56-e58c7ec-b081e379-c45073e1-e21cc62b,0.000754371,12273,21803,15924
45e1f112-2d0d1a32-618b4cba-2c26201c-d1078c17,0.000220225,19379,19178,11443
34ff0e9c-d9216a3-93112886-b0b12bfa-3406c2b5,0.000411987,8188,29073,12739
5302687a-e8c20b34-ae56aa7a-d26991f6-739e2c89,0.000743378,8896,14978,26126
43b3ff6d-22c29d4c-da6157d4-e25b8d65-267f9456,0.00185394,7708,13482,28810
4c5666bb-fda0edaa-7681fcef-f9f07bff-770396a7,0.000541923,6856,27194,15950
aa40119b-ce281441-eee294f9-cbe07238-5055014c,0.00072576,2523,16429,31048
cb4a7632-2d1e9745-552c19a1-867a6f1d-30472b0c,0.000549316,9015,28624,12361
c9822697-e845ada2-3ed785fa-655fc8e-2390f8e0,0.000367041,11615,21903,16482
724700ce-dbee34e0-f133b203-e9a3e735-a339724e,0.000157286,12591,20946,16463
1acc5a0e-e903a765-88567879-b77654ae-f86fb52,0.000381039,16131,21510,12359
aa98594-edc8715b-6b9d0f39-c99cd8d4-287ad26f,0.00026403,13314,19394,17292
829208b-bf750242-c87ef9f5-b6a8c0d6-8c0de5a8,0.000353894,4820,27271,17909
eb28cfbf-66f55b2f-d9be1921-f84119cc-24a39531,0.000411987,3969,27237,18794
b42c2884-ff87d7de-b5cefee0-317d8a06-87b897c5,0.000353894,7016,24031,18953
2dcbca5-462a6be9-4e01b818-93360b18-c4104fca,0.000541923,10831,30910,8259
e4599a54-f62dcbe0-8fae58a9-f87ad79b-3bd3c3c,0.000685871,2653,21107,26240
6bc4300e-c22fad53-572aecb7-81553407-10e5dd96,0.000685871,16224,14202,19574
3430d78-486fa00e-df4e69b9-13cf6e87-9c514fc7,0.000836705,4530,8249,37221
d801db0f-4441fe9d-a2a085f6-59ad1dc8-3fc0b4c3,0.00019833,31635,9810,8555
eaabc8eb-e31828ee-30b9959-91095b90-d6aae74,0.000743378,7093,18594,24313
d1231002-e221de91-7ae0894b-ec7eee81-a1ebbb9,0.000669041,5555,16904,27541
b9741063-fc15b6eb-53fe696d-bd8cbf57-a9301dbb,0.000367041,11708,21174,17118
cf924dc5-b852c2ba-6fad82bc-c46ace4b-f645a25c,0.000482253,13537,20939,15524
fb229990-a0f23bd4-f8c83c14-e9454d19-db43d3c9,0.000411987,11440,25258,13302
d2dd37-3542a03-89de0499-612a77e1-8dcd8230,0.000530842,4222,26803,18975
8d562607-a89f1cce-1c9ff119-d405d757-c4898e20,0.000530842,7043,26088,16869
38b0429f-b9073e20-797334fa-c04fb494-af387e55,0.00025489,13489,22205,14306
cf0d7b96-b584408-c787e09c-4b3d2e2-93586efd,0.000509779,12502,23107,14391
cdb6a930-59e57168-f42638ad-824c820f-5b610ee6,0.00023815,17484,19738,12778
59123ae1-9623a19-a9f5f36e-f56fcdbe-da97b122,0.00288,1186,16358,32456
beec8e9a-a2671a4e-74b32960-6e47ce4f-b7b24c56,0.000749496,8626,14083,27291
bb1439b6-e8fe3720-c68e302d-20ee5ac7-9d79de3b,0.0009,2260,16050,31690
e328f566-d83cbc7c-ce4bc3d3-e5d6461c-e58a6f2d,0.000796262,5293,28021,16686
cd113f05-648da40d-169f7925-94753626-ac7146e3,0.000231743,8369,24856,16775
6c46622f-2f0ee366-21f52198-ec22fef2-a6e9d3eb,0.00018,25610,17862,6528
e01697a6-36cba796-f110c53a-20977d37-310b29b8,0.000732422,10899,24584,14517
ffb964d6-b09e976-422f4b8-1d882c92-41ceba95,0.000411987,6133,30504,13363
500e5757-cea09a24-40f3f351-6b87a5dd-677005df,0.000804663,4729,20665,24606
6c35ba9b-c10450a0-10a9ee4c-914e150-c2b98a1e,0.000428669,12129,26001,11870
47b46f11-67b498da-2aa0c3ca-612c20a1-41e1f1ed,0.000225306,18171,17712,14117
a434e6f0-523ff1a7-a66fadec-e3bb6b3-3f291fb0,0.000858307,2696,20373,26931
167cea8a-174ff6f0-d3e23ed9-f1b70cfb-b5fb5886,0.000353894,8006,27691,14303
82f8092c-11bc3cdf-261083eb-5493f4b9-5c9af73a,0.0012642,8866,14503,26631
59fee545-4b53c331-54e99170-5607545e-18edd474,0.000549316,8178,21015,20807
279dd134-1ebae974-41766f7f-4501b5f2-3f4cd3f3,0.000530842,11679,20001,18320
36e02de8-17da453a-b9db36a8-73ea535d-1c6c51b2,0.000520365,12792,18626,18582
7461308a-ba102072-8021f2a4-4d510439-7426962d,0.000530842,19055,22967,7978
931ed566-81434390-859758b-e0c33f79-aa7b22ff,0.000267918,13675,24976,11349
f744eff5-6daf3a8f-d030ac6f-4d3ebfd0-2201f6ee,0.000267918,11778,21585,16637
c67eba1c-968b663e-88460aac-188ab1a4-cb35d4b3,0.00347222,1283,14057,34660
2d6a9de5-acf32e95-c87c79a4-730be8c0-cd50d5ea,0.000509779,16803,21563,11634
a8132430-2cd62ea-82ac4aba-812cf557-f7e17ec2,0.00325154,1973,22124,25903
801b4657-9741de84-1b2d3d51-48ebd302-2ec30b47,0.000482253,8164,23411,18425
b04744a0-53e5baef-5ce98b89-8d8ba07b-1c0c16ed,0.000541923,1942,32403,15655
8f29d6a2-9994537d-ddd7b41b-1c6e7961-59113b42,0.000482253,14742,22643,12615
81777078-85b623a4-7a07b3c4-40bdcb35-940c47e2,0.000265421,31211,11081,7708
d9de2184-956ee9ba-4f6b0a36-450927df-80387dc,0.000353894,9475,29419,11106
de2db0e0-58cf20c7-96155ee4-4e60a584-1319aebb,0.00648,6090,18792,25118
2928c89b-3e9334dd-4fd008b1-f3e755e-3513ced7,0.00023593,15306,24895,9799
9710d244-c7568570-9fe0076c-e02869b5-8a3bf5d,0.000530842,12695,27845,9460
3cbc1cc9-d06257f-9b5943d2-1332832f-79b6c203,0.000825976,3196,17592,29212
98acf5be-c8f6f18b-50240800-dbaf55ee-144b81c5,0.000541923,2462,32487,15051
968eb1fc-f656f735-6323ad93-e7c3c6e9-7e7a8155,0.000858307,4691,18808,26501
ae072689-87d6529e-15f78bcb-e49aa89a-295d6d6a,0.000732422,3010,19638,27352
8b58c552-b79c03c9-96bf22fa-a3cd31ca-5ff1ab30,0.000549316,6517,22870,20613
e448a53c-f4aab72c-67fbcd86-5d4e4ee1-5cc62488,0.000642279,6140,10305,33555
57771ea7-ab3746cd-72d885dc-fa31ceaf-5ebb1573,0.0658436,115,30302,19583
7f29e47f-e5ce4bd4-aae04a87-ce868bcc-b804b9ef,0.00030899,9777,33233,6990
aa989335-6c4783ec-94075413-5b5c23ef-f4630412,0.000804663,5041,17749,27210
3fe9379e-6e86e408-2b71f4f6-932abb6d-491c44ad,0.00023593,10824,30599,8577
991b8d60-6d0ba2c8-41c85b52-a7e5e293-e9597caf,0.000267918,10358,25759,13883
5a30d826-4bedb93d-7d570037-1e533874-bc0ddfa,0.000381039,9636,25854,14510
ed98e799-afe36cc6-84da0841-7f8934d0-e3b08c20,0.00064373,1885,19111,29004
94125ca2-27923d35-db33911-953b7d00-47cdeae,0.000609663,6739,26255,17006
121a7fd7-c095b32c-3cde2814-ae49b0aa-4e995ad,0.0006,13609,15926,20465
acaa7975-a7429bd1-37915957-1d157ced-ddabd2d0,0.00303407,3884,19318,26798
b9111a8f-c106c91d-35e565d3-d47dc7c-b485e390,0.000825976,4889,16068,29043
4de6e89c-137223a2-96db7b97-fccd0d6e-62434a6e,0.00082944,6115,16064,27821
a262cd1d-68ee326d-e9a1b80b-4610b39c-769a7a5e,0.0006615,13808,11402,24790
8f820d45-139bbd37-a87ee1f5-16accf12-2b1877d2,0.000411987,19870,21611,8519
490a29be-1bb6a3ff-184fd03a-9b637bef-ec55cfbe,0.000825976,1591,18993,29416
8b95cd48-fa3e7901-ab6222e6-9d3bae8-88e5634d,0.000804663,3196,11598,35206
71c8d44a-a91cb5ea-81fc4b5a-f65a4d6f-f0cf2bd3,0.000220225,14127,18193,17680
f8cb8fdb-423fdaf0-8e2965bf-611d30af-30a221f8,0.000381039,15986,24391,9623
16cceb47-af3433f3-83e6145e-852cddec-282d7054,0.000152416,24633,17789,7578
202e04f1-30fa5ac7-5c47f3b0-1da7c071-93824c6a,0.00411523,3388,19079,27533
9bf9acf0-291eb1ad-786b8342-cbc28610-bc32ea50,0.000686646,1422,16501,32077
2676a07a-2ccf4ac7-3565e88b-a65e4a4f-af6cf783,0.00030899,13569,29705,6726
2d94dd35-40574fc-389c6f00-127915df-e945b542,0.000609663,11466,23403,15131
8611ee58-d3795cb8-550a025e-e7a34255-380c7971,0.000541923,5856,32226,11918
1d2eb98f-1c27359c-159d4ec2-953392c1-41244c77,0.000541923,5379,34703,9918
9bb20faf-e65ee6f3-fc9c2495-1fb71fc0-cc490188,0.000482253,10115,24068,15817
c25526ea-74aa4c9e-7a811f7e-e7df3b87-ad5d9bd2,0.000549316,12194,23723,14083
2b3742a4-a78c0345-b9c5d6ee-605eac9e-1a56c3c7,0.000353894,6590,27708,15702
2c1cfe84-cec44849-b6267ee6-1d9130ba-e76f1c26,0.000669041,4919,17544,27537
e66097ba-7237382e-ece28bef-c06f0a22-8deb4138,0.00365798,1998,11265,36737
1b6a12af-36eb6dcf-f9090742-60636051-2dd4c1c,0.000578183,8796,18710,22494
158458f-d81ec374-ef47090-75fe4db1-43b5dd77,0.000530842,9067,22701,18232
ee8506ad-f8550e5f-3e8ef230-ddd51b55-9969ec76,0.00030899,12509,32425,5066
dcf1cb49-98cecc67-fd305ec0-3cc227cd-6692754f,0.00023815,10705,25198,14097
72dabfd2-b42dd526-59a8cd1d-fb674793-b822d5f6,0.000796262,3988,24776,21236
18065768-4037b462-ab79fec0-75211a87-72f5fb0e,0.000482798,7923,18827,23250
ecd0d338-738391dc-c3b5f021-979e9fc0-5362c164,0.000685871,6346,19750,23904
ee773d2-73147feb-dd843c9c-82a9c8d8-98325fe3,0.000381039,16325,24061,9614
b12aaf3a-d35b41af-13a16574-f510e4f-bcb0325d,0.00030899,15215,27025,7760
46fd6768-ee65d8f3-defb48f9-54c136a8-1be3b583,0.000603497,5293,17852,26855
8cd1f555-1e057913-4c33a47f-e137a4f9-96b2ac75,0.000796262,1750,30219,18031
45464207-29ea4810-9724ecd-108f2d5b-15cf9c9e,0.000440449,7819,19956,22225
34fca122-f35f1bb2-96b9cc66-19f72a88-28c62fd7,0.00030899,4621,27497,17882
a9e49643-4213cfb2-a6e06a75-50f6a04e-5073b0a5,6.10352e-05,20539,14644,14817
181d9971-10313bc7-26edf81-8adcb840-1c2be0fe,0.00030899,15090,24456,10454
5084961c-27452535-4f6e09b3-2740a0c5-b71c9989,0.00030899,10990,28039,10971
3713dcde-960f4d8a-621747ba-a026e87f-63cdaaa2,0.00089925,3580,8780,37640
6c72dec5-88396422-67bae3ad-a5e65369-dbd9706b,0.000611735,3010,22457,24533
3451151f-90977159-4f0abf79-3583e569-7d099f1d,0.000743378,12395,14846,22759
832c560f-bc2310b7-719fde88-9b4c4ac0-7179ab0e,0.000452623,9130,16966,23904
cb46cbde-e0137804-538f0c6-7e648af1-fa80abf,0.000611735,3892,22444,23664
e9c3e391-d9945b28-b943d6f3-a8453062-6964d983,0.000530842,6735,28408,14857
