GenomeID,Fitness,NumberEvolvingFitter,NumberEvolvingEqual,NumberEvolvingLessFit
ddee7518-55b03cee-9e3f7a23-3a2ff8a4-11e1f9f2,0.000411987,12980,83336187
bc6028a4-44bc1f5e-2e70238a-817d0f9b-7d80e462,0.00308642,730,1349257
5b012cb7-f29d5a62-a42a8472-1755367c-b0e02f78,0.000411987,13888,94235170
a259cfbf-cabd8266-71c8d862-89dcd9e1-2d7b1a52,0.000848258,2864,147135
cb8ff9db-c659e9a1-2fd6855e-cd7baa43-4203c0c5,0.00030899,16895,61132494
46799d57-d6a1d515-286ac3e7-3aea9b83-5ad436a5,0.000771605,5171,29244537
5283b2f4-cb467ac1-91e7d3f9-f6637288-8167c34f,0.000411987,15114,96533921
cf513eba-2a81f826-8e0e9c0b-9d23ebe3-6203fd73,0.000874412,3028,1046962
e29f5f9d-fa1a05f7-ae7dff2a-72ca5d6e-1fa69fb0,0.000669041,6432,4043528
205768e0-9399ba9a-62e325fb-67157b6a-eb475623,0.000509779,12661,17837161
460ebee8-ebba0311-c851910b-68f03419-6d4b75c3,0.00685871,437,449559
74f27cda-19e36acd-97735cf-222e5ec7-88681b9a,0.000353894,21337,26028403
efb5f71-1141091c-7cd01a6f-a692720-f47b1537,0.000482798,11602,13338265
3a34ac33-3fb5c1e8-ed698f3f-197142ea-bbc386c0,0.000381039,13484,18736329
b7f622b2-5d3c26ea-1275fb7a-3c5c4ff6-ae3ff9ef,0.25,3,849989
cecb3f6e-d3e3d751-aa5ff6ce-fc8018eb-a66325a,0.000183521,19172,2030808
2842537c-bed98346-cc27ec8e-c7d01e8f-f8ee1124,0.000864,2403,5147546
4b6150db-2723abb4-997877a2-dd48bc64-74120f46,0.000541923,10065,181338122
d6df0911-b8422b32-c4d86f28-6fbd2a5a-d461cbf1,0.000424816,11487,4738466
7567f300-95cd6624-e9b52249-edb9b43e-c1c76d6,0.000530842,8343,81340844
1c49e053-39828891-2ba39f6b-41d6f02-e3ed23a4,0.000541923,8883,140039717
b1d99204-e6c33df0-25a488f2-b0d4e415-d3f769de,0.000411987,12143,81937038
ca0bbfc5-ad8dcf4e-badae650-88ef78e3-605a0a3a,0.000603497,7601,20242197
a3b05391-c5a96ea2-9f57b283-b78d35c7-21af5009,0.000353894,13752,73035518
