-15683,0.0,11110101000101001010001000100101111110011111101001001111010100011011011010000011
-5677,0,11110101000101001010001000100101111110011111101001001111010100011011011010000011
-5676,0.000305868,11110100000101001010001001000111110110001111101011001111000100011011011010000001
-5675,0.000305868,11110100000101001010001001000111110110001111101011001111000100011011011010000001
-5674,0.000305868,11110100000101000010001011000111110110001111101011001111010100010011010010000001
-5674,0.000305868,11110100000101000010001011000111110110001111101011001111010100010011010010000001
-5673,0.00030899,11110100100101000010000011001111110011101111101001001111010100010011010010000001
-5672,0.00030899,11110100100101000010000011001111110011101111101001001111010100010011010010000001
-5671,0.00162,11110100100101000010000011011111110011001110101011001111110100110111010010000001
-5656,0.00162,11110100100101000010000011011111110011001110101011001111110100110111010010000001
-5655,0.03072,11110000100101000010000011011111110011001110101011101111110100101011000010000011
-5633,0.03072,11110000100101000010000011011111110011001110101011101111110100101011000010000011
-5632,0.037037,11110000100100100010000011001111110011001010001011101110101100101011000010001011
-5573,0.037037,11110100100110100010000011001111110010001110001011101110111100111011000010000111
-5572,0.0462963,11100100100110100010000011001111110010001110011011101100111100111011000010000111
-5570,0.0462963,11100100100110100010000011001111110010001110011011101100111100111011000010000111
-5569,0.0987654,11100100100000100010000011000001101010001110011011101111111100111111000010000111
-5409,0.0987654,11100000100001100010110011000001101111000100010011001110010101111101101110000111
-5408,0.125,11000000100100100011110011000001101101000100010011001111111111111101101010000101
-5392,0.125,11000000100100100011110011000001101101000100010011001111111111111101101010000101
-5391,0.148148,11000100100100100011110011000001101101010100110011001111111111111001101010000001
-5352,0.148148,11000100000100100011010011000001101101010100110011001111101111111000101010000011
-5351,0.1536,11000100000100100010011011000001101101010100111011001111111111111000100000001011
-5254,0.1536,11001100110100100010011111000001101001010100011111001110111111011000100001000011
-5253,0.25,10101100010100100010011011000001100001010100010111001110111110011001100001000011
-3780,0.25,10100111000110010011111111011001010001000000110110111001111111111000000000010001
-3779,0.296296,10010111000111010111111010111000011001000000110110111001111111110000000010110001
-1,0.296296,10001000000111101111101100000011101001001100100111101111010110111010100000111001
0,1,10001101100111101111101100010001101001001100100111101011010000111010100000111001
