HammingDist,NumFit,SampledStates,ProportionFit,ExhaustiveSearch,TotalFit,FitPerState
1,32,32,1,1,25.7693,0.805292
2,488,496,0.983871,1,335.543,0.676498
3,4760,4960,0.959677,1,2956.18,0.596005
4,33682,35960,0.936652,1,19535.9,0.543268
5,184630,201376,0.916842,1,101931,0.50617
6,814660,906192,0.898993,1,433362,0.478223
7,2968671,3.36586e+06,0.881996,1,1.53393e+06,0.455733
8,1730105,2e+06,0.865053,0,872956,0.436478
9,1695132,2e+06,0.847566,0,838610,0.419305
10,1662021,2e+06,0.83101,0,807683,0.403841
11,1627722,2e+06,0.813861,0,778636,0.389318
12,1595363,2e+06,0.797682,0,752129,0.376064
13,1562055,2e+06,0.781027,0,726545,0.363272
14,1530142,2e+06,0.765071,0,702597,0.351298
15,1501685,2e+06,0.750842,0,681822,0.340911
16,1472158,2e+06,0.736079,0,661391,0.330696
