HammingDist,NumFit,SampledStates,ProportionFit,ExhaustiveSearch,TotalFit,FitPerState
1,191,192,0.994792,1,171.841,0.895006
2,18170,18336,0.990947,1,14938.3,0.814698
3,1146153,1.16128e+06,0.986974,1,873648,0.752315
4,1965850,2e+06,0.982925,0,1.40629e+06,0.703143
5,1956966,2e+06,0.978483,0,1.32738e+06,0.663691
6,1949447,2e+06,0.974723,0,1.26374e+06,0.631869
7,1941277,2e+06,0.970638,0,1.21051e+06,0.605257
8,1934763,2e+06,0.967382,0,1.1675e+06,0.583751
9,1928761,2e+06,0.96438,0,1.13145e+06,0.565724
10,1923423,2e+06,0.961712,0,1.10114e+06,0.55057
11,1918937,2e+06,0.959468,0,1.07511e+06,0.537556
12,1914687,2e+06,0.957344,0,1.05303e+06,0.526517
13,1911235,2e+06,0.955618,0,1.03415e+06,0.517077
14,1907068,2e+06,0.953534,0,1.01764e+06,0.508822
15,1903779,2e+06,0.95189,0,1.00382e+06,0.501912
16,1901054,2e+06,0.950527,0,991364,0.495682
17,1897509,2e+06,0.948754,0,980753,0.490377
18,1894597,2e+06,0.947299,0,970293,0.485147
19,1892245,2e+06,0.946122,0,962202,0.481101
20,1889311,2e+06,0.944655,0,954113,0.477057
21,1886116,2e+06,0.943058,0,947301,0.47365
22,1883679,2e+06,0.94184,0,940800,0.4704
23,1880862,2e+06,0.940431,0,935369,0.467685
24,1878844,2e+06,0.939422,0,930042,0.465021
25,1876209,2e+06,0.938105,0,925174,0.462587
26,1874061,2e+06,0.93703,0,920866,0.460433
27,1871086,2e+06,0.935543,0,916420,0.45821
28,1868284,2e+06,0.934142,0,912836,0.456418
29,1866370,2e+06,0.933185,0,909111,0.454556
30,1863736,2e+06,0.931868,0,905836,0.452918
31,1861679,2e+06,0.93084,0,902735,0.451367
32,1858740,2e+06,0.92937,0,899195,0.449597
33,1856181,2e+06,0.928091,0,896330,0.448165
34,1854479,2e+06,0.927239,0,894026,0.447013
35,1852133,2e+06,0.926067,0,891434,0.445717
36,1849416,2e+06,0.924708,0,888718,0.444359
37,1847103,2e+06,0.923551,0,886366,0.443183
38,1845510,2e+06,0.922755,0,884206,0.442103
39,1842907,2e+06,0.921454,0,882127,0.441064
40,1841119,2e+06,0.920559,0,880046,0.440023
41,1839981,2e+06,0.919991,0,878538,0.439269
42,1837550,2e+06,0.918775,0,876504,0.438252
43,1835580,2e+06,0.91779,0,874532,0.437266
44,1833704,2e+06,0.916852,0,872872,0.436436
45,1831715,2e+06,0.915857,0,871128,0.435564
46,1830629,2e+06,0.915315,0,870032,0.435016
47,1828360,2e+06,0.91418,0,868078,0.434039
48,1826550,2e+06,0.913275,0,866358,0.433179
49,1825547,2e+06,0.912774,0,865796,0.432898
50,1824076,2e+06,0.912038,0,864460,0.43223
51,1821677,2e+06,0.910838,0,862782,0.431391
52,1821120,2e+06,0.91056,0,861951,0.430975
53,1819770,2e+06,0.909885,0,860793,0.430397
54,1817894,2e+06,0.908947,0,859726,0.429863
55,1816796,2e+06,0.908398,0,858671,0.429335
56,1816108,2e+06,0.908054,0,857692,0.428846
57,1814310,2e+06,0.907155,0,856561,0.42828
58,1813500,2e+06,0.90675,0,855803,0.427901
59,1813495,2e+06,0.906748,0,855695,0.427847
60,1812038,2e+06,0.906019,0,854710,0.427355
61,1810963,2e+06,0.905482,0,853852,0.426926
62,1809890,2e+06,0.904945,0,853044,0.426522
63,1808569,2e+06,0.904285,0,852426,0.426213
64,1808344,2e+06,0.904172,0,852015,0.426007
65,1807033,2e+06,0.903516,0,851121,0.42556
66,1806376,2e+06,0.903188,0,850503,0.425252
67,1805793,2e+06,0.902896,0,850041,0.425021
68,1804160,2e+06,0.90208,0,849087,0.424543
69,1804178,2e+06,0.902089,0,849032,0.424516
70,1803367,2e+06,0.901683,0,848705,0.424353
71,1802935,2e+06,0.901467,0,848288,0.424144
72,1802478,2e+06,0.901239,0,847614,0.423807
73,1801234,2e+06,0.900617,0,847057,0.423528
74,1800689,2e+06,0.900344,0,846801,0.423401
75,1800153,2e+06,0.900076,0,846213,0.423106
76,1799826,2e+06,0.899913,0,846010,0.423005
77,1799942,2e+06,0.899971,0,846185,0.423092
78,1798600,2e+06,0.8993,0,845541,0.422771
79,1798762,2e+06,0.899381,0,845508,0.422754
80,1799062,2e+06,0.899531,0,845459,0.42273
81,1798142,2e+06,0.899071,0,844937,0.422469
82,1798245,2e+06,0.899123,0,845094,0.422547
83,1796534,2e+06,0.898267,0,844154,0.422077
84,1796827,2e+06,0.898413,0,844470,0.422235
85,1796122,2e+06,0.898061,0,844010,0.422005
86,1796553,2e+06,0.898277,0,844200,0.4221
87,1796475,2e+06,0.898238,0,844431,0.422216
88,1795964,2e+06,0.897982,0,843794,0.421897
89,1795068,2e+06,0.897534,0,843359,0.42168
90,1795921,2e+06,0.897961,0,843817,0.421909
91,1794948,2e+06,0.897474,0,843424,0.421712
92,1795339,2e+06,0.89767,0,843694,0.421847
93,1795526,2e+06,0.897763,0,843558,0.421779
94,1794204,2e+06,0.897102,0,843259,0.421629
95,1794830,2e+06,0.897415,0,843181,0.42159
96,1794799,2e+06,0.8974,0,843555,0.421777
