HammingDist,NumFit,SampledStates,ProportionFit,ExhaustiveSearch,TotalFit,FitPerState
1,59,80,0.7375,1,58.7656,0.73457
2,1751,3160,0.554114,1,1735.89,0.549332
3,34901,82160,0.424793,1,34415.7,0.418887
4,526254,1.58158e+06,0.332739,1,515864,0.32617
5,533691,2e+06,0.266846,0,519804,0.259902
6,437649,2e+06,0.218825,0,423319,0.211659
7,365010,2e+06,0.182505,0,350564,0.175282
8,314041,2e+06,0.157021,0,299534,0.149767
9,275467,2e+06,0.137734,0,260897,0.130449
10,244446,2e+06,0.122223,0,229935,0.114968
11,219628,2e+06,0.109814,0,205298,0.102649
12,201884,2e+06,0.100942,0,187604,0.0938018
13,186379,2e+06,0.0931895,0,172214,0.0861072
14,172148,2e+06,0.086074,0,158264,0.079132
15,161208,2e+06,0.080604,0,147480,0.0737402
16,151621,2e+06,0.0758105,0,138058,0.0690292
17,144333,2e+06,0.0721665,0,130894,0.0654471
18,136442,2e+06,0.068221,0,123268,0.061634
19,130456,2e+06,0.065228,0,117433,0.0587163
20,124974,2e+06,0.062487,0,112130,0.056065
21,119254,2e+06,0.059627,0,106672,0.053336
22,114394,2e+06,0.057197,0,102013,0.0510063
23,110286,2e+06,0.055143,0,98072.5,0.0490362
24,105921,2e+06,0.0529605,0,93929.8,0.0469649
25,102479,2e+06,0.0512395,0,90675,0.0453375
26,98632,2e+06,0.049316,0,87062.9,0.0435314
27,95195,2e+06,0.0475975,0,83857.1,0.0419285
28,92383,2e+06,0.0461915,0,81225,0.0406125
29,89561,2e+06,0.0447805,0,78580.2,0.0392901
30,86542,2e+06,0.043271,0,75836,0.037918
31,83651,2e+06,0.0418255,0,73165,0.0365825
32,81696,2e+06,0.040848,0,71395.7,0.0356979
33,79619,2e+06,0.0398095,0,69492.7,0.0347463
34,77281,2e+06,0.0386405,0,67354.3,0.0336772
35,75783,2e+06,0.0378915,0,65985.5,0.0329927
36,73287,2e+06,0.0366435,0,63762.5,0.0318812
37,71960,2e+06,0.03598,0,62528,0.031264
38,70227,2e+06,0.0351135,0,61021.4,0.0305107
39,68208,2e+06,0.034104,0,59227.8,0.0296139
40,66960,2e+06,0.03348,0,58093,0.0290465
