GenomeID,Fitness,NumberEvolvingFitter,NumberEvolvingEqual
dd77-e12d-339e-3b4b-f5a4,0.000381039,20526,9098
5bf6-dde1-49b7-5f11-f37e,0.000514984,14254,8348
1a86-7a2b-6ea8-a293-41a6,0.00114312,3520,5489
8a94-6c2e-300c-301e-978d,0.000685871,5737,12104
b605-aa13-3421-37b4-237b,0.000685871,7721,8511
b63b-152c-4a8-e9d9-5077,0.000428669,15449,7851
60b1-7fed-2f82-9a1c-aa7d,0.000364255,13319,6724
f51b-24b0-16ac-2527-54cf,0.00023815,15036,12982
ae39-db2c-fee2-e25a-12e1,0.00858307,3041,2653
225e-9895-280d-2706-826f,0.000729333,8652,4197
c4fe-ecdc-d921-f480-86f8,0.000549316,5825,16528
839f-e99b-aba9-9a4b-ec2,0.000354013,12556,9245
fcd0-21b8-c373-24dd-48bf,0.000353894,18467,13829
45e2-9d61-6a12-e21-443f,0.00214196,3840,4261
cf68-7b40-cf3-9349-76a,0.000520365,6569,6178
6627-5847-f446-3f49-4cc7,0.000816118,10205,4311
7b3f-c2e8-3662-26e8-5d33,0.000541923,3858,19960
9132-d9eb-ee22-fb44-e80c,0.000602136,7211,6421
303-da3c-a7ad-3965-124,0.000411987,9028,12975
2a41-28e3-e91f-1863-2427,0.000522316,11897,5068
4cc9-9f2e-2f95-306-fe2b,0.000144676,24717,5026
145a-609-d867-bc07-3f6f,0.00462963,889,14803
d98b-c0e7-bdf9-20f-6b7e,0.000468328,11753,7023
6b96-514d-e6aa-4517-e8ff,0.000685871,3343,11421
360a-b029-d281-24de-e4a1,0.000541923,9440,18284
ba26-33ec-1d77-781f-35fb,0.000771605,5037,10339
d946-4efd-4eb9-5d15-db2c,0.000411987,20150,16931
dbc8-a576-fad9-4924-9b33,0.000611735,5360,7669
6b3c-ec7b-19e4-bf55-171b,0.00023593,15143,10869
835-3c3a-b202-5c03-5146,0.000411987,10789,13430
cf13-f44c-8634-a458-813b,0.000305868,17968,10095
ad85-56af-e76f-23d4-57bf,0.000713988,10710,6658
832a-84e2-5e7a-9d0f-4437,0.000353894,17379,16364
7595-a544-8072-2797-147,0.000353894,7947,10779
4970-8f7-9e96-65a7-5608,0.09216,1900,5557
e117-8474-7ee2-c90e-9e1a,0.000353894,7614,16774
f0e1-4c39-22fc-4f5b-e948,0.000685871,13076,8490
b972-bfae-a370-3855-88bd,0.0003375,21153,5286
be3e-cbba-3d81-4cca-b360,0.000825976,2073,5860
fbc8-b89a-3713-d0be-1d21,0.00023815,16214,12733
9c3c-172d-b863-8fa-2466,0.000549316,9758,14731
4e3f-54a-1bce-6a2-e45,0.000509779,12146,10077
d4c0-7f07-d72b-9fb4-20a3,0.000976562,2680,19767
d21a-b808-6628-70-f345,0.000411987,7860,15448
c2a2-d93d-5f48-31d9-151d,0.25,122,8128
d20a-efd9-252c-3152-21b3,0.000102997,28272,5060
eff9-1c9-9163-4d1d-2285,0.000559624,9707,4091
a356-b40f-fd9f-49c3-2d73,0.00030899,15102,10617
9a40-c76f-6523-cbd7-46b6,0.000353894,20085,14778
8b4a-fa88-b09d-f364-346f,0.000754371,4759,7969
d736-699f-c6dc-3a9b-8bf,0.000411987,16734,17407
2f6b-5b26-c61d-27c7-49ab,0.000771605,2973,8874
43fa-73d1-1e9a-46f1-1636,0.000880898,1614,10095
1a6a-a44a-b586-e146-dee5,0.000267918,14629,8208
96ab-6204-9920-8235-29ef,0.00308642,1735,6905
377-1435-6a7e-2fd0-aea8,0.000381039,14802,11427
b273-cdb4-4179-6870-1f85,0.00146484,5568,9304
628c-6a54-8bc0-27e9-21be,0.000686646,11741,7632
d941-cc2b-976e-3774-aa78,0.000530842,12796,14513
366c-2e18-648b-a0ea-5de8,0.000411987,17346,11020
1333-8287-dd3f-a048-4f15,0.000353894,16777,13854
cab9-52bb-1cc9-c32-bb2c,0.000424816,10010,6911
473f-a14f-62d2-dead-d8c4,0.000381039,13137,11826
d4a-702d-a6e4-19c7-9ace,0.00018963,22910,5208
26ce-6ef7-73a6-40e-f3f,0.00028331,19926,7438
ab94-6344-c6cd-1f3a-6752,0.0009,2483,3242
d60c-e1f5-3619-3807-c179,0.0032,4586,7834
8a50-a44e-ced2-6311-a926,0.000509779,16849,9930
bef2-3f-baca-e0ae-469a,0.000428669,13053,12749
2c6-9b47-fc30-96d8-cd9f,0.000611735,8130,8123
2ba-2271-5b24-9a74-2766,0.000864,5413,4536
bd59-9e14-f624-b989-34ec,0.00030899,17081,17827
c3c3-d550-31c3-2582-3586,0.000874412,1821,3772
bbb5-5a74-59ce-91b4-62d9,0.000509779,10277,9768
39d9-ffce-e0e2-6d0-9b1c,0.000267918,17506,11990
8889-5b96-759c-e257-ed4b,0.00292969,4586,9500
d876-df4b-81ba-5dc1-3764,0.000611735,13883,9974
14cd-3578-5643-92cd-eac0,0.000411987,17130,11843
66f2-7f05-da-b660-6071,0.000530842,21190,12431
4c6d-d70a-1c13-6e63-1f37,0.000541923,7649,17828
480c-d555-9e3d-48e7-8bb5,0.000609663,10264,9151
39f1-7a54-bd21-b4f1-799c,0.00634656,6026,4777
4cd5-9908-e9ea-9f6-4df9,0.000353894,11470,12662
6136-18b-5e9f-43d8-60a2,0.000549316,11010,8449
ce35-90ad-f9aa-b81f-9aa3,0.000734082,5577,8605
433a-5e72-b33b-b4b8-69ad,0.000685871,5908,8600
3a16-7ea8-a7ef-1463-1c69,0.00293269,6888,2202
ef66-9fcd-1e6b-8aa6-5564,0.000541923,6154,18153
1d84-c9d1-cb93-642c-555d,0.000754371,5628,6631
6ce4-9e43-d405-14d3-b2a6,0.000796262,5359,15574
f06f-5a3f-61b0-bd0-3eb3,0.000267918,16523,11860
e66b-4da6-6600-21e6-6c57,0.105469,2075,6261
8c01-5fe3-59b5-471c-6fc7,0.000686646,10803,5180
7e2a-9c16-1101-6a04-1516,0.000853333,4646,7646
4461-56bf-1b70-3bf4-8d64,0.000734082,2516,8623
bc4d-c7cb-cdea-d7bd-3c0,0.000611735,7798,8951
5b4e-637c-2ec3-ab59-bf6d,0.00030899,15214,12224
a28a-527-5b57-7f31-c04e,0.000734082,10978,9320
1fe2-1ec7-906c-c710-4fe8,0.000880898,3654,2787
ba37-4ae8-c43-afd1-ce52,0.000549316,13198,14665
836e-6c1e-961e-5158-43db,0.00023593,11005,13335
66c4-6b2b-5d27-c21b-ea5c,0.000411987,7503,17729
1d75-e5e4-33dc-3656-7cd1,0.000734082,9625,8888
3683-7b31-37fa-cca1-cc89,0.000541923,11373,10534
7bd5-667f-7930-232c-2f20,0.00023593,14650,15368
d130-89f0-9a4b-2e57-4c0b,0.000530842,7745,16255
84a7-4bcd-31ef-b884-8223,0.00023593,12222,14272
f5a4-35d9-7cc-5dd5-2d9c,0.0016726,5635,3787
7557-8779-c778-ee87-aaa5,0.00102881,3272,9852
f698-bfb7-3496-90e3-ee0f,0.000868056,3073,6733
43bc-8a00-e183-4b88-e7d5,0.000195882,27134,5842
5cf3-9b36-db84-9189-2c19,0.000428669,8376,8975
c993-122b-41a3-36f-c4bc,0.000541923,4238,17890
fb2-bf6e-260d-67ad-53ca,0.000183521,14779,8815
c59f-c25a-1623-41cc-7a47,5.72205e-05,27430,3660
8adf-6870-f3ee-cc82-6bdf,0.000281632,16441,7332
b8aa-dc34-2b4d-deb7-43e1,0.000549316,6425,13280
7f17-b06f-ef4a-5ce1-63a9,0.000530842,13292,13464
7e5c-f31-d92a-a9aa-ede9,0.000541923,4859,14610
c70-c850-2c48-8fae-1027,0.00025489,16676,10964
5ce5-d67d-1b58-ddbc-7c11,0.000281632,20801,8062
c565-4055-ac85-d7e3-96dd,0.000771605,4243,9473
93f7-9fb1-28ab-324f-ac08,0.000880898,1513,9027
451e-158b-34cb-f1a3-ed6e,0.0009375,309,4827
4397-5ae-bd75-6c42-37fe,0.000428669,8107,10017
697d-1a90-6c4f-818-7101,0.00025489,16505,9262
c8a5-95a4-d3e3-ed4b-4f78,0.00030899,6021,12796
7537-5b1c-6160-b8e4-ccd3,0.000734082,10048,7953
7f24-fc7b-d282-3c9a-68bd,0.000428669,9980,11077
934c-8ea5-4ed7-f97e-1e25,0.000419718,14596,4564
c115-5427-f2c3-48de-e39b,0.000917751,801,4399
2a6b-53cf-9ed0-6e3f-1c01,0.00355556,2960,6960
cb8f-18b-aaa6-1a66-fb09,0.000411987,6665,16045
fea9-a912-43a8-7ae5-893,0.000578704,11386,3966
1024-ebd6-345-5f55-a765,0.000267918,13134,9956
5e9-b6c5-11af-1b04-d9d0,0.00030899,12362,11986
6d0b-645e-1c9e-8904-6e6e,0.000804663,5097,7731
269c-bdad-5eac-18f5-fc0e,0.000541923,10861,18464
83c3-91d7-4a1a-5d57-6d85,0.000743378,4618,6570
e64e-83f3-2b32-44fa-9ce8,0.00030899,24313,15022
c0b1-c289-82c8-3d03-521e,0.000530842,14876,13224
5023-c0c7-e3f6-9a3d-1e1e,0.000367041,21186,8532
517b-808b-a212-7cae-c585,0.000411987,17421,13791
8a15-f069-e4bd-54d2-4b1c,0.000178497,13264,4747
ebb8-d6c9-d1d5-6e81-13cd,0.000734082,4841,8224
23f3-bea4-d494-7e9-58e1,0.000305868,16285,8797
f2b2-5965-d96c-94c4-d613,0.00023593,15301,13546
9ef1-d3bf-7a02-c6a-ce80,0.000211689,10778,12275
a06-7a83-f5c2-9f5d-909b,0.000411987,16772,14466
50e-8b16-6764-d6e3-f997,0.000267918,14618,9782
111c-4278-5c25-ea88-d73c,0.000541923,5319,15164
3238-8979-aafb-ac3a-95e4,0.000530842,13225,13744
e6ff-2fcc-f4-4324-1a54,0.000353894,11229,14521
d831-755c-a3ce-832c-2196,0.000440449,17796,7448
39b2-fca8-c5d6-6615-350d,0.00063504,12218,5044
46d9-7dcb-7778-425f-8b42,0.00064373,7868,7204
5940-ce80-9dc8-c61f-c205,0.000353894,15277,13373
2c84-72e6-4833-f25a-d8fb,0.000642426,10503,6690
3024-91e5-4882-7857-843f,0.000530842,8898,13382
4c5f-8f30-e120-8d0b-cc04,0.000411987,15184,16164
ee67-fc04-96fa-abda-7449,0.000603497,7292,7391
c32c-dd66-abf9-bb3e-f5d6,0.00023593,10715,12424
6537-ab23-2a46-33ce-64b4,0.00063504,6775,5137
fda2-4c92-43be-a99b-7d1,0.000602428,15490,3760
3994-7593-d75c-a24d-fdf2,0.000549316,5088,13927
9fce-e349-1856-914b-8e6d,0.000549316,7928,14892
d40-242b-27f9-fe2e-4e04,0.00023815,13026,12981
6b66-8da-344e-935f-708,0.000549316,5450,12497
