-15683,0.0,00101001100001101011011000101010011100010011111010010011101010111110011110101101
-3920,0.0,00101001100001101011011000101010011100010011111010010011101010111110011110101101
-3918,0.000424816,00101001100001101011011000101010011100010011111010010011101010111110011110101101
-3915,0.000424816,00101001100001101011011000101010011100010011111010010011101010111110011110101101
-3914,0.00368487,01101001100001101011111000001001111100010111111010010011100011111110011110101011
-3841,0.00368487,01101001100001101011111000001001111100010111111010010011100011111110011110101011
-3840,0.0192,01111111100001101011101000001001111100010101111011110011100011111110011011101011
-3788,0.0192,01111111100001101011101000001001111100010101111011110011100011111110011011101011
-3787,0.0384,01011111100001101011101000011001111100010101111011110010100011111101111011101011
-3635,0.0384,01111111100001101001101000011001111100010101111011110010100011111101111011101011
-3634,0.0625,01011111100001101001101000011001111100110100111011110000100011111101111010101011
-3560,0.0625,00110111100001001001110000101011101101011100111111000000110010011001101010101011
-3559,0.125,00110111100001001001010000111011101111011100111011000000110010011011101010101001
-3549,0.125,01110111000001001001010000111011101111111100111010000000110010011111101010101101
-3548,0.296296,10110111000001001000010000110011111111111100111011000010110010001111111000100101
-1,0.296296,10000110110101000010010100010010010001111101110111001110000001001011100010101101
0,1,10000110110101100010000100010010010101011101110111001110000001001010100010101101
