HammingDist,NumFit,SampledStates,ProportionFit,ExhaustiveSearch,TotalFit,FitPerState
1,80,80,1,1,70.1552,0.87694
2,3136,3160,0.992405,1,2476.61,0.783738
3,80689,82160,0.982096,1,58551.6,0.712653
4,1536183,1.58158e+06,0.971296,1,1.04038e+06,0.657809
5,1922049,2e+06,0.961024,0,1.22996e+06,0.614979
6,1902805,2e+06,0.951403,0,1.16197e+06,0.580983
7,1886059,2e+06,0.943029,0,1.10799e+06,0.553993
8,1870389,2e+06,0.935195,0,1.06426e+06,0.532129
9,1857162,2e+06,0.928581,0,1.02861e+06,0.514306
10,1844613,2e+06,0.922307,0,998663,0.499332
11,1835036,2e+06,0.917518,0,975240,0.48762
12,1825001,2e+06,0.912501,0,954088,0.477044
13,1816318,2e+06,0.908159,0,936414,0.468207
14,1808626,2e+06,0.904313,0,921563,0.460782
15,1801134,2e+06,0.900567,0,908465,0.454232
16,1792715,2e+06,0.896358,0,896747,0.448374
17,1787858,2e+06,0.893929,0,887328,0.443664
18,1780216,2e+06,0.890108,0,877948,0.438974
19,1773414,2e+06,0.886707,0,869059,0.43453
20,1768888,2e+06,0.884444,0,861828,0.430914
21,1762293,2e+06,0.881147,0,854944,0.427472
22,1756590,2e+06,0.878295,0,848227,0.424114
23,1750827,2e+06,0.875413,0,842001,0.421001
24,1744505,2e+06,0.872252,0,835448,0.417724
25,1739593,2e+06,0.869796,0,830404,0.415202
26,1734360,2e+06,0.86718,0,825054,0.412527
27,1728559,2e+06,0.864279,0,820012,0.410006
28,1723220,2e+06,0.86161,0,814803,0.407402
29,1717984,2e+06,0.858992,0,809987,0.404994
30,1714385,2e+06,0.857193,0,806201,0.4031
31,1708907,2e+06,0.854453,0,801664,0.400832
32,1703858,2e+06,0.851929,0,797315,0.398657
33,1700066,2e+06,0.850033,0,793859,0.39693
34,1695955,2e+06,0.847978,0,790120,0.39506
35,1692768,2e+06,0.846384,0,786996,0.393498
36,1688071,2e+06,0.844036,0,783347,0.391673
37,1683333,2e+06,0.841666,0,779885,0.389943
38,1679754,2e+06,0.839877,0,776967,0.388483
39,1677173,2e+06,0.838587,0,774334,0.387167
40,1674834,2e+06,0.837417,0,772394,0.386197
