HammingDist,NumFit,SampledStates,ProportionFit,ExhaustiveSearch,TotalFit,FitPerState
1,79,80,0.9875,1,65.1767,0.814708
2,3100,3160,0.981013,1,2219.7,0.702435
3,80213,82160,0.976302,1,51944.7,0.632239
4,1536900,1.58158e+06,0.97175,1,926980,0.58611
5,1933529,2e+06,0.966765,0,1.10755e+06,0.553775
6,1922478,2e+06,0.961239,0,1.06038e+06,0.530191
7,1909491,2e+06,0.954746,0,1.02307e+06,0.511533
8,1897581,2e+06,0.94879,0,994185,0.497093
9,1883424,2e+06,0.941712,0,968591,0.484296
10,1870296,2e+06,0.935148,0,947600,0.4738
11,1857237,2e+06,0.928619,0,929290,0.464645
12,1844408,2e+06,0.922204,0,913243,0.456621
13,1831248,2e+06,0.915624,0,899272,0.449636
14,1819659,2e+06,0.909829,0,886732,0.443366
15,1808833,2e+06,0.904416,0,875833,0.437916
16,1797229,2e+06,0.898614,0,865435,0.432717
17,1787274,2e+06,0.893637,0,856149,0.428074
18,1776329,2e+06,0.888165,0,847339,0.42367
19,1768263,2e+06,0.884131,0,840313,0.420156
20,1760455,2e+06,0.880228,0,833623,0.416812
21,1751480,2e+06,0.87574,0,826532,0.413266
22,1744417,2e+06,0.872209,0,821024,0.410512
23,1736610,2e+06,0.868305,0,815139,0.407569
24,1730013,2e+06,0.865007,0,809948,0.404974
25,1724178,2e+06,0.862089,0,805593,0.402796
26,1717372,2e+06,0.858686,0,800910,0.400455
27,1712331,2e+06,0.856166,0,796892,0.398446
28,1707952,2e+06,0.853976,0,793742,0.396871
29,1703694,2e+06,0.851847,0,790566,0.395283
30,1700075,2e+06,0.850038,0,788142,0.394071
31,1696130,2e+06,0.848065,0,785373,0.392686
32,1692315,2e+06,0.846158,0,783160,0.39158
33,1689407,2e+06,0.844704,0,780820,0.39041
34,1687110,2e+06,0.843555,0,779427,0.389713
35,1684105,2e+06,0.842052,0,777655,0.388828
36,1681800,2e+06,0.8409,0,776049,0.388025
37,1681171,2e+06,0.840585,0,775655,0.387827
38,1678032,2e+06,0.839016,0,774295,0.387147
39,1676922,2e+06,0.838461,0,773678,0.386839
40,1675077,2e+06,0.837538,0,772533,0.386266
