HammingDist,NumFit,SampledStates,ProportionFit,ExhaustiveSearch,TotalFit,FitPerState
1,352,384,0.916667,1,304.705,0.793502
2,62232,73536,0.846279,1,46532.7,0.632788
3,787386,1e+06,0.787386,0,505878,0.505878
4,738781,1e+06,0.738781,0,406670,0.40667
5,700506,1e+06,0.700506,0,330259,0.330259
6,669196,1e+06,0.669196,0,270346,0.270346
7,643277,1e+06,0.643277,0,223468,0.223468
8,622489,1e+06,0.622489,0,185261,0.185261
9,605777,1e+06,0.605777,0,156312,0.156312
10,591288,1e+06,0.591288,0,131667,0.131667
11,580011,1e+06,0.580011,0,111851,0.111851
12,569126,1e+06,0.569126,0,95474.6,0.0954746
13,561142,1e+06,0.561142,0,82477.6,0.0824776
14,552711,1e+06,0.552711,0,71141.7,0.0711417
15,545625,1e+06,0.545625,0,61990.2,0.0619902
16,539557,1e+06,0.539557,0,54030.5,0.0540305
17,533451,1e+06,0.533451,0,47299.1,0.0472991
18,528477,1e+06,0.528477,0,41892.5,0.0418925
19,522716,1e+06,0.522716,0,36560.9,0.0365609
20,517857,1e+06,0.517857,0,32563.8,0.0325638
21,513469,1e+06,0.513469,0,28726.1,0.0287261
22,509101,1e+06,0.509101,0,25614.2,0.0256142
23,504687,1e+06,0.504687,0,22924.9,0.0229249
24,499447,1e+06,0.499447,0,20390.5,0.0203905
25,495588,1e+06,0.495588,0,18279.2,0.0182792
26,491164,1e+06,0.491164,0,16381.7,0.0163817
27,485749,1e+06,0.485749,0,14447.3,0.0144473
28,483587,1e+06,0.483587,0,13079.1,0.0130791
29,479122,1e+06,0.479122,0,11631.5,0.0116315
30,475497,1e+06,0.475497,0,10484,0.010484
31,471195,1e+06,0.471195,0,9239.59,0.00923959
32,467624,1e+06,0.467624,0,8382.27,0.00838227
33,464468,1e+06,0.464468,0,7559.58,0.00755958
34,459662,1e+06,0.459662,0,6938.99,0.00693899
35,456760,1e+06,0.45676,0,6035.72,0.00603572
36,454241,1e+06,0.454241,0,5625.89,0.00562589
37,450437,1e+06,0.450437,0,5084.27,0.00508427
38,447466,1e+06,0.447466,0,4530.89,0.00453089
39,443597,1e+06,0.443597,0,4071.67,0.00407167
40,440664,1e+06,0.440664,0,3627.49,0.00362749
41,438826,1e+06,0.438826,0,3323.81,0.00332381
42,434788,1e+06,0.434788,0,3000.91,0.00300091
43,431315,1e+06,0.431315,0,2774.53,0.00277453
44,428971,1e+06,0.428971,0,2470.26,0.00247026
45,426396,1e+06,0.426396,0,2305.46,0.00230546
46,423746,1e+06,0.423746,0,2008.08,0.00200808
47,421236,1e+06,0.421236,0,1870.57,0.00187057
48,418732,1e+06,0.418732,0,1709.08,0.00170908
49,417248,1e+06,0.417248,0,1540.73,0.00154073
50,414055,1e+06,0.414055,0,1414.74,0.00141474
51,413341,1e+06,0.413341,0,1294.59,0.00129459
52,410122,1e+06,0.410122,0,1186.35,0.00118635
53,408437,1e+06,0.408437,0,1084.45,0.00108445
54,406498,1e+06,0.406498,0,998.968,0.000998968
55,405166,1e+06,0.405166,0,912.618,0.000912618
56,403530,1e+06,0.40353,0,791.377,0.000791377
57,400443,1e+06,0.400443,0,750.7,0.0007507
58,399324,1e+06,0.399324,0,701.924,0.000701924
59,396744,1e+06,0.396744,0,651.394,0.000651394
60,395915,1e+06,0.395915,0,592.995,0.000592995
61,394239,1e+06,0.394239,0,544.96,0.00054496
62,392891,1e+06,0.392891,0,508.902,0.000508902
63,392400,1e+06,0.3924,0,432.554,0.000432554
64,390782,1e+06,0.390782,0,426.556,0.000426556
65,388814,1e+06,0.388814,0,402.686,0.000402686
66,387383,1e+06,0.387383,0,363.767,0.000363767
67,387004,1e+06,0.387004,0,351.316,0.000351316
68,385481,1e+06,0.385481,0,339.717,0.000339717
69,385152,1e+06,0.385152,0,297.535,0.000297535
70,383613,1e+06,0.383613,0,267.658,0.000267658
71,382494,1e+06,0.382494,0,267.223,0.000267223
72,381524,1e+06,0.381524,0,246.283,0.000246283
73,380188,1e+06,0.380188,0,219.892,0.000219892
74,379635,1e+06,0.379635,0,215.256,0.000215256
75,379221,1e+06,0.379221,0,204.915,0.000204915
76,377959,1e+06,0.377959,0,191.938,0.000191938
77,376355,1e+06,0.376355,0,175.15,0.00017515
78,375732,1e+06,0.375732,0,179.147,0.000179147
79,375190,1e+06,0.37519,0,170.764,0.000170764
80,375637,1e+06,0.375637,0,154.457,0.000154457
81,375072,1e+06,0.375072,0,152.197,0.000152197
82,374100,1e+06,0.3741,0,141.76,0.00014176
83,373366,1e+06,0.373366,0,139.383,0.000139383
84,372578,1e+06,0.372578,0,133.664,0.000133664
85,372545,1e+06,0.372545,0,123.048,0.000123048
86,371313,1e+06,0.371313,0,121.637,0.000121637
87,372125,1e+06,0.372125,0,114.79,0.00011479
88,370688,1e+06,0.370688,0,108.827,0.000108827
89,370145,1e+06,0.370145,0,105.379,0.000105379
90,369957,1e+06,0.369957,0,102.472,0.000102472
91,370270,1e+06,0.37027,0,99.8465,9.98465e-05
92,369935,1e+06,0.369935,0,94.8149,9.48149e-05
93,369328,1e+06,0.369328,0,92.9287,9.29287e-05
94,369005,1e+06,0.369005,0,92.6894,9.26894e-05
95,368540,1e+06,0.36854,0,92.2976,9.22976e-05
96,368212,1e+06,0.368212,0,84.036,8.4036e-05
97,368257,1e+06,0.368257,0,84.6194,8.46194e-05
98,367887,1e+06,0.367887,0,82.5579,8.25579e-05
99,368084,1e+06,0.368084,0,81.5668,8.15668e-05
100,368096,1e+06,0.368096,0,79.3145,7.93145e-05
101,367899,1e+06,0.367899,0,77.2568,7.72568e-05
102,367637,1e+06,0.367637,0,75.9371,7.59371e-05
103,367110,1e+06,0.36711,0,72.896,7.2896e-05
104,366957,1e+06,0.366957,0,73.9453,7.39453e-05
105,367287,1e+06,0.367287,0,71.6717,7.16717e-05
106,366342,1e+06,0.366342,0,71.134,7.1134e-05
107,366542,1e+06,0.366542,0,68.8683,6.88683e-05
108,366427,1e+06,0.366427,0,68.9627,6.89627e-05
109,367028,1e+06,0.367028,0,67.573,6.7573e-05
110,366251,1e+06,0.366251,0,66.5136,6.65136e-05
111,367031,1e+06,0.367031,0,65.0777,6.50777e-05
112,367247,1e+06,0.367247,0,64.6047,6.46047e-05
113,366116,1e+06,0.366116,0,64.2778,6.42778e-05
114,366522,1e+06,0.366522,0,62.5155,6.25155e-05
115,366897,1e+06,0.366897,0,62.9576,6.29576e-05
116,365995,1e+06,0.365995,0,62.353,6.2353e-05
