HammingDist,NumFit,SampledStates,ProportionFit,ExhaustiveSearch,TotalFit,FitPerState
1,143,192,0.744792,1,142.867,0.7441
2,10335,18336,0.563645,1,10312.2,0.562403
3,504208,1.16128e+06,0.434183,1,502266,0.43251
4,680715,2e+06,0.340357,0,676705,0.338353
5,544216,2e+06,0.272108,0,539750,0.269875
6,443859,2e+06,0.22193,0,439040,0.21952
7,368610,2e+06,0.184305,0,363615,0.181808
8,310547,2e+06,0.155274,0,305363,0.152681
9,265172,2e+06,0.132586,0,259966,0.129983
10,229809,2e+06,0.114905,0,224563,0.112282
11,202895,2e+06,0.101447,0,197626,0.0988129
12,180113,2e+06,0.0900565,0,174872,0.0874362
13,162809,2e+06,0.0814045,0,157570,0.0787851
14,148364,2e+06,0.074182,0,143133,0.0715666
15,135598,2e+06,0.067799,0,130436,0.0652181
16,125876,2e+06,0.062938,0,120685,0.0603427
17,116887,2e+06,0.0584435,0,111753,0.0558765
18,109125,2e+06,0.0545625,0,104031,0.0520154
19,103172,2e+06,0.051586,0,98080.8,0.0490404
20,98536,2e+06,0.049268,0,93429.3,0.0467147
21,94168,2e+06,0.047084,0,89041.6,0.0445208
22,89679,2e+06,0.0448395,0,84603.4,0.0423017
23,87126,2e+06,0.043563,0,81979.2,0.0409896
24,83747,2e+06,0.0418735,0,78646.2,0.0393231
25,81180,2e+06,0.04059,0,76079.6,0.0380398
26,79189,2e+06,0.0395945,0,74050.7,0.0370253
27,77245,2e+06,0.0386225,0,72108.8,0.0360544
28,76001,2e+06,0.0380005,0,70765.4,0.0353827
29,74946,2e+06,0.037473,0,69675.9,0.0348379
30,73715,2e+06,0.0368575,0,68401.4,0.0342007
31,72960,2e+06,0.03648,0,67596.1,0.033798
32,71978,2e+06,0.035989,0,66585.9,0.0332929
33,71189,2e+06,0.0355945,0,65753.2,0.0328766
34,71177,2e+06,0.0355885,0,65669.7,0.0328348
35,70642,2e+06,0.035321,0,65075.8,0.0325379
36,70349,2e+06,0.0351745,0,64731.5,0.0323658
37,69824,2e+06,0.034912,0,64163.6,0.0320818
38,69757,2e+06,0.0348785,0,64024.2,0.0320121
39,69659,2e+06,0.0348295,0,63860.2,0.0319301
40,69007,2e+06,0.0345035,0,63185.1,0.0315926
41,68893,2e+06,0.0344465,0,63041.2,0.0315206
42,69244,2e+06,0.034622,0,63306.3,0.0316532
43,69531,2e+06,0.0347655,0,63505.9,0.031753
44,69888,2e+06,0.034944,0,63747.6,0.0318738
45,69229,2e+06,0.0346145,0,63082.8,0.0315414
46,69254,2e+06,0.034627,0,63081.1,0.0315406
47,69861,2e+06,0.0349305,0,63597.7,0.0317989
48,69870,2e+06,0.034935,0,63524.9,0.0317625
49,70121,2e+06,0.0350605,0,63711.2,0.0318556
50,69807,2e+06,0.0349035,0,63384.8,0.0316924
51,70701,2e+06,0.0353505,0,64175.2,0.0320876
52,70944,2e+06,0.035472,0,64366.9,0.0321834
53,71208,2e+06,0.035604,0,64548.9,0.0322745
54,71062,2e+06,0.035531,0,64367.6,0.0321838
55,71211,2e+06,0.0356055,0,64473.6,0.0322368
56,71528,2e+06,0.035764,0,64730.7,0.0323654
57,71663,2e+06,0.0358315,0,64809.4,0.0324047
58,71791,2e+06,0.0358955,0,64897.6,0.0324488
59,72458,2e+06,0.036229,0,65483.2,0.0327416
60,72268,2e+06,0.036134,0,65279.1,0.0326395
61,72286,2e+06,0.036143,0,65266.3,0.0326331
62,72395,2e+06,0.0361975,0,65337.7,0.0326688
63,72886,2e+06,0.036443,0,65760.4,0.0328802
64,73535,2e+06,0.0367675,0,66327.5,0.0331638
65,73055,2e+06,0.0365275,0,65885.5,0.0329427
66,73056,2e+06,0.036528,0,65830.4,0.0329152
67,73331,2e+06,0.0366655,0,66080.8,0.0330404
68,73908,2e+06,0.036954,0,66577.5,0.0332887
69,74014,2e+06,0.037007,0,66668.7,0.0333343
70,73893,2e+06,0.0369465,0,66532.4,0.0332662
71,74311,2e+06,0.0371555,0,66897.1,0.0334486
72,74502,2e+06,0.037251,0,67046.5,0.0335232
73,74370,2e+06,0.037185,0,66914.5,0.0334572
74,74328,2e+06,0.037164,0,66855.5,0.0334278
75,74174,2e+06,0.037087,0,66705.3,0.0333526
76,74518,2e+06,0.037259,0,67002.8,0.0335014
77,74344,2e+06,0.037172,0,66830.9,0.0334155
78,74810,2e+06,0.037405,0,67261.1,0.0336306
79,74515,2e+06,0.0372575,0,66985.6,0.0334928
80,74327,2e+06,0.0371635,0,66799.3,0.0333997
81,74509,2e+06,0.0372545,0,66949.7,0.0334749
82,74845,2e+06,0.0374225,0,67236,0.033618
83,74885,2e+06,0.0374425,0,67265.9,0.033633
84,74587,2e+06,0.0372935,0,66985.8,0.0334929
85,74926,2e+06,0.037463,0,67280.3,0.0336402
86,74438,2e+06,0.037219,0,66849.5,0.0334248
87,74389,2e+06,0.0371945,0,66781.9,0.0333909
88,74458,2e+06,0.037229,0,66852.9,0.0334265
89,74055,2e+06,0.0370275,0,66483.5,0.0332418
90,74337,2e+06,0.0371685,0,66728.4,0.0333642
91,74314,2e+06,0.037157,0,66695.9,0.033348
92,73967,2e+06,0.0369835,0,66388.7,0.0331943
93,73593,2e+06,0.0367965,0,66081.7,0.0330409
94,73463,2e+06,0.0367315,0,65932.3,0.0329661
95,73515,2e+06,0.0367575,0,65997.6,0.0329988
96,73213,2e+06,0.0366065,0,65689.3,0.0328447
