HammingDist,NumFit,SampledStates,ProportionFit,ExhaustiveSearch,TotalFit,FitPerState
1,69,80,0.8625,1,68.3281,0.854102
2,2235,3160,0.707278,1,2194.5,0.694462
3,47200,82160,0.574489,1,45962,0.559421
4,739965,1.58158e+06,0.467864,1,714798,0.451952
5,767260,2e+06,0.38363,0,735544,0.367772
6,634899,2e+06,0.317449,0,604222,0.302111
7,530052,2e+06,0.265026,0,501081,0.25054
8,446999,2e+06,0.223499,0,419946,0.209973
9,380129,2e+06,0.190064,0,354923,0.177462
10,327470,2e+06,0.163735,0,304113,0.152056
11,284823,2e+06,0.142411,0,263148,0.131574
12,248994,2e+06,0.124497,0,228945,0.114473
13,219933,2e+06,0.109966,0,201302,0.100651
14,196641,2e+06,0.0983205,0,179221,0.0896103
15,176803,2e+06,0.0884015,0,160483,0.0802414
16,160545,2e+06,0.0802725,0,145156,0.072578
17,147023,2e+06,0.0735115,0,132455,0.0662276
18,135492,2e+06,0.067746,0,121657,0.0608285
19,125494,2e+06,0.062747,0,112351,0.0561756
20,117637,2e+06,0.0588185,0,104998,0.052499
21,110574,2e+06,0.055287,0,98426.6,0.0492133
22,105035,2e+06,0.0525175,0,93235.7,0.0466179
23,100207,2e+06,0.0501035,0,88729.4,0.0443647
24,96631,2e+06,0.0483155,0,85379,0.0426895
25,92427,2e+06,0.0462135,0,81498.8,0.0407494
26,89769,2e+06,0.0448845,0,78986.2,0.0394931
27,86699,2e+06,0.0433495,0,76150.1,0.038075
28,84410,2e+06,0.042205,0,74037.6,0.0370188
29,82592,2e+06,0.041296,0,72339.9,0.0361699
30,80645,2e+06,0.0403225,0,70518.7,0.0352594
31,78949,2e+06,0.0394745,0,68977,0.0344885
32,77755,2e+06,0.0388775,0,67848.8,0.0339244
33,75903,2e+06,0.0379515,0,66166.5,0.0330832
34,74430,2e+06,0.037215,0,64844.2,0.0324221
35,73549,2e+06,0.0367745,0,63986.9,0.0319934
36,72149,2e+06,0.0360745,0,62738.8,0.0313694
37,71112,2e+06,0.035556,0,61829,0.0309145
38,70261,2e+06,0.0351305,0,61042,0.030521
39,69139,2e+06,0.0345695,0,60046.3,0.0300232
40,67864,2e+06,0.033932,0,58910,0.029455
