-15683,0.0,11001100001011110001101010011001100011101111110100111001100100011110001000111011
-6365,0.0,11001100001011110001101010011001100011101111110100111001100100011110001000111011
-6363,0.0006615,11001100001011110001101010011001100011101111110100111001100100011110001000111011
-6346,0.0006615,11001100001011110001101010011001100011101111110100111001100100011110001000111011
-6345,0.000976562,11111110001011110000101010111001100101101111110100111001100100011110001000011011
-6312,0.000976562,11111110001011110000101010111001100101101111110100111001100100011110001000011011
-6311,0.00432,11111110001011110000101110101011100101101111100000111001100100011110001000011010
-6257,0.00432,11111110001011110000101110101011101101101111100010111101100100010110101000011010
-6256,0.01215,11111110000011110000111110101011101101101111100010101101100110010110101000011110
-6231,0.01215,11111110000011110000111110101011101101101111100010101101100110010110101000011110
-6230,0.0273375,11111110000011110000111110101011101101101111100010101101100110000110101010011110
-6216,0.0273375,11111110000011110000111110101011101101101111100010101101100110000110101010011110
-6215,0.0416667,11111110000011110000111110101011101101101111100010101101100010000110101010011010
-5866,0.0416667,11111110000011110000111110101011101101101111100010101101100010000110101010011010
-5865,0.0457764,11111110010011110000011110101011101101101111100011101001100110000010101010011010
-5853,0.0457764,11111110010011110000011110101011101101101111100011101001100110000010101010011010
-5852,0.0625,11111110010011111010011110111011101111101101100001101101100110001001011010011010
-5833,0.0625,11111110010011111010011110111011101111101101100001101101100110001001011010011010
-5832,0.0703125,11011010010011111010111110111011001111101101100001011101100110101001111010011010
-5297,0.0703125,11000011010011111010111100110011011011100110100001011011100110101101111010011010
-5296,0.0740741,11000011010011111010111101110011111010100110100001011001100010101101111010001010
-4106,0.0740741,11100100010011010011111111110001011001100111000001101001000111001101010011110011
-4105,0.0877915,11100100010001010011111111110001011000101111010001101011100111001111010011110001
-3956,0.0877915,11100101000101110011111110110000110000101111110001101001100110100110011010101001
-3955,0.296296,11100111000101110011111110010010110100101111110001001000100000100110011110111001
-1390,0.296296,11101101101111000010111101110000110010101100110111011101001010011111001111110010
-1389,0.316406,11101101101111000010011101110000101110111100110111011101001010001101001111110000
-1,0.316406,11101111111001010111011101110000010000011110111100101101001011101110101010110001
0,1,10101111110001011111011101110000010100011110001000101101001011101110101010110001
