HammingDist,NumFit,SampledStates,ProportionFit,ExhaustiveSearch,TotalFit,FitPerState
1,19,32,0.59375,1,18.375,0.574219
2,191,496,0.385081,1,180.25,0.363407
3,1324,4960,0.266935,1,1224.41,0.246856
4,7048,35960,0.195996,1,6406.12,0.178146
5,30163,201376,0.149784,1,27028.3,0.134218
6,106529,906192,0.117557,1,94401.3,0.104174
7,317634,3.36586e+06,0.0943695,1,278865,0.0828513
8,154932,2e+06,0.077466,0,134860,0.0674301
9,129272,2e+06,0.064636,0,111668,0.0558341
10,109623,2e+06,0.0548115,0,94051.5,0.0470258
11,94532,2e+06,0.047266,0,80552.6,0.0402763
12,82827,2e+06,0.0414135,0,70150.4,0.0350752
13,71949,2e+06,0.0359745,0,60669.5,0.0303348
14,65634,2e+06,0.032817,0,55137.3,0.0275686
15,59052,2e+06,0.029526,0,49484.3,0.0247421
16,54311,2e+06,0.0271555,0,45426.2,0.0227131
