GenomeID,Fitness,NumberEvolvingFitter,NumberEvolvingEqual
157-c7a5-abb6-d994-fc20,0.000771605,628,46
d2f4-f14e-48c9-5de-c61d,0.0064259,78,0
e3cf-ab04-976a-7881-c7bb,0.000565778,1314,13
b6e2-5534-1d82-28eb-675,0.000428669,2370,46
f94b-89bb-2ae8-bc05-e17a,9.48148e-05,3756,0
cba5-9fd5-8c7e-630f-1856,0.00030899,3096,135
543a-19f2-6d8b-71bc-42dd,0.00823045,61,1
6510-28c3-e4d0-8ff8-e4c8,0.000411987,2205,189
c64a-5b9d-849d-52c9-bead,0.000530842,1850,97
9cf4-a703-d89f-a7f-18bf,0.000509779,2129,16
24a0-f991-ccf2-df0a-8bd8,0.000530842,1733,92
12ef-db54-de21-6586-acb,0.000353894,2916,127
3935-ca96-338e-1e05-5a8f,0.000541923,1506,293
1857-e450-b62c-9cf4-3719,0.000367041,2748,22
f6db-68f4-c2e7-aae7-f190,0.000541923,1448,258
8382-cf87-eb21-5074-ae92,0.000771605,642,43
76f9-6363-89e6-551a-c8e9,0.00109863,174,3
c7be-1915-b774-a5da-668d,0.00113778,231,0
ab0-b51-fde4-c224-b12b,0.000530842,1771,100
6472-bdff-4de1-33f4-7cc2,0.000625,1137,0
957d-f506-bf06-aca1-a139,0.0009375,237,5
e788-d9a0-a18-a68f-8641,0.000482798,2079,35
2c0a-7d48-78bd-3623-23d7,0.000305868,3179,36
ed40-43c2-c68e-d31e-7e27,0.000771605,565,60
5a1d-f2c2-3754-d84f-577b,0.000823975,378,1
5194-b030-164f-ca51-e653,0.000549316,1365,131
3a26-c950-c7c8-564b-c0e8,0.000874412,292,2
85ff-3c9-99b0-4c8d-d6e8,0.00063504,1077,13
17d7-a6aa-c9aa-4f2b-7ef9,0.00038104,2656,68
2125-bc59-8241-d39c-407e,0.00023593,3377,16
d701-6bbe-b8d2-9ec9-c20a,0.000541923,1451,280
ca91-72c6-d212-6442-bf53,0.00035204,2860,11
a8fa-7c19-65fd-72a4-cb45,0.000611735,1211,22
c81c-8280-8c95-b8cb-b418,0.000305868,3135,27
7c17-8fcc-1fd6-34e9-2e96,0.000305868,3150,21
b49d-2115-e31-86af-8557,0.000367041,2799,18
cd85-2fa9-170-3382-a24d,0.000353894,2889,111
9d7c-1c70-230-2a12-d53b,0.000305868,3067,35
939d-b7ff-89b5-79f2-e83,0.000549316,1383,121
2520-2e90-2f98-3352-b53f,0.000541923,1450,307
8736-8315-4cd2-bd4d-d768,0.000549316,1379,145
c913-84fc-2b05-2e1b-5b1b,0.000549316,1484,141
617-c1b8-131a-8fcc-3bab,0.000611735,1080,24
1d6f-8b9a-3f99-6a42-48e7,0.00549316,60,0
ff6c-1a47-9e63-69a7-6b7d,0.00023593,3413,29
86a2-8921-71a1-6fb8-8d85,0.000520365,2116,2
33a7-2e45-6387-be1b-81d8,0.00030899,3024,113
3e36-7a7e-5f1e-f4d3-ddd9,0.000707223,857,9
f182-16ec-c7d5-d08-aaa7,0.000267918,3358,14
9c27-e6ab-9c6c-5086-f31f,0.000796263,479,35
c7f0-efc5-932d-3478-f82b,0.000305868,3125,30
333f-ba25-1b7d-5bcc-98b5,0.000411987,2425,179
21d9-6231-68c7-3f21-306c,0.00065551,1025,0
22f-c509-20fc-2a49-5cbd,0.000353894,2815,108
1b54-dfac-9dc9-f0e0-7d64,0.00308642,93,3
63cd-b422-c61a-7d74-aae5,9.64506e-05,3692,2
4676-3e92-793-e43f-2f73,0.000132305,3736,3
84f7-bf38-dfbb-6e16-3de9,0.000530842,1853,102
668f-a7e8-cd99-2ca9-255c,0.000353894,2809,106
4eee-b517-5cfc-e69c-d855,0.000609663,1231,49
84e3-2d12-16e8-8c76-1152,0.000367041,2663,28
5532-7c2a-6a52-fa33-6496,0.00032783,2910,3
73d3-4921-19ad-d0cf-2fbd,0.000669041,1000,12
411d-c5cb-4cb2-70f3-c977,0.00023593,3355,13
ac6d-c625-45a1-16bf-c058,0.000440449,2218,7
a995-7dbe-4f74-f647-eeb1,0.000549316,1355,135
18eb-a2b5-b4d6-5e8c-b974,0.00023815,3142,20
94e4-d2e7-6484-24d8-f88,0.000305868,3077,25
2a6b-4e72-3889-7c7b-9de7,0.000541923,1533,275
c95a-8995-89fc-30c4-ba63,0.000568889,1332,0
3f16-51a3-6060-fcf4-b688,0.000353894,2730,137
8506-8779-bad7-618b-948c,0.000611735,1141,60
80e5-eb48-19d1-f1b4-f2e7,0.000611735,1215,23
5009-720c-e8b4-54ae-7faa,0.00025489,3191,6
1c23-1e09-93f-a620-4ecd,0.00064373,994,31
fe2f-2173-968b-e12d-69a0,0.000108507,3718,0
457d-4ca7-7b8e-4ebd-f2c7,0.000743378,712,5
ca5b-1260-d7fe-6acc-3663,0.000338702,2875,8
ba28-c1c5-df6d-23cc-d395,0.000367041,2728,27
3eb2-c454-788b-ba40-1311,0.000240855,3422,0
6b53-849b-2571-4351-ef67,0.000541923,1548,292
466a-d872-c559-aba6-8c03,0.000812884,460,0
b347-bd8e-a7d5-2bd2-77ce,0.000734082,726,28
1e63-a0fb-d24d-59-bf80,0.000771605,569,45
d14a-b601-67c5-d207-c014,0.000212408,3531,0
843a-c38a-7677-7686-c2c,0.000411987,2319,187
6b8-f004-ed73-958b-4b19,0.000609663,1184,55
a446-736a-4f27-68d7-f0bc,0.000541923,1540,294
