HammingDist,NumFit,SampledStates,ProportionFit,ExhaustiveSearch,TotalFit,FitPerState
1,161,192,0.838542,1,160.68,0.836873
2,13069,18336,0.712751,1,13004.7,0.709242
3,711524,1.16128e+06,0.612707,1,705529,0.607544
4,1062807,2e+06,0.531404,0,1.04984e+06,0.524922
5,927792,2e+06,0.463896,0,912824,0.456412
6,817252,2e+06,0.408626,0,800871,0.400436
7,724692,2e+06,0.362346,0,707389,0.353695
8,643988,2e+06,0.321994,0,626177,0.313088
9,576385,2e+06,0.288193,0,558363,0.279181
10,517513,2e+06,0.258757,0,499370,0.249685
11,469922,2e+06,0.234961,0,451962,0.225981
12,425403,2e+06,0.212701,0,407698,0.203849
13,389806,2e+06,0.194903,0,372363,0.186182
14,356297,2e+06,0.178148,0,339343,0.169672
15,328154,2e+06,0.164077,0,311678,0.155839
16,303093,2e+06,0.151547,0,286993,0.143496
17,281516,2e+06,0.140758,0,265914,0.132957
18,262935,2e+06,0.131467,0,247735,0.123867
19,244800,2e+06,0.1224,0,230147,0.115074
20,229661,2e+06,0.114831,0,215429,0.107715
21,216159,2e+06,0.108079,0,202365,0.101183
22,204910,2e+06,0.102455,0,191479,0.0957393
23,192840,2e+06,0.09642,0,179877,0.0899387
24,183629,2e+06,0.0918145,0,171016,0.0855078
25,173915,2e+06,0.0869575,0,161743,0.0808716
26,166056,2e+06,0.083028,0,154209,0.0771047
27,158009,2e+06,0.0790045,0,146530,0.0732651
28,151399,2e+06,0.0756995,0,140198,0.0700989
29,145828,2e+06,0.072914,0,134871,0.0674354
30,139454,2e+06,0.069727,0,128818,0.0644089
31,134296,2e+06,0.067148,0,123904,0.061952
32,129789,2e+06,0.0648945,0,119630,0.0598148
33,125381,2e+06,0.0626905,0,115452,0.0577262
34,121245,2e+06,0.0606225,0,111501,0.0557506
35,117242,2e+06,0.058621,0,107729,0.0538643
36,113494,2e+06,0.056747,0,104184,0.0520922
37,110361,2e+06,0.0551805,0,101201,0.0506006
38,107301,2e+06,0.0536505,0,98315,0.0491575
39,104710,2e+06,0.052355,0,95820,0.04791
40,102624,2e+06,0.051312,0,93874.6,0.0469373
41,99927,2e+06,0.0499635,0,91300.2,0.0456501
42,97526,2e+06,0.048763,0,89045.8,0.0445229
43,95706,2e+06,0.047853,0,87321.4,0.0436607
44,94656,2e+06,0.047328,0,86295.9,0.043148
45,92141,2e+06,0.0460705,0,83956.8,0.0419784
46,90938,2e+06,0.045469,0,82769.9,0.041385
47,89366,2e+06,0.044683,0,81262.7,0.0406314
48,88088,2e+06,0.044044,0,80053.9,0.0400269
49,87045,2e+06,0.0435225,0,79063.7,0.0395318
50,86010,2e+06,0.043005,0,78082.6,0.0390413
51,84685,2e+06,0.0423425,0,76812.8,0.0384064
52,83801,2e+06,0.0419005,0,75988.4,0.0379942
53,83311,2e+06,0.0416555,0,75487.6,0.0377438
54,82180,2e+06,0.04109,0,74439.4,0.0372197
55,81176,2e+06,0.040588,0,73489.3,0.0367447
56,80855,2e+06,0.0404275,0,73138.3,0.0365692
57,80517,2e+06,0.0402585,0,72829.7,0.0364149
58,79382,2e+06,0.039691,0,71756.3,0.0358782
59,78661,2e+06,0.0393305,0,71080.1,0.03554
60,78550,2e+06,0.039275,0,70946.5,0.0354732
61,78185,2e+06,0.0390925,0,70584.6,0.0352923
62,78217,2e+06,0.0391085,0,70592.3,0.0352962
63,77495,2e+06,0.0387475,0,69919.4,0.0349597
64,77335,2e+06,0.0386675,0,69744,0.034872
65,76740,2e+06,0.03837,0,69189.9,0.034595
66,76529,2e+06,0.0382645,0,68991.8,0.0344959
67,76936,2e+06,0.038468,0,69329.3,0.0346646
68,76446,2e+06,0.038223,0,68844,0.034422
69,76014,2e+06,0.038007,0,68454.8,0.0342274
70,75880,2e+06,0.03794,0,68325.9,0.0341629
71,75437,2e+06,0.0377185,0,67907.8,0.0339539
72,75669,2e+06,0.0378345,0,68108.9,0.0340545
73,75403,2e+06,0.0377015,0,67844.7,0.0339224
74,74885,2e+06,0.0374425,0,67371.4,0.0336857
75,75277,2e+06,0.0376385,0,67717,0.0338585
76,75094,2e+06,0.037547,0,67548.8,0.0337744
77,74593,2e+06,0.0372965,0,67062.8,0.0335314
78,75176,2e+06,0.037588,0,67561,0.0337805
79,74638,2e+06,0.037319,0,67091.5,0.0335457
80,74785,2e+06,0.0373925,0,67212.6,0.0336063
81,74579,2e+06,0.0372895,0,67020.4,0.0335102
82,74119,2e+06,0.0370595,0,66608.1,0.033304
83,74668,2e+06,0.037334,0,67073.9,0.0335369
84,73964,2e+06,0.036982,0,66429.9,0.0332149
85,73934,2e+06,0.036967,0,66390.5,0.0331952
86,73803,2e+06,0.0369015,0,66278.5,0.0331393
87,73859,2e+06,0.0369295,0,66318.4,0.0331592
88,73497,2e+06,0.0367485,0,65993.4,0.0329967
89,74022,2e+06,0.037011,0,66473.2,0.0332366
90,73769,2e+06,0.0368845,0,66245.1,0.0331225
91,73516,2e+06,0.036758,0,66015.2,0.0330076
92,73757,2e+06,0.0368785,0,66222.5,0.0331112
93,73130,2e+06,0.036565,0,65640.8,0.0328204
94,73168,2e+06,0.036584,0,65667.9,0.0328339
95,73423,2e+06,0.0367115,0,65895.2,0.0329476
96,73406,2e+06,0.036703,0,65874.9,0.0329374
