-15683,0.0,11000010100100101011010110000011111011011010001100100010000000010011010100100110
-4095,0.0,11000010100100101011010110000011111011011010001100100010000000010011010100100110
-4093,0.000404728,11000010100100101011010110000011111011011010001100100010000000010011010100100110
-4092,0.000404728,11000010100100101011010110000011111011011010001100100010000000010011010100100110
-4091,0.000868056,10000111100100101011010110000011111011011010101100110010000000010011010100100110
-4056,0.000868056,10100110100100101111010111000111110111011110101100110010000000010011000100000110
-4055,0.0009375,10100110100100101110010111001111100111011110101111110010010000010011100100000110
-3892,0.0009375,10100110100100101110010111001111100111011110101111110010010000010011100100000110
-3891,0.000949436,10100110100100101110010100001101100110011110101111110010010001011011100110000110
-3828,0.000949436,10100110100100101110010100001101100110011110101111110010010001011011100110000110
-3827,0.000976562,10101110100100001110110110001101100110011000101111110010110001111001000110010110
-3809,0.000976562,10100110110100001110110110001101100110011000101111110010110001111001000110000110
-3808,0.03125,00100110110000001111110110001101000100011000101111111010110001111001000110000110
-3795,0.03125,00100110110000001111110110001101000100011000101111111010110001111001000110000110
-3794,0.125,00100110110100001111110110001101000101011100100111111010100001101001000100000110
-3724,0.125,00001110110010011011110110001001010100011011000111011110100111000000000101111011
-3723,0.131687,00001110110010011011110110001001010100011011000110011010110111010011000101111110
-3716,0.131687,00001111100010011011110110001101010100011001000110011110110111010011000111111110
-3715,0.25,00101011100010001011111110001101010100011011001110011110110111010011001110111110
-1,0.25,00010101010010011111010101101011000101000100010011101011110011110010101110110111
0,1,00010101010110001110010101101011000110000100010010101011110011110100001110110111
