HammingDist,NumFit,SampledStates,ProportionFit,ExhaustiveSearch,TotalFit,FitPerState
1,298,384,0.776042,1,271.945,0.70819
2,45300,73536,0.616025,1,37339.8,0.507775
3,499993,1e+06,0.499993,0,366191,0.366191
4,418618,1e+06,0.418618,0,267728,0.267728
5,361261,1e+06,0.361261,0,197459,0.197459
6,321063,1e+06,0.321063,0,147624,0.147624
7,294962,1e+06,0.294962,0,112409,0.112409
8,277092,1e+06,0.277092,0,86758.4,0.0867584
9,266248,1e+06,0.266248,0,67460.5,0.0674605
10,259756,1e+06,0.259756,0,53418.4,0.0534184
11,256762,1e+06,0.256762,0,42352.2,0.0423522
12,256976,1e+06,0.256976,0,34278.9,0.0342789
13,258388,1e+06,0.258388,0,28335,0.028335
14,262598,1e+06,0.262598,0,23553.2,0.0235532
15,265643,1e+06,0.265643,0,19773.3,0.0197733
16,270299,1e+06,0.270299,0,16948,0.016948
17,274168,1e+06,0.274168,0,14386.2,0.0143862
18,278865,1e+06,0.278865,0,12614.6,0.0126146
19,284894,1e+06,0.284894,0,10833.9,0.0108339
20,289232,1e+06,0.289232,0,9533.71,0.00953371
21,293092,1e+06,0.293092,0,8407.67,0.00840767
22,298183,1e+06,0.298183,0,7518.69,0.00751869
23,302423,1e+06,0.302423,0,6599.91,0.00659991
24,306365,1e+06,0.306365,0,6018.5,0.0060185
25,310423,1e+06,0.310423,0,5369.75,0.00536975
26,314250,1e+06,0.31425,0,4742.71,0.00474271
27,317557,1e+06,0.317557,0,4414.4,0.0044144
28,321677,1e+06,0.321677,0,3967.22,0.00396722
29,324140,1e+06,0.32414,0,3547.11,0.00354711
30,327659,1e+06,0.327659,0,3207.76,0.00320776
31,330485,1e+06,0.330485,0,3004.88,0.00300488
32,332098,1e+06,0.332098,0,2576.68,0.00257668
33,335310,1e+06,0.33531,0,2429.34,0.00242934
34,337597,1e+06,0.337597,0,2158.73,0.00215873
35,340326,1e+06,0.340326,0,2027.89,0.00202789
36,342162,1e+06,0.342162,0,1824.25,0.00182425
37,343911,1e+06,0.343911,0,1686.43,0.00168643
38,345798,1e+06,0.345798,0,1537.14,0.00153714
39,347966,1e+06,0.347966,0,1428.65,0.00142865
40,349120,1e+06,0.34912,0,1269.06,0.00126906
41,350525,1e+06,0.350525,0,1164.18,0.00116418
42,352136,1e+06,0.352136,0,1119.32,0.00111932
43,353368,1e+06,0.353368,0,1049.22,0.00104922
44,354606,1e+06,0.354606,0,900.628,0.000900628
45,355053,1e+06,0.355053,0,908.705,0.000908705
46,355310,1e+06,0.35531,0,806.945,0.000806945
47,357205,1e+06,0.357205,0,773.481,0.000773481
48,358058,1e+06,0.358058,0,712.766,0.000712766
49,358053,1e+06,0.358053,0,677.496,0.000677496
50,358728,1e+06,0.358728,0,651.482,0.000651482
51,360373,1e+06,0.360373,0,521.559,0.000521559
52,360067,1e+06,0.360067,0,538.698,0.000538698
53,361246,1e+06,0.361246,0,506.634,0.000506634
54,360770,1e+06,0.36077,0,439.067,0.000439067
55,361502,1e+06,0.361502,0,431.044,0.000431044
56,361629,1e+06,0.361629,0,411.955,0.000411955
