-15683,0.0,00011010000000000011000000111101010001000110100010011000001100011010001110101111
-1616,0,11101011110010000011010000111101010001000100111010111100001000110111001101010110
-1615,0.000914495,11101011110010100011010010010101010001001100111010111100001000110111111111010010
-1592,0.000914495,11101011110010100011010010010101010001001100111010111100001000110111111111010010
-1591,0.000917751,11101011000010000111010010010101010001001100111010111110101000100111110111000010
-1543,0.000917751,11101011000010000111010010010101010001001100111010111110101000100111110111000010
-1542,0.00146484,10101010000010000111000010010101010001001100111010111110001000101011110011000000
-1522,0.00146484,10101010000010000111000010010101010001001100111010111110001000101011110011000000
-1521,0.00151704,10101000100010000011010010001101010111011100111010111110001000101011110011110000
-1510,0.00151704,10101000100010000011010010001101010111011100111010111110001000101011110011110000
-1509,0.00162577,10101000100010000011010010101101010111011100111010111110001000100010110011110000
-1478,0.00162577,10101000100010000011010010101101010111011100111010111110001000100010110011110000
-1477,0.00168789,10101000100010000001000010101101010111011101111110011111001010100010110011010000
-1413,0.00168789,10101000100010000001000010101101010111011101111110011111001010100010110011010000
-1412,0.0017551,10101000100010000001000010101101010111011101111110011111001010001010110010010001
-1362,0.0017551,10101000100010000001000010101101010111011101111110011111001010001010110010010001
-1361,0.00868056,10101000100010000001000010101101010110111101011110111111001011001010110010110011
-1354,0.00868056,10101000100010000001000010101101010110111101011110111111001011001010110010110011
-1353,0.0096,10101000100110000001000010101101010110001101011110111011001011001010110010110011
-1348,0.0096,10101000100110000001000010101101010110001101011110111011001011001010110010110011
-1347,0.015625,10101110100110110001001010101110010110001101011110101011001011101010110010110011
-1157,0.015625,10101110100010111001011111101101010110000101101111100111001110101010110010001011
-1156,0.03125,11101110100010101001011011101101010110000101101011100111011111001000110010000011
-357,0.03125,01111111110010111011101111101101000010010100001100111110100110000001000011010001
-356,0.148148,01111101110011111011101010101101000010010000001110101100100110010001000011010001
-324,0.148148,00011111110011111110111010111100000001010001001110101001110010010001101011000010
-323,0.25,01011111110010111110111011111100001001010011001010101010110011010001101011000010
-288,0.25,00011011110011111110111011111000001000010111001010101011110111000001101010110010
-287,0.296296,00011011110011111010111111011000001001010111000010001011100011100001101010110010
-1,0.296296,00000101010100101010011100001001001001010101110011001011101111000001000010101011
0,1,00010101110000101010010100001001001101001101000010001001101011000000100110101011
