GenomeID,Fitness,NumberEvolvingFitter,NumberEvolvingEqual
fcd9-736a-4faf-347e-4e9a,0.000732422,1582,724
1a81-fdd9-eb9a-736d-6805,0.000305868,2899,420
dc1a-b422-91f-eeb2-bd5a,0.000734082,1147,331
7056-9c76-23dc-7975-8b28,0.00030899,4700,783
10fc-bfa4-f247-cfcd-25de,0.000771605,994,548
2643-9503-eaca-569a-16b8,0.000603497,1653,205
3116-49f7-6039-235d-19c5,0.000353894,3397,780
e25d-d9de-32fb-cd28-3079,0.000541923,2837,1364
6a1e-d827-39a4-8394-fb1b,0.000452623,2773,266
c4bf-2df4-13a5-f7ba-fb1c,0.000449698,1891,163
f656-1861-1322-1d1d-63f8,0.000732422,1234,794
4ce9-e1dd-91ec-608e-d997,8.78906e-05,5377,31
30d6-7fa4-8fd3-f95a-d31a,0.000796263,958,534
4f74-7cd4-eeab-e160-dd62,0.000231743,4794,857
c842-6e68-820f-e348-b9be,0.000468328,1888,162
59d2-3b59-b064-e9a5-34b3,0.00065437,1411,65
c7f5-6a98-e433-d199-33d3,0.00030899,3967,1286
e3e3-f1e4-c5f1-847-60df,0.000367041,3198,304
fc4a-3979-1f4e-af78-5956,0.000976562,332,1843
440d-3c54-6821-f33d-aaba,0.000948148,482,248
7236-dbea-d95f-b3ab-a93e,0.000231743,2693,821
a56b-da59-c7d3-75a2-58ad,0.000825976,770,127
5a17-b9b0-9501-c239-aced,0.000858307,524,157
6374-d9d8-c151-7c54-f6a4,0.000353895,4619,782
7c5c-3641-8f13-115e-f87a,0.000428669,3925,445
b9c9-2381-74b-7b1b-9fd5,0.00038104,2510,630
fdf0-d5c4-8e5f-d07e-9cc,0.000549316,1243,817
3095-4c4b-69dc-9353-6a1,0.000482253,3236,425
b290-6d9-b5b5-94e7-c6e7,0.000411987,2774,1405
bcf-c66a-842f-7231-9d4c,0.000541923,1491,1768
4690-ee04-5841-30f9-d879,0.000353894,2337,814
e1e9-85bf-aae7-d273-47d8,0.000428669,3719,402
23b7-2799-bc81-a360-3274,0.00023593,4882,646
6ce4-c6c9-5cc6-78a1-8f28,0.000300407,3955,274
8f2-b6d2-1d98-9f0f-157d,0.000685871,1296,460
9afe-dcc3-f0e-eb98-90dc,0.000642426,1499,136
6d93-c7f3-427a-fbea-f2e9,0.000305868,2950,397
cf0e-419e-198b-475-8ec4,0.000530842,3210,618
a8f2-9a31-ba9a-1fa4-36e7,0.000734082,954,398
cd7d-4121-dd58-c7e1-c867,0.000603497,1281,289
d78c-62df-a52b-e69a-4e77,0.000771605,1391,644
89f5-9b24-9f77-cc70-970f,0.000976562,791,1106
710b-ef88-b5a4-4e63-b769,0.000367041,4125,384
68c0-593d-60e2-5e57-86ce,0.000642426,1631,157
b902-6a3d-503b-91af-1629,0.000353894,3359,553
f02e-f920-6b08-2a52-1b2b,0.00042867,3711,409
c21d-133a-faf-dc66-3670,0.000353894,3899,439
167c-b580-8bca-386f-8d5d,0.000754371,1023,206
1c3d-f599-73b-13d8-865b,0.000530842,2793,513
e043-298d-a465-e102-699c,5.48343e-05,4042,36
e509-1832-c5e2-6ad2-df0f,0.000520365,2401,169
c583-7077-d0f0-81ec-9e9a,0.000533434,2358,118
4734-1dfe-9157-c709-ea6a,0.000642426,1930,157
4895-55b9-d03e-1985-d7a5,0.00023593,3472,672
5952-9f08-aa7d-eaa9-6612,0.000541923,2032,1515
94e7-e666-4758-fe4b-ea90,0.00133873,221,70
b929-6a6b-bc89-f079-7b86,0.000509779,2974,258
1fa2-6183-3664-114e-de4b,0.000530842,2211,718
fd59-340f-3c79-84bf-7d8e,0.000530842,3167,986
24ad-7237-5bf5-f346-a708,0.00023815,3446,549
38a7-ac70-1173-f530-9ce9,0.00030899,4229,895
d55-2ec-1d4-2251-97fa,0.000530842,1423,663
e59-b9ad-644b-973c-3a0d,0.000743379,1369,133
d4f3-dfe-e68e-a0fd-8b3b,0.00026403,3874,259
c256-5f44-6e56-3f6-2e61,0.000530842,2781,545
41ba-e280-8a78-29f2-bf75,0.000603497,2529,198
a9ec-384b-7922-e37-cf87,0.000685871,1083,309
4013-ac82-50af-6d39-4e1c,0.000359758,3807,89
c2a5-1cd-f7fd-36be-f1f7,0.000549316,1199,1029
9ed6-71b9-b714-53ae-9343,0.000353894,2924,816
8de1-4eae-308a-3b42-9dd5,0.00185394,583,108
640f-1705-2eb6-7a15-7d3f,0.000353894,2399,626
91f2-4298-47c5-4906-9647,0.000530842,2107,582
db08-6634-2a09-1acd-d411,0.000549316,1162,818
2770-b161-54cb-c76b-5523,0.000796263,1245,498
2e03-4da5-897-580c-6872,0.00144,456,220
f3da-ec21-f06c-9215-dc2b,0.000428669,2713,416
b246-6563-53d4-d184-f7c5,0.000796263,545,750
a3e0-45e5-b4fe-4d48-5202,0.000211689,4263,426
e4d3-9914-8c22-624e-ed76,0.00082944,469,94
34bc-1d3e-61a2-4a6c-3641,0.0395508,51,131
b8ad-16d0-1418-1d9e-d009,0.000482798,2178,259
9b85-5b97-9ce5-ea6b-b337,0.000868056,392,314
853f-df43-9f13-89e5-8c30,0.000530842,3123,963
a999-5d72-3162-a856-9581,0.00617284,307,373
47ff-43db-f119-e4e4-2e46,0.00042867,2545,503
99ba-aef-7798-d098-1f36,0.0007875,1123,72
1181-1cf4-b791-4581-1028,0.000411987,1799,1255
9152-ccd3-4d8b-c2b4-752a,0.000754371,1218,165
e30d-ab4-b905-d426-ef98,0.000367041,4438,304
4dc5-8e90-c6c9-c55d-5f29,0.000411987,3842,1323
e5ff-d6df-7c1d-9d91-1c60,0.000707223,583,212
28cd-1a7f-7095-e1d2-eea5,0.000771605,1160,343
22f6-7b0-4c85-e9c0-cd0d,3.38702e-05,6146,90
c04c-b411-30e5-ba1a-c5ec,0.000734082,822,285
17b5-a401-6919-cb58-db74,0.000542535,2698,376
cefb-f425-f5f3-3f90-d5f7,0.000211689,3828,512
5d0a-6eab-6159-a98f-586b,0.00154321,87,326
b988-f7d3-6e78-e1b3-ca26,0.00038104,2400,535
a97f-13a2-1ba5-9a3b-73c3,0.000367041,2193,352
c1ba-8808-587c-22d7-5175,0.000353894,3797,900
71b7-dc5f-4948-e02f-be12,0.000864,285,129
136e-cbb0-3540-7033-e84b,0.000353894,4412,582
72d0-19b3-fbee-8e75-b3ee,0.000880899,311,320
b817-3f2f-1b41-d26f-51be,0.000530842,1206,568
d170-1555-75d8-5dd1-2785,0.00428393,199,116
f230-a38b-e017-c550-a60,0.00030899,4769,880
1def-2b58-cd2d-3930-fdc8,0.000541923,1341,2447
1eeb-aa0-131d-94c4-6871,0.00030899,2556,1014
3aa2-4eab-3b74-3611-d4aa,0.000530842,2382,613
ac57-9255-1130-f06b-998d,0.00023593,3601,903
b808-5173-fde-1d61-8b2,0.00025489,4354,330
f971-10b7-dde0-e5c-d13b,0.00361457,116,72
8d1c-1fa9-36f6-69b8-1c46,0.000482798,3464,216
5e9a-a238-d9c9-496d-6cfc,0.000353895,2842,615
48a9-657f-3360-7f9f-cf37,0.00023815,3555,450
4fa6-4599-6ad2-14e1-2ceb,0.000541923,1751,1324
3c1f-1590-f9da-6d51-310a,0.000405,3946,98
830-7115-46f3-d429-6879,0.000603497,1682,252
d3ba-246d-b977-a2dd-47b7,0.000482798,3076,246
eaf8-6e4c-57bd-8bdb-4fc0,0.000530842,2989,311
c6d5-337c-fb50-804d-d659,0.000367041,3341,403
4308-f6ad-b555-a04f-66e8,0.000482253,3296,568
2be8-e4e2-e11f-db7d-a51b,0.000549316,1536,921
5745-c676-1368-af02-5251,0.000541923,2115,2074
88ba-8885-3273-680e-478c,0.000530842,3193,872
3659-93f7-2c6e-1778-6f74,0.000541923,1384,1276
7120-ec4b-a8aa-9d8f-3c3,0.000367101,3873,138
