HammingDist,NumFit,SampledStates,ProportionFit,ExhaustiveSearch,TotalFit,FitPerState
1,169,192,0.880208,1,159.6,0.83125
2,14269,18336,0.778196,1,12743.9,0.695021
3,804830,1.16128e+06,0.693054,1,680193,0.585727
4,6229538,1e+07,0.622954,0,4.9863e+06,0.49863
5,5647993,1e+07,0.564799,0,4.28707e+06,0.428707
6,5165841,1e+07,0.516584,0,3.72529e+06,0.372529
7,4769805,1e+07,0.47698,0,3.2772e+06,0.32772
8,4431461,1e+07,0.443146,0,2.91091e+06,0.291091
9,4149640,1e+07,0.414964,0,2.61256e+06,0.261256
10,3903980,1e+07,0.390398,0,2.36497e+06,0.236497
11,3689591,1e+07,0.368959,0,2.15805e+06,0.215805
12,3507631,1e+07,0.350763,0,1.98524e+06,0.198524
13,3343563,1e+07,0.334356,0,1.83888e+06,0.183888
14,3200330,1e+07,0.320033,0,1.71378e+06,0.171378
15,3066916,1e+07,0.306692,0,1.60409e+06,0.160409
16,2948825,1e+07,0.294882,0,1.50854e+06,0.150854
17,2839862,1e+07,0.283986,0,1.4245e+06,0.14245
18,2739050,1e+07,0.273905,0,1.34882e+06,0.134882
19,2650596,1e+07,0.26506,0,1.28439e+06,0.128439
20,2562201,1e+07,0.25622,0,1.22419e+06,0.122419
21,2482712,1e+07,0.248271,0,1.1695e+06,0.11695
22,2409468,1e+07,0.240947,0,1.1214e+06,0.11214
23,2341989,1e+07,0.234199,0,1.07731e+06,0.107731
24,2272717,1e+07,0.227272,0,1.03495e+06,0.103495
25,2210967,1e+07,0.221097,0,997944,0.0997944
26,2150997,1e+07,0.2151,0,962778,0.0962778
27,2097177,1e+07,0.209718,0,931104,0.0931104
28,2043108,1e+07,0.204311,0,900667,0.0900667
29,1996393,1e+07,0.199639,0,874395,0.0874395
30,1947235,1e+07,0.194723,0,847806,0.0847806
31,1901507,1e+07,0.190151,0,823256,0.0823256
32,1858709,1e+07,0.185871,0,800502,0.0800502
33,1816813,1e+07,0.181681,0,778818,0.0778818
34,1775924,1e+07,0.177592,0,758104,0.0758104
35,1740658,1e+07,0.174066,0,740097,0.0740097
36,1704411,1e+07,0.170441,0,721929,0.0721929
37,1669349,1e+07,0.166935,0,704636,0.0704636
38,1636372,1e+07,0.163637,0,688420,0.068842
39,1605416,1e+07,0.160542,0,673069,0.0673069
40,1578203,1e+07,0.15782,0,660021,0.0660021
41,1548567,1e+07,0.154857,0,646108,0.0646108
42,1522198,1e+07,0.15222,0,633386,0.0633386
43,1494448,1e+07,0.149445,0,620525,0.0620525
44,1472655,1e+07,0.147265,0,609975,0.0609975
45,1446428,1e+07,0.144643,0,598198,0.0598198
46,1422150,1e+07,0.142215,0,587007,0.0587007
