HammingDist,NumFit,SampledStates,ProportionFit,ExhaustiveSearch,TotalFit,FitPerState
1,23,32,0.71875,1,22.5938,0.706055
2,252,496,0.508065,1,242.812,0.489541
3,1833,4960,0.369556,1,1733.25,0.349446
4,9810,35960,0.272803,1,9113.84,0.253444
5,40814,201376,0.202676,1,37294.5,0.185198
6,137511,906192,0.151746,1,123783,0.136597
7,387293,3.36586e+06,0.115065,1,343938,0.102184
8,177889,2e+06,0.0889445,0,156048,0.0780242
9,141320,2e+06,0.07066,0,122642,0.0613212
10,115346,2e+06,0.057673,0,99163.3,0.0495817
11,96402,2e+06,0.048201,0,82272.8,0.0411364
12,82766,2e+06,0.041383,0,70172.5,0.0350862
13,73341,2e+06,0.0366705,0,61876.1,0.030938
14,65067,2e+06,0.0325335,0,54648.7,0.0273243
15,59095,2e+06,0.0295475,0,49507.7,0.0247538
16,54145,2e+06,0.0270725,0,45225,0.0226125
