GenomeID,Fitness,NumberEvolvingFitter,NumberEvolvingEqual
15ad-df40-909a-a3cf-fa40,0.000559624,1950,1
787e-d4a2-c0fd-1060-91c4,0.000541923,1297,526
4114-428-c25-b902-5624,0.000267616,3030,3
cd04-202f-1764-5d9e-c3ff,0.000211224,3606,9
2c6a-dbf6-de1d-2edb-30b6,0.000530842,2004,124
3cc4-312f-f72b-5428-8ecd,0.000419718,2153,0
c268-e09d-b879-a085-f78,0.00030899,2792,264
6e8a-85a6-d307-2a6b-28e8,0.000509779,2357,37
897-3c71-f562-d37-a09c,0.000611735,1320,22
cc5e-49fb-d1cb-c389-9e23,0.00093687,210,2
e073-b026-1384-98ec-50ab,0.000541923,1277,348
c225-4857-f64b-952c-72c2,0.00038104,2907,91
1f34-9dc3-af33-1496-aafa,0.000530842,2190,145
70c2-8c98-9285-dc6d-6665,0.000797708,423,2
b2b2-48b-c44f-d5e3-9b95,0.000864,448,12
3440-2bfc-1311-5457-9598,0.000391737,2386,3
237a-c519-2231-b600-a187,0.000301408,3920,15
3fab-fbb2-791f-7fc4-3305,0.000578183,1353,5
2bc0-f39c-8bd7-f70c-38f6,0.000611735,1202,55
3f23-394e-60ab-fa76-1fc7,0.000578183,1654,12
39b5-4b61-29bb-d7d9-be7d,0.000530842,2160,129
ed35-8e8f-8ae5-790c-859b,0.000530842,2249,135
9548-5a7f-8bee-f5f3-54f5,0.000411987,2095,249
abb5-2fa9-a056-d571-782,0.000530842,2209,138
5ed3-bf20-1f07-1902-21ef,0.000542535,1777,30
312-2a10-8cb7-8f00-2004,0.000411987,1699,306
e1ac-3ab5-4fad-8202-1026,0.000300407,2889,13
572f-e0d5-cf47-7636-f9d7,0.000549316,1912,295
e753-3a93-b3be-3700-bc95,0.00556183,69,2
c3e5-8e30-9d6a-932c-466,0.00023815,3407,44
9741-8462-30ed-9750-2616,0.000611735,1433,45
80ff-47fb-4c1a-1af7-2ef2,0.000796263,510,32
474b-3129-19d5-452f-429f,0.000976562,277,423
5d78-c62e-8a9a-a992-e125,0.000603497,1737,56
b98c-92eb-c84c-d287-4394,0.000231743,3474,81
85a-648b-db90-82fb-aa4d,0.000541923,1449,381
f544-7671-eacc-d0d4-f96c,0.000880899,229,24
9519-7b61-b39d-490e-831a,0.000364255,2752,3
e832-3b05-c51e-1527-52bf,0.00035204,3521,13
c397-84bb-c7f2-883d-7ee9,0.000353894,2430,122
ccf0-b039-cb75-94e2-3877,0.000732422,1008,153
4a5e-7b99-6680-7d01-1401,0.00030899,2469,216
2d-2131-125f-da0f-e0cd,0.000549316,1203,147
9437-370a-e2d7-afe6-806c,0.000375509,2947,12
22a-2687-9b54-4e6b-d3f1,0.000367041,2823,31
a4df-7b79-1591-e575-8b5f,0.000353894,3218,209
8b64-5d05-8532-c2a5-5e48,0.000603497,1492,47
b51d-f7ed-c48-f395-a6d5,0.00030899,2940,222
cd85-bd9d-e35f-a4a0-491a,0.00064373,691,39
4393-8f6c-70af-5924-74e1,0.00030899,3639,247
a621-c561-2051-8981-6a01,0.000530842,1585,115
c792-72bf-d602-e2ea-2c15,0.000509779,2610,46
647-17b9-70cf-9391-d1ba,0.000578183,1486,10
a38d-1d9c-3c61-c3de-a71d,0.000353894,3412,112
98bf-5d5f-a69f-6ec1-4049,0.000353894,2848,123
89bd-c15d-ae04-305d-301e,0.000632957,1372,1
3577-343b-e8c6-8640-6f5a,0.000468329,2022,5
432a-2cb7-5411-4574-6234,0.000509779,2202,20
5ca-d243-7f52-56a6-8c57,0.00023593,3719,71
3466-2752-48bc-de19-d6b7,0.000411987,2718,263
423e-b7eb-746a-3ed2-36e2,0.00042867,1976,41
5148-3810-f8de-9d57-5e01,0.000611735,1117,19
7876-d1bd-8553-c132-afd7,0.000762079,807,1
d866-4bde-74f9-4028-1c53,0.000428669,2518,86
bb40-92b4-9017-c7bf-ca94,0.000183521,3389,25
f54-7141-c9e-8a3d-80ba,0.000231743,3652,67
84e4-7f56-e072-2037-104d,0.00025489,3815,11
95aa-90c5-6ea5-b94d-e825,0.00030899,3599,220
d523-74c5-af26-e1c1-ff02,0.000602137,1981,14
2fe0-1072-75b1-9879-ad16,0.000428669,2512,69
eb3d-2c79-b9c2-9a63-e3a,0.000685871,888,48
b8c4-ca43-1eac-2e76-62bd,0.000796263,605,51
cbc2-7c41-8bd8-9fc1-bacc,0.00082944,301,3
c4ea-3271-4c7a-e397-60e7,0.000880899,312,12
ce31-7815-f051-23a4-4e65,0.000411987,2554,269
b7e-c68c-574b-c22e-4039,0.000578183,1533,4
d982-8719-72ab-25fc-6ab0,0.000301408,4242,24
ab87-f092-d6f6-9bd8-1436,0.000796263,384,54
255b-278c-8717-a6a2-2e2d,0.000976562,292,195
106d-cfcf-3978-9785-7671,0.000609663,1576,86
9ce0-9153-34a-9847-38f1,0.000530842,2592,98
f88b-800f-a26b-3203-1794,0.00042867,2168,58
c04c-d583-74f5-746f-48b2,0.000428669,2861,79
5f3c-cea4-d150-45db-3e46,0.000732422,939,162
a3ec-3e66-be56-4657-7069,0.000685871,824,75
d5ea-5f34-a12-7b93-a0a3,0.000509779,1992,22
1a-fd29-7ef1-8775-820a,0.000541923,1654,308
f587-47c1-578d-6a7c-bc30,0.00030899,3281,247
a03f-5df1-10ae-8ef0-b92b,0.000411987,2933,270
c616-2f12-726e-846c-7569,0.0007875,740,9
e2d8-5a57-d49e-ecea-d5ea,0.00972,40,0
551d-e9ba-bc3a-acaa-5436,0.000611735,1433,51
786b-4ce9-b228-8919-dbd9,0.000353895,3266,56
6b53-42ef-ca06-f323-ce15,0.000509779,2949,36
6de7-bc6f-2d42-40fb-b0a2,0.000880899,241,30
ee92-d661-8fac-a0ba-5f7a,0.000541923,1748,573
6b86-c0e-a269-358c-ff31,0.000611735,1542,8
f612-e035-f76b-8e0f-2764,0.000317533,3364,1
9475-6a7-d30a-2ed1-649d,0.000530842,1910,105
3ed4-9ae7-b8e4-11de-c9b8,0.000411987,2435,236
a53b-f2f9-de26-6f67-2fda,0.000609663,1403,88
8127-a8b0-b296-6844-131,0.00038104,2894,143
7fbc-d7f-f42a-5de2-7ce6,0.00042867,2368,47
703b-f97d-de80-a2a5-ecf5,0.00125506,205,0
e828-1f7b-34f3-d5f1-95f2,0.000734082,968,77
b511-721d-ff8-3051-603f,0.00038104,2671,83
961e-6-57e5-8df0-efaa,0.000297351,3064,2
7307-835e-4ad5-91aa-673a,0.000549316,1682,204
11a-a5fd-4527-1112-d64e,0.0146319,92,4
8327-776a-5a5a-aebb-8c5a,0.000353894,2749,69
d7eb-470b-5038-2bf1-bb8c,0.000541923,1444,420
d130-fdce-ef8b-2b8a-ac89,0.000541923,1663,220
7be6-d192-173d-559-e2c1,0.000530842,2612,126
47e-2af6-4589-2fa1-a59d,0.000530842,1994,155
e0af-da0e-904b-d5bb-4e87,0.000734082,1086,33
1660-57b-db90-5bea-351d,0.00214577,324,0
8758-cb81-2772-3d27-7a2a,0.000127445,4075,16
3e15-417d-bc99-42db-e0be,0.000796263,673,51
534-a72d-c57e-9875-899a,0.000530842,1967,111
ce73-df36-21bb-585a-def3,0.000520365,2016,12
4b20-bf1d-ccc8-86f7-1c50,0.00018963,3644,2
fe52-f589-be23-9166-9bb2,0.000796263,707,44
d4df-fe82-d3e0-54d0-c414,0.000611735,999,65
3c5e-fbda-8edb-4c09-6863,0.000267918,3311,33
338a-f7ec-10f1-ba7a-9d6f,0.000976562,224,311
1bad-faac-b816-bf0c-2f37,0.00072576,1241,4
