HammingDist,NumFit,SampledStates,ProportionFit,ExhaustiveSearch,TotalFit,FitPerState
1,32,32,1,1,24.6208,0.769401
2,482,496,0.971774,1,312.079,0.629191
3,4666,4960,0.940726,1,2699.3,0.544213
4,32705,35960,0.909483,1,17570.4,0.48861
5,177394,201376,0.880909,1,90784.5,0.450821
6,776281,906192,0.856641,1,384751,0.424581
7,2815597,3.36586e+06,0.836517,1,1.36598e+06,0.405835
8,1639568,2e+06,0.819784,0,783840,0.39192
9,1612978,2e+06,0.806489,0,762874,0.381437
10,1588879,2e+06,0.794439,0,745439,0.37272
11,1568824,2e+06,0.784412,0,730888,0.365444
12,1549472,2e+06,0.774736,0,717631,0.358815
13,1532711,2e+06,0.766355,0,705767,0.352883
14,1516153,2e+06,0.758077,0,693996,0.346998
15,1500362,2e+06,0.750181,0,683227,0.341614
16,1484972,2e+06,0.742486,0,672171,0.336086
