HammingDist,NumFit,SampledStates,ProportionFit,ExhaustiveSearch,TotalFit,FitPerState
1,26,32,0.8125,1,23.3,0.728125
2,334,496,0.673387,1,272.7,0.549798
3,2823,4960,0.569153,1,2143.3,0.432117
4,17739,35960,0.493298,1,12716.4,0.353626
5,88351,201376,0.438736,1,60567.9,0.30077
6,360959,906192,0.398325,1,239156,0.263913
7,1236694,3.36586e+06,0.367423,1,798726,0.237302
8,3610193,1.05183e+07,0.34323,1,2.28801e+06,0.217527
9,3241286,1e+07,0.324129,0,2.0259e+06,0.20259
10,3094510,1e+07,0.309451,0,1.91429e+06,0.191429
11,2985516,1e+07,0.298552,0,1.83275e+06,0.183275
12,2912167,1e+07,0.291217,0,1.77702e+06,0.177702
13,2873026,1e+07,0.287303,0,1.74525e+06,0.174525
14,2858670,1e+07,0.285867,0,1.73031e+06,0.173031
15,2867904,1e+07,0.28679,0,1.73125e+06,0.173125
16,2889227,1e+07,0.288923,0,1.74035e+06,0.174035
17,2919485,1e+07,0.291948,0,1.756e+06,0.1756
18,2950722,1e+07,0.295072,0,1.77295e+06,0.177295
19,2970073,1e+07,0.297007,0,1.78362e+06,0.178362
20,2972779,1e+07,0.297278,0,1.7848e+06,0.17848
21,2948811,1e+07,0.294881,0,1.77044e+06,0.177044
22,2892555,1e+07,0.289255,0,1.73729e+06,0.173729
23,2784142,1e+07,0.278414,0,1.67305e+06,0.167305
24,2754258,1.05183e+07,0.261854,1,1.65611e+06,0.15745
25,800333,3.36586e+06,0.23778,1,481511,0.143057
26,185926,906192,0.205173,1,111907,0.123491
27,33042,201376,0.164081,1,19890.3,0.098772
28,4200,35960,0.116796,1,2527.5,0.0702864
29,339,4960,0.0683468,1,203.8,0.0410887
30,13,496,0.0262097,1,7.8,0.0157258
31,0,32,0,1,0,0
32,0,1,0,1,0,0
