HammingDist,NumFit,SampledStates,ProportionFit,ExhaustiveSearch,TotalFit,FitPerState
1,168,192,0.875,1,167.758,0.873739
2,14035,18336,0.765434,1,13989.8,0.762971
3,779087,1.16128e+06,0.670886,1,774948,0.667322
4,1180746,2e+06,0.590373,0,1.17166e+06,0.585828
5,1042647,2e+06,0.521324,0,1.03185e+06,0.515925
6,925202,2e+06,0.462601,0,913034,0.456517
7,826645,2e+06,0.413322,0,813349,0.406674
8,742362,2e+06,0.371181,0,728095,0.364048
9,671453,2e+06,0.335726,0,656504,0.328252
10,610726,2e+06,0.305363,0,595218,0.297609
11,558290,2e+06,0.279145,0,542406,0.271203
12,512529,2e+06,0.256265,0,496432,0.248216
13,471232,2e+06,0.235616,0,455120,0.22756
14,437078,2e+06,0.218539,0,420835,0.210417
15,406826,2e+06,0.203413,0,390612,0.195306
16,380217,2e+06,0.190109,0,364156,0.182078
17,355244,2e+06,0.177622,0,339422,0.169711
18,335329,2e+06,0.167664,0,319535,0.159767
19,315252,2e+06,0.157626,0,299772,0.149886
20,297234,2e+06,0.148617,0,282031,0.141016
21,282510,2e+06,0.141255,0,267493,0.133747
22,268198,2e+06,0.134099,0,253457,0.126728
23,254995,2e+06,0.127498,0,240540,0.12027
24,243125,2e+06,0.121563,0,228921,0.11446
25,231837,2e+06,0.115918,0,217937,0.108969
26,221897,2e+06,0.110949,0,208247,0.104123
27,212889,2e+06,0.106444,0,199471,0.0997357
28,204454,2e+06,0.102227,0,191302,0.0956512
29,195085,2e+06,0.0975425,0,182270,0.0911348
30,187946,2e+06,0.093973,0,175363,0.0876817
31,180716,2e+06,0.090358,0,168366,0.0841831
32,174834,2e+06,0.087417,0,162660,0.0813299
33,168232,2e+06,0.084116,0,156340,0.0781699
34,163218,2e+06,0.081609,0,151458,0.075729
35,157538,2e+06,0.078769,0,146041,0.0730205
36,152889,2e+06,0.0764445,0,141546,0.070773
37,147333,2e+06,0.0736665,0,136244,0.0681218
38,142703,2e+06,0.0713515,0,131789,0.0658946
39,139494,2e+06,0.069747,0,128705,0.0643526
40,135133,2e+06,0.0675665,0,124552,0.0622761
41,131451,2e+06,0.0657255,0,121011,0.0605053
42,128357,2e+06,0.0641785,0,118032,0.059016
43,125363,2e+06,0.0626815,0,115182,0.0575908
44,122548,2e+06,0.061274,0,112460,0.0562301
45,119385,2e+06,0.0596925,0,109488,0.0547442
46,117169,2e+06,0.0585845,0,107357,0.0536787
47,114215,2e+06,0.0571075,0,104520,0.0522599
48,112028,2e+06,0.056014,0,102433,0.0512164
49,109753,2e+06,0.0548765,0,100282,0.0501409
50,107659,2e+06,0.0538295,0,98292.7,0.0491463
51,105560,2e+06,0.05278,0,96282.3,0.0481411
52,104050,2e+06,0.052025,0,94833.8,0.0474169
53,102162,2e+06,0.051081,0,93036.5,0.0465183
54,100962,2e+06,0.050481,0,91876.7,0.0459383
55,99024,2e+06,0.049512,0,90033.8,0.0450169
56,97217,2e+06,0.0486085,0,88356.9,0.0441784
57,96416,2e+06,0.048208,0,87574.1,0.043787
58,95329,2e+06,0.0476645,0,86501.6,0.0432508
59,93360,2e+06,0.04668,0,84652.2,0.0423261
60,92574,2e+06,0.046287,0,83911.7,0.0419559
61,91131,2e+06,0.0455655,0,82557.3,0.0412787
62,90327,2e+06,0.0451635,0,81791,0.0408955
63,89708,2e+06,0.044854,0,81197.2,0.0405986
64,88784,2e+06,0.044392,0,80304.2,0.0401521
65,87701,2e+06,0.0438505,0,79293,0.0396465
66,86836,2e+06,0.043418,0,78458,0.039229
67,85555,2e+06,0.0427775,0,77274.1,0.038637
68,84999,2e+06,0.0424995,0,76721.7,0.0383609
69,84776,2e+06,0.042388,0,76481.5,0.0382407
70,83605,2e+06,0.0418025,0,75411.4,0.0377057
71,83763,2e+06,0.0418815,0,75528.5,0.0377642
72,82781,2e+06,0.0413905,0,74627.7,0.0373139
73,82034,2e+06,0.041017,0,73903.1,0.0369516
74,81583,2e+06,0.0407915,0,73493,0.0367465
75,81202,2e+06,0.040601,0,73127.5,0.0365637
76,80394,2e+06,0.040197,0,72370.6,0.0361853
77,80283,2e+06,0.0401415,0,72249.7,0.0361249
78,79113,2e+06,0.0395565,0,71204.6,0.0356023
79,79550,2e+06,0.039775,0,71564.4,0.0357822
80,78674,2e+06,0.039337,0,70762.8,0.0353814
81,78164,2e+06,0.039082,0,70300.2,0.0351501
82,77088,2e+06,0.038544,0,69304.1,0.034652
83,77175,2e+06,0.0385875,0,69373.2,0.0346866
84,76596,2e+06,0.038298,0,68822.8,0.0344114
85,76158,2e+06,0.038079,0,68429.4,0.0342147
86,76056,2e+06,0.038028,0,68305.2,0.0341526
87,75783,2e+06,0.0378915,0,68063.8,0.0340319
88,75217,2e+06,0.0376085,0,67549.8,0.0337749
89,74861,2e+06,0.0374305,0,67218.1,0.0336091
90,75198,2e+06,0.037599,0,67532.8,0.0337664
91,74217,2e+06,0.0371085,0,66641.1,0.0333205
92,73713,2e+06,0.0368565,0,66160,0.03308
93,73437,2e+06,0.0367185,0,65910,0.032955
94,73395,2e+06,0.0366975,0,65867,0.0329335
95,73395,2e+06,0.0366975,0,65869.7,0.0329349
96,72624,2e+06,0.036312,0,65177.5,0.0325887
