-15683,0.0,11011001000001100010000010001001100100110011100010110101010001001101100101101101
-10228,0.0,11011001000001100010000010001001100100110011100010110101010001001101100101101101
-10226,0.000321502,11011001000001100010000010001001100100110011100010110101010001001101100101101101
-10226,0.000321502,11011001000001100010000010001001100100110011100010110101010001001101100101101101
-10225,0.000411987,11011001010001100010000010001001101100010001100011111101011001001111110101101101
-10225,0.000411987,11011001010001100010000010001001101100010001100011111101011001001111110101101101
-10224,0.000530842,01101001010001100000000010001001101101010001100011011101111001001111100101001011
-10221,0.000530842,01101001010001100000000010001001101101010001100011011101111001001111100101001011
-10220,0.000864,01101001010101101101000010001001001101010001100011010101111011011111100101001001
-10218,0.000864,01101001010101101101000010001001001101010001100011010101111011011111100101001001
-10217,0.000915527,00101001010101101101000010001001001101010001100010110100111011011110100100001101
-10215,0.000915527,00101001010101101101000010001001001101010001100010110100111011011110100100001101
-10214,0.00101136,10101010110101101101000010001001101101010001101010110100111001000110100100001101
-10181,0.00101136,10001010110001111101000010001001101101010000101010110100111000000110100100001111
-10180,0.00108385,10011010110001111101000010101001101101010000101010110100111000000110100100001111
-10159,0.00108385,10011010110001111101000010101001101101010000101010110100111000000110100100001111
-10158,0.0078125,10111010110001111101000010101101101000010010110010110100111010000110100000001111
-9847,0.0078125,10110011110001101101000010101100101000010010110000100101111010000110100000001111
-9846,0.0123457,10110111110001101101000010101100101000010110111000100101111110000100100000001011
-9774,0.0123457,11110101110001111101000010101100001100010110111100100101101110000101100000001011
-9773,0.0246914,11110111110001111100100010101100101100010110111100101101101110000011100000101011
-9738,0.0246914,11110111110001111101100010111100101100000110111100101001101100000011100100101011
-9737,0.0395508,10111111010001101101100010111100101100000110011101101001101100000011100100101011
-9734,0.0395508,10111111010001101101100010111100101100000110011101101001101100000011100100101011
-9733,0.0740741,10111111010001001001100010111100111100100110011100101001101100000011100000101011
-8584,0.0740741,10001110000000001011100010111110110100101100110101101001110111100111101000111111
-8583,0.25,10001111000010001011100010111010110000000000110101101001111111000111101000111111
-4185,0.25,01001100010010011111111010110111001110011100100010001110011011110001001111000111
-4184,0.296296,01011100010010111111111000110011001110011100100010001110011011110001001001000111
-3679,0.296296,01010000110011101111111110100110001101010101100110001111101011110001001010010110
-3678,0.316406,00010000110010001111111110110010001001010101100110001101101011110011001010110101
-3482,0.316406,01010100100000001111011101111010001100010010000111101100000011110100001010101111
-3481,0.32768,01010100100000001111011101011010000100010000000111101100000011100100001010101011
-1,0.32768,01011010110000011011011001001011000100011101100111011101101011100110001010111000
0,1,11001110110001111011101001001001000100011101100111011101001011100010001010111000
